id,price,area,bedrooms,wc,n_floors,car_place,latitude,longitude
120097,3.8,30,4.0,4.0,4.0,0,10.7677829,106.6731111
120103,4.0,55,4.0,4.0,4.0,1,10.776182,106.6109757
119994,8.1,56,3.7945297419552104,4.178475781894104,2.0,1,10.7991707,106.6344975
119995,9.9,55,3.0,4.0,3.0,0,10.7789141,106.6752558
119996,9.9,55,3.0,4.0,3.0,1,10.7794346,106.6779732
119997,6.88,103,3.946029537636076,2.821020730326654,1.0,1,10.836088,106.7567252
120039,3.6,32,2.0,2.0,1.0,0,10.85778,106.74111
120041,7.75,107,4.0,3.9406074758003244,3.0,1,10.7835115,106.6036208
120043,3.6,54,3.0,2.2378297641425706,3.0,0,10.7982153,106.5920232
120044,5.6,63,4.0,5.0,4.0,0,10.7835115,106.6036208
120049,3.9,40,2.0,2.0,1.0,1,10.7823004,106.5992453
120050,5.73,99,3.0,1.0,2.0,1,10.8474961,106.6351029
120051,4.7,68,2.0,2.0,2.0,0,10.8183476,106.6328307
120054,11.0,120,4.0,4.0,2.0,1,10.7057611,106.6460087
120055,0.015,99,3.0,2.0,2.0,1,10.7880584,106.7352007
120058,11.3,72,3.0,4.0,2.0,1,10.746343,106.6892164
120061,5.28,30,3.0,3.0,3.0,0,10.7677829,106.6731111
120070,3.4,43,4.0,3.0,3.0,1,10.8348284,106.6644581
120073,4.85,45,2.0,2.0,2.0,0,10.8348284,106.6644581
120074,4.8,44,2.0,2.0,2.0,1,10.7630414,106.6427606
120078,7.1,50,3.0,4.0,3.0,0,10.7386389,106.6738064
120083,6.9,50,2.0,2.0,2.0,0,10.7952122,106.6800705
119910,6.5,48,4.0,3.0,2.0,1,10.7386389,106.6738064
119912,6.1,94,3.0,3.0,3.0,0,10.78069,106.69944
119914,3.1,20,2.0,3.0,5.0,0,10.7560913,106.7095306
119915,6.1,64,3.0,4.0,4.0,0,10.7703708,106.5996353
119916,1.97,82,3.0,4.0,2.0,0,10.7492774,106.7378126
119917,2.35,48,2.0,2.0,2.0,0,10.76684,106.70574
119918,4.9,84,2.0,3.0,3.0,1,10.7530057,106.6913165
119919,2.53,68,3.0,3.0,3.0,1,10.7606353,106.7081442
119922,5.7,73,3.0,2.0,2.0,0,10.7627551,106.6357269
119932,6.55,92,4.0,4.0,4.0,1,10.8380478,106.6521633
120011,3.9,80,2.0,2.0,1.0,0,10.8397,106.77093
120012,7.5,89,2.0,3.0,1.0,1,10.8397,106.77093
120013,3.2,52,2.0,1.0,2.0,0,10.7898232,106.7764953
120017,3.388,54,1.0,1.0,2.0,0,10.8397,106.77093
120018,5.5,45,3.0,2.0,1.0,1,10.7683891,106.6893291
120019,10.0,36,3.0,4.0,3.0,1,10.803874,106.6851217
120022,4.08,54,2.0,3.0,2.0,0,10.8474961,106.6351029
120029,7.4,66,2.0,2.0,2.0,1,10.8089287,106.6276577
120032,6.15,60,3.0,2.0,2.0,1,10.8397,106.77093
119939,9.1,80,4.224495839557799,4.250763342508872,1.0,1,10.7992044,106.6320132
119941,2.9,41,2.0,2.0,2.0,1,10.8474961,106.6351029
119944,7.7,64,4.0,4.0,5.0,1,10.7941456,106.6222286
119955,0.017,60,4.0,4.0,2.0,0,10.8410754,106.6473395
119964,4.8,40,3.0,3.0,3.0,0,10.8348284,106.6644581
119969,5.8,28,3.0,3.0,4.0,0,10.7595866,106.6672386
119970,2.5,69,2.0,2.0,1.0,0,10.68881,106.5840247
119977,6.5,40,3.0,3.5257474184294546,3.0,1,10.7752178,106.6483878
119981,5.2,62,4.0,3.0,2.0,0,10.7956238,106.6639667
119986,5.15,30,3.0,4.0,3.0,0,10.767749,106.6670229
119988,6.5,34,4.0,4.0,4.0,0,10.7693455,106.6782709
119991,5.5,103,4.0,4.0,2.0,1,10.8428486,106.6309776
119841,10.0,52,5.0,6.0,2.0,0,10.7679886,106.667047
119849,7.3,52,4.0,4.0,3.0,0,10.8006534,106.6842854
119850,9.2,96,3.0,3.0,2.0,0,10.7530057,106.6913165
119851,4.65,110,3.0,2.0,2.0,1,10.8678527,106.6231544
119854,5.5,55,4.0,3.0,2.0,0,10.8678527,106.6231544
119855,0.038,88,2.0,2.0,2.0,0,10.7898232,106.7764953
119667,5.0,125,3.0,3.0,1.0,1,10.7542794,106.634257
119669,1.05,13,1.0,1.0,2.0,1,10.881053,106.6388025
119670,1.65,21,2.0,1.0,2.0,0,10.881053,106.6388025
119671,3.54,56,2.0,1.0,2.0,0,10.8474961,106.6351029
119672,4.18,62,1.0,1.0,1.0,0,10.8474961,106.6351029
119676,5.58,71,4.0,3.0,4.0,1,10.8474961,106.6351029
119678,5.44,118,4.0,3.0,2.0,0,10.8474961,106.6351029
119679,3.49,65,3.0,2.0,2.0,0,10.8428486,106.6309776
119680,5.53,78,2.0,2.0,2.0,1,10.8428486,106.6309776
119681,3.98,71,4.0,4.0,3.0,1,10.8428486,106.6309776
119683,4.074,68,2.0,2.0,2.0,0,10.8428486,106.6309776
119684,3.1,36,2.0,2.0,2.0,0,10.8428486,106.6309776
119687,5.82,66,3.0,2.0,2.0,1,10.8275161,106.625132
119688,3.2,40,4.0,2.0,2.0,0,10.8428486,106.6309776
119689,4.66,87,3.3214102547791007,2.960188478876903,2.0,1,10.8421779,106.6158211
119690,5.82,110,5.0,3.0,3.0,1,10.8421779,106.6158211
119693,4.18,78,3.0,2.0,2.0,1,10.8358541,106.6222778
119694,3.4,62,1.0,1.0,2.0,0,10.8428486,106.6309776
119696,2.0,20,2.0,3.0,3.0,1,10.7752443,106.6476765
119697,4.8,101,3.0,1.0,2.0,1,10.8678527,106.6231544
119698,5.34,62,2.0,3.0,2.0,1,10.8474961,106.6351029
119699,2.7,26,1.0,2.0,2.0,1,10.8078153,106.6201452
119700,2.55,23,1.0,1.0,2.0,0,10.812483,106.6237735
119703,4.76,48,2.0,2.0,4.0,1,10.8428486,106.6309776
119704,4.32,40,4.0,2.0,3.0,1,10.8078153,106.6201452
119705,2.2,21,1.0,1.0,2.0,0,10.812483,106.6237735
119706,2.38,23,1.0,1.0,2.0,0,10.812483,106.6237735
119707,4.66,56,3.0,3.0,2.0,1,10.812483,106.6237735
119708,4.2,46,2.0,2.0,2.0,1,10.7704178,106.6194968
119709,2.95,32,2.0,1.0,2.0,0,10.8428486,106.6309776
119714,5.82,80,3.0,3.0,2.0,0,10.8428486,106.6309776
119715,3.1,85,3.0,2.0,1.0,0,10.68881,106.5840247
119718,4.37,74,1.0,1.0,2.0,1,10.8306721,106.6151355
119719,3.5,56,2.0,2.0,2.0,0,10.8474961,106.6351029
119721,5.1,80,4.0,2.0,2.0,1,10.8275161,106.625132
119722,3.35,40,2.0,1.0,2.0,1,10.8306721,106.6151355
119723,4.94,80,2.0,2.0,2.0,1,10.8306721,106.6151355
119725,0.005,64,2.0,2.0,1.0,0,10.7226042,106.6107045
119731,3.3,73,2.0,1.0,2.0,0,10.8306721,106.6151355
119732,4.76,38,2.0,1.0,2.0,0,10.8428486,106.6309776
119733,3.25,45,2.0,2.0,2.0,0,10.8474961,106.6351029
119734,3.0,61,1.0,1.0,3.0,0,10.8306721,106.6151355
119735,5.18,77,2.0,1.0,2.0,0,10.8306721,106.6151355
119736,4.37,21,2.0,3.0,3.0,1,10.8306721,106.6151355
119781,5.8,60,2.0,2.0,2.0,1,10.8145634,106.6788609
119782,7.38,45,3.0,4.0,4.0,1,10.7217236,106.6296151
119783,3.75,26,3.0,2.0,2.0,1,10.8066221,106.6984046
119785,3.99,30,3.0,3.0,3.0,1,10.8430946,106.6689051
119790,4.3,55,3.0,3.0,2.0,1,10.7597792,106.6096807
119791,1.9,32,3.0,2.0,3.0,1,10.8428486,106.6309776
119792,5.7,86,1.0,1.0,2.0,0,10.7482816,106.6817654
119793,5.5,25,4.0,4.0,2.0,1,10.7950505,106.6979491
119794,6.0,55,1.0,1.0,4.0,0,10.79156,106.74948
119796,5.2,31,3.0,3.0,3.0,0,10.8467484,106.6520749
119799,0.016,60,4.0,4.0,2.0,1,10.8524661,106.6606113
119807,5.1,91,3.0,2.0,2.0,1,10.7652659,106.6037849
119824,6.0,45,3.0,3.0,4.0,1,10.7552468,106.7229401
119825,5.5,80,2.0,2.0,2.0,1,10.7652659,106.6037849
119832,7.3,36,3.0,4.0,4.0,1,10.7924937,106.7071259
119837,5.2,46,2.0,2.0,2.0,0,10.80306,106.7090062
119840,5.1,53,3.0,2.858687733222139,3.0,1,10.8397,106.77093
119740,2.6,11,2.0,2.0,4.0,1,10.7794346,106.6779732
119741,5.8,48,2.0,1.0,1.0,1,10.7695014,106.6357515
119744,9.5,38,3.0,4.0,2.0,0,10.7664486,106.6787499
119750,1.1,100,3.0,2.0,1.0,1,10.7138202,106.5893264
119752,4.86,67,1.0,1.0,3.0,1,10.8428486,106.6309776
119758,11.5,95,3.0,3.0,4.0,1,10.7924937,106.7071259
119532,3.5,89,4.0,2.0,3.0,1,10.8678527,106.6231544
119533,9.5,112,3.0,2.0,1.0,1,10.7615882,106.6222404
119545,3.83,65,3.0,3.0,2.0,0,10.8275161,106.625132
