id,price,area,bedrooms,wc,n_floors,car_place,latitude,longitude
80991,6.78,76,3.0,2.0,1.0,1,10.7990972,106.6802278
112478,5.59,43,3.026649152571142,2.8851888530800425,4.0,0,10.7658124,106.6474946
110686,7.6,37,5.0,3.916707866136491,5.0,0,10.772732,106.6683666
94047,6.95,66,3.0,3.0,2.0,1,10.7375481,106.7302238
109663,0.061,129,3.0,2.0,2.0,0,10.7912672,106.7183182
81760,5.5,43,3.0,4.0,2.0,0,10.7701893,106.6317357
81248,5.0,50,4.0,4.0,4.0,1,10.7704304,106.650936
114271,4.4,74,3.0,2.0,1.0,0,10.7704304,106.650936
112479,6.4,84,3.0,2.779472427287615,1.0,0,10.7914967,106.6278431
111711,10.0,51,6.0,6.0,4.0,1,10.7729479,106.6662863
110175,4.75,43,4.0,5.0,4.0,0,10.8239658,106.7069973
97887,5.0,78,2.0,2.0,1.0,0,10.7704346,106.7699485
107615,1.75,100,2.70075369127686,2.36613167616107,2.0,0,10.6956953,106.7395591
104799,3.7,48,2.7689249819836887,2.1928527510679454,1.0,1,10.7703708,106.5996353
103775,6.0,80,4.0,3.0,1.0,0,10.8306171,106.6779308
103007,4.25,70,3.0,2.0,2.0,0,10.8136475,106.7579485
102751,5.68,50,3.0,3.0,2.0,0,10.7217236,106.6296151
102495,6.5,64,3.4101647001643345,4.584119787228849,2.0,0,10.7703708,106.5996353
100447,5.5,50,2.0,2.0,2.0,1,10.7630414,106.6427606
98655,5.6,36,4.0,3.0,2.0,0,10.7990972,106.6802278
82784,4.7,30,2.0,2.0,2.0,1,10.7940736,106.673799
84832,6.7,52,4.0,4.0,4.0,1,10.8017639,106.7110322
98144,6.0,39,3.0802936277918844,3.303973456552402,4.0,0,10.7664486,106.6787499
97888,0.55,40,2.0,3.0,1.0,1,10.878345,106.5763531
95328,0.043,108,2.4001409181667657,3.2599726054892466,3.0,0,10.7289437,106.7200174
94304,3.3,75,2.0,1.0,1.0,0,10.881053,106.6388025
94048,8.0,80,4.0,5.0,3.0,1,10.7375481,106.7302238
91232,2.2,80,2.0,2.0,2.0,1,10.7045328,106.7322602
85600,7.8,56,5.0,5.0,2.0,1,10.7553616,106.6685441
90976,8.7,68,4.0,5.0,3.0,1,10.8284404,106.6392641
89440,0.005,70,3.0,2.0,2.0,1,10.8397,106.77093
88672,11.9,120,3.0,3.0,1.0,1,10.8415309,106.6571996
87904,5.9,43,4.0,3.448541572770218,2.0,0,10.7990972,106.6802278
87136,4.2,41,2.0,3.0,1.0,0,10.7758961,106.6409672
86880,6.0,80,2.0,2.0,3.0,1,10.7914967,106.6278431
100448,2.25,75,2.584627162700717,2.469755843267956,2.0,0,10.8017639,106.7110322
100704,6.5,70,3.0,3.047510418145153,2.0,0,10.802583,106.6521157
84833,2.15,48,4.0,3.0,2.0,0,10.7610471,106.58872
82785,6.1,56,3.0,4.0,2.0,1,10.8019885,106.6942281
81761,4.9,40,3.0,3.0,2.0,0,10.7669112,106.626718
81505,3.8,33,2.0,2.0,2.0,1,10.7958597,106.681903
112992,5.0,40,3.0,3.0,1.0,1,10.802583,106.6521157
111712,3.6,37,4.0,3.0,1.0,0,10.8306171,106.6779308
110432,6.6,55,6.0,3.0,2.0,1,10.7941456,106.6222286
102240,4.65,100,3.437790924072292,3.160998619124113,2.0,1,10.7375481,106.7302238
109408,11.0,54,4.298925470647103,4.081317612528951,3.0,0,10.7670127,106.6942193
107616,0.008,55,1.0,1.0,2.0,1,10.8397,106.77093
106848,1.95,28,2.0,2.0,1.0,1,10.8060833,106.6225855
106336,7.5,50,3.0,4.0,4.0,0,10.7677829,106.6731111
105312,1.9,56,2.4481492141715604,1.758712138343792,2.0,1,10.8298295,106.7617899
104288,0.005,25,1.0,1.0,2.0,0,10.8089334,106.6721598
102752,10.2,86,6.0,5.0,2.0,1,10.802583,106.6521157
85601,6.2,42,3.0,3.0,1.0,0,10.7553616,106.6685441
104289,6.3,90,3.705188630868406,4.0,2.0,1,10.8089334,106.6721598
101473,4.5,44,4.0,3.0,2.0,1,10.7833504,106.6248902
100449,6.9,66,3.0,2.0,1.0,1,10.849705,106.7722385
98657,0.005,28,1.0,1.0,2.0,0,10.8032667,106.6789874
97633,4.3,70,3.0,3.0,2.0,0,10.8397,106.77093
97121,2.0,30,2.2396962907230127,2.019471029588641,2.0,1,10.7960309,106.6474459
95841,4.8,40,3.0,2.0,1.0,1,10.8017639,106.7110322
94049,5.6,70,3.3765604680727277,5.0346658207536485,2.0,1,10.7703708,106.5996353
87649,4.7,76,3.1258037698173475,3.03803508070856,2.0,0,10.7703708,106.5996353
93281,5.4,27,3.0,3.0,4.0,1,10.772732,106.6683666
93025,4.6,64,2.0,3.0,1.0,1,10.7703708,106.5996353
91489,0.008,50,1.0,1.0,2.0,0,10.8397,106.77093
90977,7.5,60,4.0,3.0,4.0,1,10.7392302,106.7083639
89697,5.4,42,3.0,3.0,1.0,0,10.8192273,106.6899267
89441,2.15,53,1.0,1.0,1.0,0,10.8397,106.77093
88673,6.0,60,2.0,2.0,3.0,1,10.8371777,106.6829866
104545,1.85,80,2.5425228158462385,2.5556316338144147,2.0,0,10.7703708,106.5996353
104801,4.8,56,3.0787004273231173,3.587873048329154,1.0,1,10.7703708,106.5996353
82786,7.2,42,3.0,3.0,2.0,1,10.7926847,106.6769988
92002,4.5,84,3.0,3.0,2.0,1,10.8078153,106.6201452
88418,5.85,36,3.0,3.0,3.0,1,10.8199135,106.6987697
87906,6.12,43,3.0,3.0,2.0,0,10.8306171,106.6779308
84066,0.03,90,2.0,2.5010365705567947,3.0,0,10.7729479,106.6662863
83298,0.013,81,2.0,2.0,2.0,0,10.8397,106.77093
81762,4.6,33,2.0,2.0,2.0,1,10.7937628,106.6689782
108385,0.008,50,1.0,1.0,2.0,0,10.8397,106.77093
80738,5.2,66,2.0,2.8055954151301576,4.0,1,10.7914967,106.6278431
114785,4.55,48,4.0,5.0,2.0,1,10.7703708,106.5996353
114273,4.35,64,3.051957799488053,2.2793823425681334,1.0,1,10.7703708,106.5996353
111713,2.85,25,2.0,3.0,2.0,0,10.8306171,106.6779308
111201,2.2,60,2.0,2.0,2.0,1,10.8397,106.77093
110945,0.01,68,2.0,2.0,2.0,0,10.8397,106.77093
110689,4.9,50,4.0,3.0,2.0,1,10.8081794,106.6953714
94562,7.3,100,4.010793681239438,3.2950163287530687,2.0,1,10.8298295,106.7617899
112226,5.19,56,3.1635764048901223,2.844540747549291,2.0,1,10.7704304,106.650936
111970,3.28,87,3.0,2.0,1.0,0,10.8397,106.77093
107874,5.38,78,3.0,2.0,2.0,1,10.8397,106.77093
107618,0.008,52,1.0,1.0,1.0,0,10.7419664,106.651399
106338,5.85,49,4.0,4.0,2.0,0,10.80306,106.7090062
95842,5.99,58,4.0,3.0,4.0,0,10.8484264,106.6694583
101474,7.8,58,4.0,4.0,2.0,1,10.8067641,106.6871864
100450,1.35,99,3.0,3.0,3.0,0,10.8089334,106.6721598
98146,4.9,52,3.0,2.0,1.0,1,10.8306171,106.6779308
96866,8.6,93,3.0,2.0,2.0,0,10.8380478,106.6521633
96354,5.5,51,4.0,3.0,2.0,0,10.8306171,106.6779308
114274,6.8,65,4.0,5.0,3.0,1,10.8406385,106.7656211
104035,0.005,67,2.0,2.0,2.0,0,10.8397,106.77093
100963,3.4,52,2.739423274303453,2.014226831828099,1.0,1,10.7652659,106.6037849
100707,4.5,36,3.0,2.446914286739153,3.0,0,10.778639,106.6870156
95843,4.5,52,2.0,3.0,2.0,0,10.8017639,106.7110322
94819,11.4,46,3.0,3.0,2.0,0,10.8017639,106.7110322
94051,0.005,68,2.0,2.0,2.0,0,10.8397,106.77093
93027,4.25,41,2.8262479741997018,2.412646437686038,1.0,1,10.7703708,106.5996353
90979,8.0,63,4.0,5.0,4.0,0,10.8017639,106.7110322
88419,8.0,80,3.0,4.0,2.0,0,10.7729479,106.6662863
87651,4.2,64,2.0,1.0,1.0,1,10.7703708,106.5996353
86371,0.005,53,1.9023983409943586,1.3367646279904752,2.0,0,10.7912672,106.7183182
85859,9.5,132,4.7728022386711855,4.539991062830706,2.0,1,10.8017639,106.7110322
84835,2.15,48,4.0,3.0,2.0,1,10.7217236,106.6296151
81507,6.4,45,3.0,4.0,3.0,0,10.7972697,106.6698415
105315,3.7,20,2.0,3.0,2.0,0,10.7990972,106.6802278
92260,11.9,75,4.0,5.0,3.0,0,10.7419664,106.651399
90724,3.3,34,2.0,3.0,2.0,1,10.8183476,106.6328307
87140,0.012,33,1.0,1.0,2.0,0,10.7912672,106.7183182
82532,9.4,60,4.0,4.0,2.0,1,10.7926036,106.6539089
113251,0.007,25,1.6534460005288854,1.4840140037554699,2.0,0,10.8182101,106.637979
111715,8.35,62,4.0,5.0,3.0,1,10.8306171,106.6779308
110435,5.35,55,4.0,3.0,2.0,0,10.7375481,106.7302238
107875,5.25,85,3.4319593626319045,3.260278363844868,2.0,1,10.8596068,106.7805003
107619,4.5,65,4.0,2.2795553486439437,2.0,1,10.7610471,106.58872
106083,2.25,54,2.0,3.0,3.0,0,10.7703708,106.5996353
92772,2.5,32,3.0,3.0,1.0,0,10.8227592,106.6071158
106340,5.0,47,2.0,2.0,3.0,0,10.8017639,106.7110322
114788,9.7,58,4.0,5.034366687042504,5.0,1,10.842117,106.6598368
113252,0.003,25,1.7611578174541096,1.4881075309460632,1.0,1,10.8175853,106.6348191
112740,8.79,81,5.0,5.0,3.0,0,10.8465219,106.6700497
110948,4.0,55,2.0,2.0,2.0,1,10.8397,106.77093
109924,3.1,54,1.0,1.7205904593715968,2.0,0,10.8397,106.77093
107876,2.75,40,3.0,2.067540216147723,2.0,0,10.7937628,106.6689782
106596,7.38,108,4.0,4.0,3.0,1,10.7914967,106.6278431
94820,9.5,78,4.0,4.0,3.0,1,10.8017639,106.7110322
104804,4.95,60,3.146744776270382,3.9012434711872572,1.0,1,10.7703708,106.5996353
102756,1.35,100,2.61391031755441,2.3760461146637435,3.0,0,10.6956953,106.7395591
101220,5.7,53,2.0,2.8564202082077457,1.0,1,10.7658124,106.6474946
100708,0.95,53,2.0,2.0,1.0,1,10.878345,106.5763531
97124,6.2,56,3.0,3.0,4.0,1,10.8017639,106.7110322
95844,4.78,46,3.0,2.0,2.0,0,10.8465219,106.6700497
95076,6.7,55,2.0,2.0,2.0,1,10.7375481,106.7302238
80997,8.5,52,4.0,3.0,3.0,1,10.7940736,106.673799
87653,5.3,32,3.0,3.0,2.0,0,10.802583,106.6521157
93541,4.7,80,4.0,3.0,1.0,1,10.7703708,106.5996353
93029,4.25,44,2.0,2.0,2.0,1,10.7703708,106.5996353
89701,5.9,41,3.0,3.0,2.0,0,10.8145634,106.6788609
88421,9.0,112,4.487249024627682,4.215631650707959,1.0,1,10.7703708,106.5996353
86885,8.5,84,4.0,4.0,4.0,1,10.8380478,106.6521633
86373,3.0,51,1.0,1.0,6.0,0,10.7386389,106.6738064
85861,4.6,40,2.0,2.0,2.0,1,10.7375481,106.7302238
85605,4.45,58,3.0,2.0,1.0,0,10.8032019,106.6098975
84837,9.1,120,5.0,5.0,3.0,1,10.8017639,106.7110322
83301,11.5,93,2.0,4.64114905959153,4.0,0,10.79156,106.74948
83045,3.6,90,3.0,2.0,2.0,1,10.8397,106.77093
81509,6.91,53,4.0,4.0,4.0,1,10.8380478,106.6521633
93797,4.48,40,4.0,3.0,2.0,1,10.7823004,106.5992453
101477,5.1,40,2.8938604110539212,2.7999058832512747,1.0,0,10.7602452,106.6611125
104805,5.8,80,3.5086773644373173,3.7910236594898152,1.0,1,10.7703708,106.5996353
101989,6.8,30,4.0,3.0,4.0,1,10.772732,106.6683666
100965,4.05,75,2.0,2.0,1.0,1,10.8279417,106.6851989
95077,6.7,50,4.0,4.0,2.0,0,10.7375481,106.7302238
100709,6.9,56,4.0,4.0,4.0,1,10.802583,106.6521157
99941,5.5,76,3.4071299966803386,2.8002285455019513,3.0,1,10.8298295,106.7617899
99685,8.5,60,2.0,4.02581067499571,1.0,1,10.802583,106.6521157
107365,4.64,40,4.0,5.0,2.0,0,10.802389,106.6853385
107877,2.85,20,3.0,4.0,2.0,1,10.8116148,106.6982858
87654,3.15,33,2.409294135858675,3.0,1.0,0,10.7375481,106.7302238
86374,1.8,38,2.0,2.0,2.0,0,10.7553616,106.6685441
85606,4.5,40,2.0,2.0,2.0,0,10.7551612,106.6375304
85350,1.65,53,2.0,2.0,1.0,1,10.7217236,106.6296151
83558,7.5,118,4.0,5.0,2.0,0,10.8380478,106.6521633
83046,4.3,44,3.0,3.0,2.0,1,10.8380478,106.6521633
81766,9.7,60,5.0,5.0,5.0,1,10.802583,106.6521157
80998,5.0,48,4.0,4.0,4.0,1,10.7704304,106.650936
108133,1.65,80,2.608682119193036,2.330236242350807,2.0,1,10.7357618,106.6200842
80742,10.5,85,4.0,4.627355799514985,5.0,1,10.802583,106.6521157
80230,7.8,50,4.0,3.0,2.0,0,10.7914967,106.6278431
114277,4.5,54,2.995828855130607,2.440439191579853,1.0,1,10.7703708,106.5996353
111205,5.7,98,2.0,2.0,2.0,1,10.8397,106.77093
109669,3.1,42,3.0,2.0,2.0,0,10.8306171,106.6779308
108389,0.01,87,3.0,2.0,2.0,0,10.8397,106.77093
89446,0.005,50,1.0,1.0,2.0,0,10.8397,106.77093
110438,5.2,34,3.0,3.0,5.0,0,10.8484264,106.6694583
82279,2.3,72,2.0,2.0,2.0,0,10.7250825,106.7432844
81511,6.9,54,4.0,4.0,4.0,1,10.8380478,106.6521633
81255,7.2,63,3.0,4.0,3.0,0,10.778017,106.6242752
114534,12.0,80,5.0,4.0,3.0,0,10.7217236,106.6296151
114278,8.5,56,5.0,3.0,2.0,1,10.772732,106.6683666
110950,0.017,75,2.0,2.0,2.0,0,10.79156,106.74948
109158,8.5,74,4.0,5.0,4.0,1,10.8496627,106.773415
89958,3.5,36,2.0,2.0,1.0,0,10.8183476,106.6328307
108902,4.7,55,2.0,2.0,2.0,1,10.802583,106.6521157
108390,7.8,84,4.0,3.0,2.0,1,10.7898232,106.7764953
108134,1.7,81,2.5182369447806052,2.3970797856034567,2.0,0,10.8024669,106.6663091
105574,2.68,21,3.0,2.0,3.0,1,10.8362203,106.6700274
94054,2.48,67,2.0,2.0,2.0,0,10.8397,106.77093
83047,9.0,65,4.0,5.0,4.0,1,10.7752443,106.6476765
83815,1.8,33,2.0,2.0,1.0,0,10.7990972,106.6802278
93031,3.6,40,2.6762579709503846,2.228160935940021,2.0,1,10.7703708,106.5996353
105575,4.2,33,2.0,2.401005586006872,2.0,1,10.7779832,106.6414957
103271,1.5,24,3.0,1.9999894753865666,1.0,0,10.7631595,106.7080243
101735,2.5,90,2.7725364842511953,2.317567693312775,2.0,0,10.7729479,106.6662863
99943,4.9,44,2.0,2.0,1.0,1,10.7658124,106.6474946
96359,3.95,24,2.0,2.0,2.0,0,10.7990972,106.6802278
94311,0.4,75,2.0,1.9046366073408019,4.0,0,10.878345,106.5763531
93799,5.6,64,4.0,4.0,4.0,1,10.8678527,106.6231544
91495,9.9,74,3.0,4.0,2.0,1,10.7415734,106.7158895
85607,6.7,54,2.0,2.0,1.0,1,10.8548235,106.6560004
88935,5.5,60,3.0,3.0,3.0,1,10.8397,106.77093
88679,6.9,58,4.0,3.0,4.0,0,10.8166252,106.6763871
88423,6.6,64,4.0,5.0,2.0,1,10.7703708,106.5996353
88167,0.005,55,1.0,1.0,2.0,1,10.8397,106.77093
87143,0.018,81,2.0,1.0,2.0,0,10.7912672,106.7183182
86631,3.7,36,2.660851262698298,2.1883896285887845,2.0,1,10.8373485,106.6362851
86375,1.35,56,1.0,1.0,1.0,0,10.8275161,106.625132
106087,12.5,125,5.361225637684342,5.131886018123927,3.0,1,10.8403842,106.764674
106855,3.3,54,4.0,2.0,2.0,0,10.7610471,106.58872
82024,4.5,52,2.0,1.0,2.0,1,10.8428486,106.6309776
90984,0.026,80,2.145530520778024,2.0,2.0,0,10.8229272,106.7033553
88424,6.8,88,4.0,4.0,2.0,1,10.7703708,106.5996353
88168,6.6,87,6.0,2.9773028792174507,1.0,1,10.7790986,106.624253
85864,5.8,28,3.0,4.0,4.0,1,10.772732,106.6683666
84072,4.5,84,2.0,2.0,2.0,1,10.8078153,106.6201452
83816,0.004,25,1.7611999114160704,1.1612512814083282,1.0,1,10.8306171,106.6779308
82536,6.4,49,3.0,3.0,1.0,1,10.8003741,106.6773416
81512,6.89,53,4.0,4.0,4.0,1,10.8380478,106.6521633
113255,4.2,60,4.0,4.0,2.0,0,10.7990972,106.6802278
111719,7.8,122,3.0,3.0,1.0,0,10.7375481,106.7302238
111207,0.014,80,2.0,3.3251321285947726,1.0,0,10.7703708,106.5996353
108391,5.0,60,3.0,4.0,2.0,1,10.8079152,106.779272
92008,5.0,80,4.0,4.0,3.0,1,10.8358541,106.6222778
92520,3.9,60,2.9183304199290947,5.0,4.0,1,10.7914967,106.6278431
111208,3.25,44,2.6356385113309457,2.081833545797796,1.0,1,10.776182,106.6109757
110696,0.012,80,2.0,3.0,1.0,0,10.7703708,106.5996353
109672,4.45,48,2.931756307713282,2.457056883336482,1.0,1,10.7703708,106.5996353
108392,4.8,60,5.0,4.0,3.0,1,10.8298295,106.7617899
107368,4.62,110,3.0,3.0,2.0,1,10.7959328,106.6824446
104808,6.0,50,4.0,4.0,2.0,1,10.7703708,106.5996353
94824,3.8,25,2.0,2.0,2.0,1,10.7553616,106.6685441
102504,4.7,60,2.983891434611964,4.321862249576544,1.0,0,10.7703708,106.5996353
96360,7.0,50,4.0,4.0,2.0,1,10.802583,106.6521157
96104,4.25,25,3.0,4.0,3.0,1,10.8017639,106.7110322
95848,4.8,80,3.291568930131193,3.088759886845251,1.0,1,10.7703708,106.5996353
95592,5.0,100,3.4029703469024755,2.8429891354536387,1.0,0,10.8032019,106.6098975
95336,8.1,90,3.0,3.0,2.0,1,10.8306171,106.6779308
95080,4.75,32,2.0,2.0,1.0,0,10.8017639,106.7110322
114536,5.48,44,2.0,3.0,3.0,0,10.7217236,106.6296151
98409,3.05,32,1.0,2.0,2.0,1,10.7823004,106.5992453
97897,9.0,50,6.0,5.0,5.0,1,10.772732,106.6683666
96361,2.78,60,2.0,2.0,2.0,0,10.7728443,106.6141073
95849,5.3,90,7.0,5.0,2.0,0,10.7703708,106.5996353
95337,5.1,52,4.0,3.0,2.0,1,10.8306171,106.6779308
95081,5.95,91,4.0,3.0,3.0,1,10.8298295,106.7617899
91497,0.02,90,2.233268637376628,2.0,3.0,0,10.8008522,106.6425962
80233,10.8,68,4.0,3.0,2.0,1,10.8032016,106.7225025
88425,6.8,80,3.7257857987434417,3.522919831703271,2.0,1,10.7703708,106.5996353
88169,4.5,80,3.1166967663343375,2.1603751337762778,2.0,0,10.8397,106.77093
86377,5.1,69,2.0,2.0,2.0,0,10.7539583,106.6445479
85097,4.5,53,3.0,4.0,2.0,0,10.8397,106.77093
83049,9.79,53,2.0,2.0,4.0,1,10.7834286,106.6711468
82537,4.4,48,2.0,2.0,1.0,1,10.7941456,106.6222286
81513,0.009,120,5.0,4.0,2.0,0,10.7217236,106.6296151
92266,4.3,65,5.0,2.339652098384634,3.0,1,10.8518997,106.6793736
91498,0.68,40,2.0,2.0,1.0,0,10.878345,106.5763531
85610,5.7,26,4.0,4.0,2.0,0,10.8306171,106.6779308
84842,0.03,90,2.0,2.5010365705567947,3.0,0,10.7729479,106.6662863
84586,2.25,26,2.0,2.059698026208796,1.0,0,10.743871,106.6090052
82538,9.4,103,2.0,2.0,2.0,0,10.76823,106.66632
81514,5.8,42,2.0,2.0,1.0,0,10.8003741,106.6773416
101737,2.4,100,2.8385847134959983,2.5754783981437424,2.0,0,10.8089334,106.6721598
113001,5.8,60,3.0,3.0,2.0,1,10.8406385,106.7656211
107625,6.8,70,2.0,2.0,2.0,1,10.7796369,106.6473692
105577,2.4,32,2.2349021335840136,2.1294872132427916,2.0,0,10.8306171,106.6779308
104553,6.0,44,4.0,6.0,2.0,1,10.8306171,106.6779308
104297,3.0,41,3.0,2.0,1.0,0,10.8298295,106.7617899
101993,6.7,58,3.0,3.0,2.0,0,10.7658124,106.6474946
93546,12.0,117,4.0,6.0,2.0,1,10.8298295,106.7617899
84331,3.65,60,2.0,2.0,1.0,1,10.8306171,106.6779308
84075,3.4,22,2.366006513981505,2.2561735645483365,2.0,0,10.7375481,106.7302238
82539,0.003,70,2.0523498254294728,1.600113076712897,2.0,0,10.7996147,106.6749468
82283,7.5,68,3.0,4.0,2.0,0,10.8298295,106.7617899
82027,6.5,90,2.0,2.0,1.0,0,10.7703708,106.5996353
81515,6.8,56,4.0,5.0,3.0,0,10.8004931,106.6972475
94058,8.0,64,4.0,5.0,2.0,1,10.7217236,106.6296151
109674,3.8,25,2.0,2.0,2.0,1,10.8306171,106.6779308
108394,3.56,68,2.914983466523765,2.0962981749629814,1.0,1,10.8298295,106.7617899
107882,5.3,78,2.0,3.0,1.0,1,10.7704304,106.650936
105578,4.2,33,2.0,2.401005586006872,2.0,1,10.7779832,106.6414957
103018,4.6,42,2.0,2.608714509633148,1.0,1,10.745886,106.6392921
102506,6.5,120,4.015434106465063,3.612793361035695,2.0,1,10.7703708,106.5996353
96362,5.5,64,3.0,2.0,2.0,1,10.8524661,106.6606113
95850,4.0,80,3.009981941430426,2.57639094897581,1.0,0,10.7553616,106.6685441
84843,6.0,50,3.0,2.0,4.0,0,10.802583,106.6521157
104313,0.012,85,5.0,5.0,2.0,0,10.8397,106.77093
102521,0.43,80,2.0,1.0,2.0,0,10.878345,106.5763531
101241,5.7,85,2.0,2.0,1.0,0,10.7729479,106.6662863
99193,3.25,55,2.6237998464526058,1.7798543785776766,2.0,0,10.8298295,106.7617899
97913,2.82,64,2.0,2.0,1.0,1,10.8306171,106.6779308
96121,5.6,46,2.0,2.0,1.0,0,10.8017639,106.7110322
94329,6.5,25,3.0,4.0,4.0,1,10.7998687,106.6710858
94073,4.7,62,3.110206709594524,3.500658840436446,1.0,1,10.7703708,106.5996353
111481,2.9,60,2.5932489916711954,2.0959945341950235,1.0,0,10.7652659,106.6037849
100218,0.012,120,2.4960708514752206,3.4846122748771338,2.0,0,10.8616036,106.6609731
97914,5.4,52,3.0,2.0,1.0,0,10.8306171,106.6779308
93306,0.015,100,3.0,2.0,3.0,0,10.8136475,106.7579485
92282,2.7,30,2.0,3.0,1.0,0,10.7835234,106.6753491
91002,1.95,18,2.0,2.0,3.0,1,10.802583,106.6521157
89210,6.1,48,4.0,4.0,2.0,1,10.7703708,106.5996353
114297,4.6,58,3.0530177823625655,2.7680425834735547,2.0,1,10.7703708,106.5996353
88698,6.2,72,4.0,3.0,3.0,1,10.8306171,106.6779308
86650,4.4,50,2.938639927898649,2.435072903401634,1.0,1,10.7703708,106.5996353
85882,4.8,60,3.0,2.0,1.0,1,10.8306171,106.6779308
85626,2.0,130,3.019982385289202,2.6400397817947896,1.0,0,10.7217236,106.6296151
84858,11.8,71,5.0,5.0,5.0,1,10.802583,106.6521157
84090,0.009,87,3.0,2.0,2.0,0,10.8397,106.77093
103034,4.0,27,3.0,3.0,5.0,1,10.7375481,106.7302238
103802,0.017,90,3.0,2.0,2.0,0,10.79156,106.74948
82811,0.008,67,2.0,2.0,3.0,0,10.7250825,106.7432844
93051,0.01,68,2.0,2.0,2.0,0,10.8397,106.77093
91259,9.5,70,3.0,4.269142884413086,2.0,1,10.802583,106.6521157
88443,6.0,40,3.0890550477856435,3.4261395543193633,5.0,0,10.7658124,106.6474946
86139,1.75,40,2.0,2.0,1.0,1,10.7217236,106.6296151
85883,8.6,63,4.0,5.0,4.0,0,10.8017639,106.7110322
84603,5.7,51,2.0,2.0,1.0,1,10.7752178,106.6483878
81531,3.9,36,3.0,4.0,2.0,1,10.812483,106.6237735
80507,3.3,58,2.663617841462938,2.011138347850972,1.0,0,10.7217236,106.6296151
80251,6.75,75,2.0,2.0,1.0,1,10.8239658,106.7069973
114298,4.2,39,3.0,3.0,1.0,0,10.783532,106.648631
111226,12.0,76,4.0,5.311107316959953,4.0,1,10.842117,106.6598368
109178,3.8,64,3.0,2.0,2.0,0,10.8569434,106.7662114
108154,4.0,45,4.0,3.0,3.0,0,10.7914967,106.6278431
107386,5.95,58,2.0,3.0,2.0,1,10.849705,106.7722385
94843,6.5,25,5.0,4.0,4.0,1,10.7651403,106.6738333
88700,9.8,64,4.126622533374546,4.819348552047371,1.0,0,10.7703708,106.5996353
87164,5.51,63,4.0,2.7370795758841924,1.0,0,10.7814372,106.6535674
85884,0.018,54,1.0,1.0,2.0,0,10.7912672,106.7183182
81020,4.8,45,3.0,4.0,4.0,0,10.7914967,106.6278431
114043,4.8,55,4.0,3.0,2.0,1,10.802583,106.6521157
109179,3.5,80,2.0,2.0,2.0,1,10.7691922,106.6408619
108411,3.77,25,3.0,2.513992929355219,3.0,0,10.7959434,106.6712747
107387,4.6,52,2.9996910652469055,2.913493345772011,5.0,1,10.776182,106.6109757
105339,2.8,25,2.0,2.0,1.0,0,10.8067641,106.6871864
103291,0.015,100,4.0,3.90263643717966,2.0,0,10.7703708,106.5996353
99195,5.8,60,2.0,2.9249433287237663,3.0,0,10.7658124,106.6474946
90492,9.75,90,4.3448686797734215,4.784650535691122,2.0,0,10.8527906,106.7725584
91772,0.49,45,2.0424257921029882,2.22807250262613,1.0,1,10.878345,106.5763531
111740,5.2,75,3.0,2.0,1.0,1,10.8406385,106.7656211
109692,7.6,53,4.0,5.0,5.0,1,10.8418079,106.6502555
109180,6.4,45,4.0,4.0,2.0,1,10.7895194,106.7162626
107900,7.0,56,4.0,5.0,5.0,1,10.8380478,106.6521633
106364,6.85,55,4.0,4.0,3.0,0,10.8052871,106.6868822
104828,3.9,90,4.0,2.0,2.0,0,10.8089334,106.6721598
92796,2.6,67,2.0,2.0,2.0,0,10.8397,106.77093
102780,4.5,60,2.0,2.0,2.0,1,10.812483,106.6237735
101244,7.5,101,2.0,2.0,3.0,1,10.79156,106.74948
99708,4.2,70,3.0724990686305125,2.0,2.0,1,10.776182,106.6109757
99452,0.022,70,2.0,2.0,2.0,0,10.79156,106.74948
96380,4.2,39,3.0,3.0,2.0,1,10.8040522,106.6206836
94076,5.5,71,2.0,1.0,2.0,1,10.7375481,106.7302238
88957,0.005,53,1.0,1.0,2.0,0,10.8397,106.77093
97149,3.6,66,2.9061273554337945,2.177216019539527,1.0,1,10.8089334,106.6721598
96893,2.5,36,2.0,1.0,1.0,0,10.8306171,106.6779308
94333,3.9,60,2.0,2.0,1.0,1,10.8397,106.77093
93821,0.009,87,3.0,2.0,2.0,0,10.8397,106.77093
92541,6.0,53,2.0,2.0,2.0,0,10.842117,106.6598368
90749,2.88,33,2.4578532515976197,2.082648650828898,1.0,1,10.7703708,106.5996353
88445,4.25,44,2.8528565370507115,2.4173014353577176,2.0,1,10.7703708,106.5996353
87933,5.1,70,2.0,3.0,1.0,1,10.8415309,106.6571996
87421,5.05,93,2.0,2.0,1.0,1,10.8569434,106.7662114
86653,3.2,80,3.0,2.5667292285970023,1.0,1,10.7703708,106.5996353
85629,0.019,50,1.0,1.0,1.0,0,10.7912672,106.7183182
85373,2.15,48,2.0,2.0,2.0,0,10.7192467,106.61946
83837,3.9,67,2.0,2.171521717340311,1.0,1,10.7703708,106.5996353
82557,3.79,31,2.0,2.0,2.0,1,10.8373485,106.6362851
81533,4.9,48,3.0,4.0,4.0,1,10.7648194,106.6337855
80509,7.95,62,3.0,4.0578429592729295,1.0,1,10.7796369,106.6473692
97405,7.5,101,4.064056179219077,2.1003845737661835,3.0,1,10.79156,106.74948
84350,10.5,58,3.0,3.0,3.0,1,10.7679886,106.667047
82046,4.2,66,3.0,2.0,1.0,1,10.7217236,106.6296151
81022,5.4,38,2.0,2.0,1.0,0,10.7780926,106.6658339
