car_place,Distance to center 1,wc,bedrooms,n_floors,price,area
1.0062696538961122,-0.6949266901020099,1.994398984254993,1.028766833857767,1.9539148904493722,0.9915024176308188,-0.9641244439875724
1.0062696538961122,-0.33584080234203295,1.994398984254993,1.028766833857767,0.8371345280981433,1.424647479020469,0.16597542886583616
1.0062696538961122,-0.7838073263093949,0.2076355226230554,0.08066520906928146,1.9539148904493722,0.3888658104800006,-1.1379859628880968
1.0062696538961122,1.9297177198698954,-1.5791279390088822,-1.8155380405076893,-0.8031326434357304,-1.7177257793915777,-0.13828222921008154
1.0062696538961122,-0.8523939049820135,0.2076355226230554,0.08066520906928146,-0.27964583425308565,-0.06311164488311269,-0.8771936845373102
-0.9937694097483343,0.3598917828149562,-0.7680668322353377,-0.43661954477997567,-0.41366563529471856,-0.7787426158747093,-0.18174760893521263
-0.9937694097483343,-0.4911042963329819,0.2076355226230554,0.08066520906928146,-0.27964583425308565,0.46419538637385294,-0.790262925087048
-0.9937694097483343,-0.5136909450837182,-0.6857462081929133,0.08066520906928146,-0.27964583425308565,0.20054187074536994,-0.6164014061865236
-0.9937694097483343,0.6171893728752775,-0.18690173613639305,0.12076918163115251,0.8371345280981433,0.08754750690459163,0.25290618831609835
-0.9937694097483343,1.4428459341525512,0.09473091452703837,1.1636975069076123,0.5847053840467702,1.2928207212062277,2.252313655672129
1.0062696538961122,1.2446315848721257,-0.6857462081929133,0.08066520906928146,-0.05122958218665906,-0.2627350210018213,-0.09481684948495044
-0.9937694097483343,0.7742856497142812,-0.523116073236097,-0.903784910130634,0.16682092384676594,-1.4943735868663057,-0.5729360264613925
-0.9937694097483343,1.9297177198698954,-0.6857462081929133,-0.8674364157192039,-0.13687679919423748,-1.7184790751505161,0.3833023274914916
1.0062696538961122,-0.8706079395337898,-0.6857462081929133,-0.8674364157192039,-1.3964261966043146,0.12521229485151797,-0.6164014061865236
-0.9937694097483343,1.0206268133652003,-0.5080390273280637,0.06999397422890791,-1.0114972426897133,-0.5527538881931524,1.817659858420818
1.0062696538961122,-1.3616331732892508,0.2076355226230554,1.9768684586462522,-0.27964583425308565,0.7655136899492618,0.33983694776636053
-0.9937694097483343,1.9297177198698954,-0.6857462081929133,-0.8674364157192039,1.7348866839474568,-0.47742431229930027,0.16597542886583616
-0.9937694097483343,-0.6381697411149857,-0.6407065955380208,-0.24815174871795326,-0.38547232563851486,-0.47742431229930027,-0.051351469759819336
-0.9937694097483343,-0.011116946864702002,-0.6857462081929133,-0.8674364157192039,-1.3964261966043146,-0.8164074038216355,-1.65957051958967
1.0062696538961122,-1.0704499549675521,-0.6857462081929133,-0.8674364157192039,-1.3964261966043146,-0.10077643283003901,-0.8771936845373102
1.0062696538961122,-0.7400126005328601,1.1010172534390241,1.028766833857767,-0.27964583425308565,1.4434798729939324,-0.007886090034688239
1.0062696538961122,-1.2117373997332819,0.2076355226230554,1.028766833857767,0.8371345280981433,1.6167378975497924,1.817659858420818
-0.9937694097483343,0.12923558287226475,0.2076355226230554,0.08066520906928146,-0.27964583425308565,0.12521229485151797,0.07904466941557396
1.0062696538961122,-0.40962718299313017,1.1010172534390241,1.028766833857767,-0.27964583425308565,1.3304855091531538,-0.007886090034688239
1.0062696538961122,1.6138711631752223,-1.3055037869971002,-0.8363476316209505,1.1013700304339291,-1.7098161739227233,-0.13828222921008154
1.0062696538961122,-0.44051952268582273,-0.645264516726783,-0.7043257211742728,-0.1678291217898641,-1.0084978223509589,-1.4422436209640144
1.0062696538961122,-0.26212306703003163,-0.30925748894893296,0.04669430598616117,-0.27964583425308565,-0.40209473640544796,0.7310253652925404
-0.9937694097483343,-0.38475751283799337,1.1010172534390241,0.08066520906928146,0.8371345280981433,0.5771897502146313,-0.3990745075608681
1.0062696538961122,-0.8981612932598645,0.2076355226230554,0.08066520906928146,0.8371345280981433,0.3888658104800006,-1.0075898237127034
