	id	price	area	bedrooms	wc	n_floors	car_place	house_orientation	furniture	facade	legal	street	district	type	date	address	latitude	longitude
1950	84833	2.15	48	4.0	3.0	2.0	False			False		tân tạo	bình tân	tin thường	30/11/2022	tân tạo, bình tân	10.7610471	106.58872
1951	82785	6.1	56	3.0	4.0	2.0	True			False		nguyễn duy	bình thạnh	tin thường	12/11/2022	nguyễn duy, bình thạnh	10.8019885	106.6942281
1952	81761	4.9	40	3.0	3.0	2.0	False			False		lý thánh tông	tân phú	tin thường	04/11/2022	lý thánh tông, tân phú	10.7669112	106.626718
1953	81505	3.8	33	2.0	2.0		True			False		huỳnh văn bánh	phú nhuận	tin thường	03/11/2022	huỳnh văn bánh, phú nhuận	10.7922604	106.6791477
1954	80225	7.3	50	4.0	5.0	2.0	True			True		đỗ thúc tịnh	gò vấp	tin thường	06/10/2022	đỗ thúc tịnh, gò vấp	10.8408914	106.6430465
1955	114784	16.0	80	4.0	4.0		True			True			quận 2	tin thường	07/12/2023	quận 2	10.779419	106.7308381
1956	113248	0.005	40	1.0			True			True			tân bình	tin thường	24/11/2023	tân bình	10.802583	106.6521157
1957	112992	5.0	40	3.0	3.0	1.0	True			False			tân bình	tin thường	28/11/2023	tân bình	10.802583	106.6521157
1958	112736	0.014	70	2.0	2.0		False			True		nguyễn hữu thọ	nhà bè	tin thường	07/11/2023	nguyễn hữu thọ, nhà bè	10.6529745	106.7348378
1959	111712	3.6	37	4.0	3.0	1.0	False			False			gò vấp	tin thường	26/10/2023	gò vấp	10.8306171	106.6779308
1960	110432	6.6	55	6.0	3.0	2.0	True			False		tân quý	tân phú	tin thường	12/10/2023	tân quý, tân phú	10.7941456	106.6222286
1961	102240	4.65	100			2.0	True			False			quận 7	tin thường	16/07/2023	quận 7	10.7375481	106.7302238
1962	109664	0.005	60	1.0	1.0		False			True		phú định	quận 8	tin thường	04/10/2023	phú định, quận 8	10.7106708	106.6183769
1963	109408	11.0	54			3.0	False			False		đề thám	quận 1	tin thường	02/10/2023	đề thám, quận 1	10.7670127	106.6942193
1964	107616	0.008	55	1.0	1.0		True			False		d1	quận 9	tin thường	11/09/2023	d1, quận 9	10.8164747	106.7932921
1965	106848	1.95	28	2.0	2.0		True			False		bờ bao tân thắng	tân phú	tin thường	31/08/2023	bờ bao tân thắng, tân phú	10.8075651	106.6217388
1966	106336	7.5	50	3.0	4.0	4.0	False			False		lý thái tổ	quận 10	tin thường	25/08/2023	lý thái tổ, quận 10	10.7658216	106.6803293
1967	105568	7.5	84	5.0	7.0	4.0	True			False			thủ đức	tin thường	17/08/2023	thủ đức	10.8298295	106.7617899
1968	105312	1.9	56			2.0	True	đông-bắc		False			thủ đức	tin thường	15/08/2023	thủ đức	10.8298295	106.7617899
1969	104288	0.005	25	1.0	1.0		False			False			quận 9	tin thường	03/08/2023	quận 9	10.8164747	106.7932921
1970	103520	0.035	100			5.0	False			True			bình tân	tin thường	27/07/2023	bình tân	10.7703708	106.5996353
1971	102752	10.2	86	6.0	5.0		True			False			tân bình	tin thường	20/07/2023	tân bình	10.802583	106.6521157
1972	85601	6.2	42	3.0	3.0	1.0	False			False			quận 5	tin thường	06/12/2022	quận 5	10.7553616	106.6685441
1973	85857	4.99	131	13.0	13.0	1.0	False			False			quận 12	tin thường	09/12/2022	quận 12	10.8616036	106.6609731
1974	94561	18.5	155	1.0	1.0		False	bắc		False		hoàng hữu nam	quận 9	tin thường	10/04/2023	hoàng hữu nam, quận 9	10.8397	106.77093
1975	104289	6.3	90		4.0		True			False			quận 9	tin thường	03/08/2023	quận 9	10.8164747	106.7932921
1976	103265	0.03	100			4.0	False			True			bình tân	tin thường	26/07/2023	bình tân	10.7703708	106.5996353
1977	102753	4.66	88	2.0	2.0		False	đông		True		lò lu	quận 9	tin thường	20/07/2023	lò lu, quận 9	10.8397	106.77093
1978	101473	4.5	44	4.0	3.0	2.0	True			False		nguyễn sơn	tân phú	tin thường	07/07/2023	nguyễn sơn, tân phú	10.7848367	106.6200825
1979	100449	6.9	66	3.0	2.0	1.0	True			False		võ văn ngân	thủ đức	tin thường	27/06/2023	võ văn ngân, thủ đức	10.8501417	106.7674439
1980	98657	0.005	28	1.0	1.0		False			False		nguyễn kiệm	phú nhuận	tin thường	07/06/2023	nguyễn kiệm, phú nhuận	10.8090829	106.6784688
1981	98401	0.027	142	2.0	3.0		False	tây		False		đặng văn ngữ	phú nhuận	tin thường	04/06/2023	đặng văn ngữ, phú nhuận	10.79561	106.6697446
1982	97633	4.3	70	3.0	3.0		False			False		quang trung	quận 9	tin thường	25/05/2023	quang trung, quận 9	10.8397	106.77093
1983	97121	2.0	30			2.0	True			False		trường chinh	tân bình	tin thường	19/05/2023	trường chinh, tân bình	10.7999721	106.6402198
1984	95841	4.8	40	3.0	2.0	1.0	True	nam		False			bình thạnh	tin thường	02/05/2023	bình thạnh	10.8017639	106.7110322
1985	94049	5.6	70			2.0	True			False			bình tân	tin thường	05/04/2023	bình tân	10.7703708	106.5996353
1986	87649	4.7	76				False			False			bình tân	tin thường	28/12/2022	bình tân	10.7703708	106.5996353
1987	93793	9.9	70	4.0	5.0	4.0	False	đông-bắc		True		số 59	gò vấp	tin thường	01/04/2023	số 59, gò vấp	10.8498325	106.6703005
1988	93281	5.4	27	3.0	3.0	4.0	True			False			quận 10	tin thường	25/03/2023	quận 10	10.772732	106.6683666
1989	93025	4.6	64	2.0	3.0	1.0	True			False			bình tân	tin thường	22/03/2023	bình tân	10.7703708	106.5996353
1990	91489	0.008	50	1.0	1.0		False			False		đường võ chí công	quận 9	tin thường	02/03/2023	đường võ chí công, quận 9	10.8397	106.77093
1991	90977	7.5	60	4.0	3.0	4.0	True			False		nguyễn thị thập	quận 7	tin thường	27/02/2023	nguyễn thị thập, quận 7	10.7386703	106.7120731
1992	89697	5.4	42	3.0	3.0	1.0	False	đông-bắc		False		lê quang định	gò vấp	tin thường	13/02/2023	lê quang định, gò vấp	10.816807	106.6886939
1993	89441	2.15	53	1.0	1.0		False			False		đường võ chí công	quận 9	tin thường	21/10/2022	đường võ chí công, quận 9	10.8397	106.77093
1994	88929	2.0	58	2.0	1.0		True			True		xuân thới thượng	hóc môn	tin thường	03/02/2023	xuân thới thượng, hóc môn	10.8606184	106.5694427
1995	88673	6.0	60	2.0	2.0		True			False		dương quảng hàm	gò vấp	tin thường	29/01/2023	dương quảng hàm, gò vấp	10.830303	106.6880151
1996	88417	8.0	60	8.0	8.0	5.0	False			False			quận 5	tin thường	11/01/2023	quận 5	10.7553616	106.6685441
1997	104545	1.85	80				False			False			bình tân	tin thường	07/08/2023	bình tân	10.7703708	106.5996353
1998	104801	4.8	56				True			False			bình tân	tin thường	10/08/2023	bình tân	10.7703708	106.5996353
1999	82786	7.2	42	3.0	3.0	2.0	True			False		trần cao vân	phú nhuận	tin thường	12/11/2022	trần cao vân, phú nhuận	10.7926847	106.6769988
2000	92002	4.5	84	3.0	3.0	2.0	True			False		lê trọng tấn	tân phú	tin thường	13/03/2023	lê trọng tấn, tân phú	10.8097872	106.6137671
2001	90978	0.025	75		2.0		True	bắc		True		hoàng văn thụ	phú nhuận	tin thường	27/02/2023	hoàng văn thụ, phú nhuận	10.799538	106.6749182
2002	88674	17.5	76	8.0	8.0	4.0	False			True		lạc long quân	quận 11	tin thường	29/01/2023	lạc long quân, quận 11	10.7747483	106.6479349
2003	88418	5.85	36	3.0	3.0	3.0	True			False		bình thanh	bình thạnh	tin thường	11/01/2023	bình thanh, bình thạnh	10.8032563	106.6952378
2004	88162	14.6	60	4.0	5.0	3.0	True			False			phú nhuận	tin thường	05/01/2023	phú nhuận	10.7990972	106.6802278
2005	87906	6.12	43	3.0	3.0	2.0	False	đông-nam		False			gò vấp	tin thường	31/12/2022	gò vấp	10.8306171	106.6779308
2006	87650	7.7	80			2.0	True			True			bình thạnh	tin thường	28/12/2022	bình thạnh	10.8017639	106.7110322
2007	86626	3.0	51	1.0	1.0	26.0	False			True		tạ quang bửu	quận 8	tin thường	16/12/2022	tạ quang bửu, quận 8	10.7324304	106.6513555
2008	84066	0.03	90	2.0			False			False			quận 2	tin thường	23/11/2022	quận 2	10.779419	106.7308381
2009	83298	0.013	81	2.0	2.0		False			False		jamila khang điền	quận 9	tin thường	16/11/2022	jamila khang điền, quận 9	10.8397	106.77093
2010	81762	4.6	33	2.0	2.0		True			False		lê văn sỹ	phú nhuận	tin thường	04/11/2022	lê văn sỹ, phú nhuận	10.7927793	106.6703227
2011	108385	0.008	50	1.0	1.0		False			False		đường võ chí công	quận 9	tin thường	20/09/2023	đường võ chí công, quận 9	10.8397	106.77093
2012	80738	5.2	66	2.0		4.0	True			False			tân phú	tin thường	29/10/2022	tân phú	10.7914967	106.6278431
2013	80226	12.7	75	4.0	5.0	5.0	True			True		quang trung	gò vấp	tin thường	07/09/2022	quang trung, gò vấp	10.8386889	106.6493726
2014	114785	4.55	48	4.0	5.0	2.0	True			False			bình tân	tin thường	07/12/2023	bình tân	10.7703708	106.5996353
2015	114273	4.35	64				True			False			bình tân	tin thường	09/11/2023	bình tân	10.7703708	106.5996353
2016	113505	8.7	41	3.0	3.0	4.0	False			True			quận 10	tin thường	20/11/2023	quận 10	10.772732	106.6683666
2017	111969	0.009	120	3.0	2.0		False			True		phú định	quận 8	tin thường	27/10/2023	phú định, quận 8	10.7106708	106.6183769
2018	111713	2.85	25	2.0	3.0	2.0	False			False			gò vấp	tin thường	26/10/2023	gò vấp	10.8306171	106.6779308
2019	111201	2.2	60	2.0	2.0	2.0	True			False		tăng nhơn phú	quận 9	tin thường	20/10/2023	tăng nhơn phú, quận 9	10.8397	106.77093
2020	110945	0.01	68	2.0	2.0		False			False		đường võ chí công	quận 9	tin thường	18/10/2023	đường võ chí công, quận 9	10.8397	106.77093
2021	110689	4.9	50	4.0	3.0	2.0	True			False		lê quang định	bình thạnh	tin thường	16/10/2023	lê quang định, bình thạnh	10.8072078	106.6963574
2022	92514		100	4.0	4.0	4.0	True			False			quận 12	tin thường	16/03/2023	quận 12	10.8616036	106.6609731
2023	94562	7.3	100				True			False		số 9	thủ đức	tin thường	10/04/2023	số 9, thủ đức	10.8298295	106.7617899
2024	104546	26.0	445			4.0	True			True		số 3	thủ đức	tin thường	07/08/2023	số 3, thủ đức	10.8079152	106.779272
2025	112738	13.5	72	6.0	6.0	5.0	True			False			tân phú	tin thường	07/11/2023	tân phú	10.7914967	106.6278431
2026	112226	5.19	56				True			False		thành phố hồ chí minh	tân bình	tin thường	01/11/2023	thành phố hồ chí minh, tân bình	10.7704304	106.650936
2027	111970	3.28	87	3.0	2.0		False			False		đường võ chí công	quận 9	tin thường	27/10/2023	đường võ chí công, quận 9	10.8397	106.77093
2028	111458	4.65	28	2.0	3.0	2.0	True			True			bình thạnh	tin thường	24/10/2023	bình thạnh	10.8017639	106.7110322
2029	109154	14.0	280			4.0	True			False			bình tân	tin thường	29/09/2023	bình tân	10.7703708	106.5996353
2030	108130	12.68	80	5.0	5.0		False	bắc		True			quận 6	tin thường	16/09/2023	quận 6	10.745886	106.6392921
2031	107874	5.38	78	3.0	2.0	2.0	True			False		số 1	quận 9	tin thường	13/09/2023	số 1, quận 9	10.8164747	106.7932921
2032	107618	0.008	52	1.0	1.0		False			False		liên phường	quận 9	tin thường	11/09/2023	liên phường, quận 9	10.7419664	106.651399
2033	107362		56				False			False			thủ đức	tin thường	08/09/2023	thủ đức	10.8298295	106.7617899
2034	106338	5.85	49	4.0	4.0	2.0	False			False		bạch đằng	bình thạnh	tin thường	25/08/2023	bạch đằng, bình thạnh	10.8029237	106.7094957
2035	104290	0.022	242	5.0	5.0	2.0	False			False			quận 9	tin thường	03/08/2023	quận 9	10.8164747	106.7932921
2036	95842	5.99	58	4.0	3.0	4.0	False	đông-nam		False		số 8	gò vấp	tin thường	02/05/2023	số 8, gò vấp	10.8554027	106.6531649
2037	103010	0.535	187	3.0	2.0		True			False			củ chi	tin thường	22/07/2023	củ chi	11.0370567	106.5024104
2038	101730	0.55	44	3.0	2.0	1.0	True			False			bình chánh	tin thường	11/07/2023	bình chánh	10.6644881	106.5704726
2039	101474	7.8	58	4.0	4.0	2.0	True			False		nguyễn văn đậu	bình thạnh	tin thường	07/07/2023	nguyễn văn đậu, bình thạnh	10.8123441	106.6930962
2040	100450	1.35	99	3.0	3.0		False			False			quận 9	tin thường	27/06/2023	quận 9	10.8164747	106.7932921
2041	98402	0.155	500	6.0	3.0		True	tây-bắc		True		song hành	quận 2	tin thường	04/06/2023	song hành, quận 2	10.79156	106.74948
2042	98146	4.9	52	3.0	2.0	1.0	True			False			gò vấp	tin thường	31/05/2023	gò vấp	10.8306171	106.6779308
2043	97634		66			2.0	True			False			bình tân	tin thường	25/05/2023	bình tân	10.7703708	106.5996353
2044	97378	5.4	140	3.0	2.0		True			True			quận 9	tin thường	22/05/2023	quận 9	10.8164747	106.7932921
2045	96866	8.6	93	3.0	2.0	2.0	False			False		quang trung	gò vấp	tin thường	16/05/2023	quang trung, gò vấp	10.8386889	106.6493726
2046	96354	5.5	51	4.0	3.0	2.0	False	đông-nam		False			gò vấp	tin thường	06/05/2023	gò vấp	10.8306171	106.6779308
2047	113762	18.5	60	8.0	5.0	4.0	True			True			tân phú	tin thường	16/11/2023	tân phú	10.7914967	106.6278431
2048	114274	6.8	65	4.0	5.0	3.0	True			False		đặng văn bi	thủ đức	tin thường	09/11/2023	đặng văn bi, thủ đức	10.8406385	106.7656211
2049	92259	4.5	30			3.0	True			True		thành phố hồ chí minh	quận 11	tin thường	14/03/2023	thành phố hồ chí minh, quận 11	10.7704304	106.650936
2050	104035	0.005	67	2.0	2.0		False			False		đường võ chí công	quận 9	tin thường	01/08/2023	đường võ chí công, quận 9	10.8397	106.77093
2051	102243	17.0	88	5.0	5.0	4.0	True			True		khu đô thị apak	quận 2	tin thường	16/07/2023	khu đô thị apak, quận 2	10.79156	106.74948
2052	101475	0.005	40	1.0	1.0		False			False		chung cư eomes nam sài gòn	bình chánh	tin thường	07/07/2023	chung cư eomes nam sài gòn, bình chánh		
2053	100963	3.4	52			1.0	True			False		hương lộ 2	bình tân	tin thường	03/07/2023	hương lộ 2, bình tân	10.7673403	106.5976493
2054	100707	4.5	36	3.0		3.0	False			False			quận 3	tin thường	24/06/2023	quận 3	10.778639	106.6870156
2055	95843	4.5	52	2.0	3.0	2.0	False			False			bình thạnh	tin thường	02/05/2023	bình thạnh	10.8017639	106.7110322
2056	94819	11.4	46	3.0	3.0	2.0	False			False			bình thạnh	tin thường	14/04/2023	bình thạnh	10.8017639	106.7110322
2057	94051	0.005	68	2.0	2.0		False			False		đường võ chí công	quận 9	tin thường	05/04/2023	đường võ chí công, quận 9	10.8397	106.77093
2058	93027	4.25	41			1.0	True			False			bình tân	tin thường	22/03/2023	bình tân	10.7703708	106.5996353
2059	92771	15.0	100	5.0	6.0	4.0	True			False			quận 7	tin thường	19/03/2023	quận 7	10.7375481	106.7302238
2060	91235	10.7	140	15.0	15.0	2.0	True			False		tâm tâm xã	thủ đức	tin thường	06/03/2023	tâm tâm xã, thủ đức	10.8499219	106.752498
2061	80227	12.7	75	4.0	5.0	5.0	True			True			gò vấp	tin thường	07/09/2022	gò vấp	10.8306171	106.6779308
2062	90979	8.0	63	4.0	5.0	4.0	False			False			bình thạnh	tin thường	27/02/2023	bình thạnh	10.8017639	106.7110322
2063	88675		55	2.0	1.0		False			False			quận 2	tin thường	29/01/2023	quận 2	10.779419	106.7308381
2064	88419	8.0	80	3.0	4.0	2.0	False			False			quận 2	tin thường	11/01/2023	quận 2	10.779419	106.7308381
2065	87651	4.2	64	2.0	1.0		True			False			bình tân	tin thường	28/12/2022	bình tân	10.7703708	106.5996353
2066	86627	4.5	56	1.0	1.0	2.0	True			True		lương định của	quận 2	tin thường	16/12/2022	lương định của, quận 2	10.7877607	106.7354009
2067	86371	0.005	53				False			False		nguyễn hữu cảnh	bình thạnh	tin thường	14/12/2022	nguyễn hữu cảnh, bình thạnh	10.7947736	106.718286
2068	85859	9.5	132				True			False			bình thạnh	tin thường	09/12/2022	bình thạnh	10.8017639	106.7110322
2069	84835	2.15	48	4.0	3.0	2.0	True			False			quận 8	tin thường	30/11/2022	quận 8	10.7217236	106.6296151
2070	82019	12.0	48	4.0	3.0	4.0	True	tây-bắc		True		lê hồng phong	quận 10	tin thường	05/11/2022	lê hồng phong, quận 10	10.769337	106.6737017
2071	81507	6.4	45	3.0	4.0	3.0	False			False		đặng văn ngữ	phú nhuận	tin thường	03/11/2022	đặng văn ngữ, phú nhuận	10.79561	106.6697446
2072	104291	0.016	144	5.0	5.0	2.0	False			False			quận 9	tin thường	03/08/2023	quận 9	10.8164747	106.7932921
2073	105315	3.7	20	2.0	3.0		False	tây-bắc		False			phú nhuận	tin thường	16/08/2023	phú nhuận	10.7990972	106.6802278
2074	80228	12.6	75	4.0	5.0	5.0	True	tây		True		quang trung	gò vấp	tin thường	07/09/2022	quang trung, gò vấp	10.8386889	106.6493726
2075	92516	35.0	36	3.0	1.0		True			False		bình thạnh	gò vấp	tin thường	16/03/2023	bình thạnh, gò vấp	10.8362203	106.6700274
2076	92260	11.9	75	4.0	5.0	3.0	False			False		liên phường	quận 9	tin thường	14/03/2023	liên phường, quận 9	10.7419664	106.651399
2077	90724	3.3	34	2.0	3.0	2.0	True			False		nguyễn sỹ sách	tân bình	tin thường	24/02/2023	nguyễn sỹ sách, tân bình	10.821385	106.6382736
2078	87140	0.012	33	1.0	1.0		False			False		nguyễn hữu cảnh	bình thạnh	tin thường	22/12/2022	nguyễn hữu cảnh, bình thạnh	10.7947736	106.718286
2079	86628	15.5	301	6.0	7.0	5.0	False			True		số 8	thủ đức	tin thường	16/12/2022	số 8, thủ đức	10.8585199	106.74258
2080	85860		50	5.0		2.0	True			False			tân bình	tin thường	09/12/2022	tân bình	10.802583	106.6521157
2081	84836	4.4	66	2.0	1.0		True			True			quận 9	tin thường	30/11/2022	quận 9	10.8164747	106.7932921
2082	84580	6.5	55	3.0	3.0		True			True		lê văn sỹ	phú nhuận	tin thường	28/11/2022	lê văn sỹ, phú nhuận	10.7927793	106.6703227
2083	84324	0.03	60				False			True		đinh hòa	quận 8	tin thường	26/11/2022	đinh hòa, quận 8	10.7478962	106.6594577
2084	82532	9.4	60	4.0	4.0	2.0	True			False		cách mạng tháng tám	tân bình	tin thường	10/11/2022	cách mạng tháng tám, tân bình	10.7926968	106.6537942
2085	114275	5.5	268	3.0	3.0		False			True		tam bình	thủ đức	tin thường	09/11/2023	tam bình, thủ đức	10.8675336	106.7358533
2086	105571	7.85	82	4.0	4.0	5.0	True			True			phú nhuận	tin thường	18/08/2023	phú nhuận	10.7990972	106.6802278
2087	113763	8.0	120				False			True			bình tân	tin thường	16/11/2023	bình tân	10.7703708	106.5996353
2088	113251	0.007	25				False			False		phạm văn bạch	tân bình	tin thường	24/11/2023	phạm văn bạch, tân bình	10.8182101	106.637979
2089	112227		50	2.0	2.0		False			False		tên lửa	bình tân	tin thường	01/11/2023	tên lửa, bình tân	10.7549259	106.6074456
2090	111715	8.35	62	4.0	5.0	3.0	True			False			gò vấp	tin thường	26/10/2023	gò vấp	10.8306171	106.6779308
2091	110947	4.66	88	2.0	2.0	20.0	True	đông		False		lò lu	quận 9	tin thường	18/10/2023	lò lu, quận 9	10.8397	106.77093
2092	110435	5.35	55	4.0	3.0		False	bắc		False		935/20/....	quận 7	tin thường	12/10/2023	935/20/...., quận 7	10.7375481	106.7302238
2093	108899	10.28	88	4.0	3.0	4.0	True	nam		True			bình tân	tin thường	26/09/2023	bình tân	10.7703708	106.5996353
2094	107875	5.25	85				True			False		linh trung	thủ đức	tin thường	13/09/2023	linh trung, thủ đức	10.8596068	106.7805003
2095	107619	4.5	65	4.0		2.0	True			False		tân tạo	bình tân	tin thường	11/09/2023	tân tạo, bình tân	10.7610471	106.58872
2096	106083	2.25	54	2.0	3.0	3.0	False			False			bình tân	tin thường	22/08/2023	bình tân	10.7703708	106.5996353
2097	92772	2.5	32	3.0	3.0	1.0	False			False		phạm đăng giảng	bình tân	tin thường	19/03/2023	phạm đăng giảng, bình tân	10.817211	106.6040068
2098	93796	6.8	154	3.0	3.0		False	bắc		False		1243/50	nhà bè	tin thường	01/04/2023	1243/50, nhà bè	10.6976141	106.7056171
2099	106340	5.0	47	2.0	2.0		False	tây-bắc		False			bình thạnh	tin thường	25/08/2023	bình thạnh	10.8017639	106.7110322
2100	80229	12.5	75	4.0	5.0	5.0	True	tây		True		quang trung	gò vấp	tin thường	07/09/2022	quang trung, gò vấp	10.8386889	106.6493726
2101	114788	9.7	58	4.0		5.0	True	bắc		False		nguyễn văn khối	gò vấp	tin thường	07/12/2023	nguyễn văn khối, gò vấp	10.8426418	106.6564264
2102	113764	14.5	126			2.0	False			False			bình tân	tin thường	16/11/2023	bình tân	10.7703708	106.5996353
2103	113252	0.003	25				True			False		trần thái tông	tân bình	tin thường	24/11/2023	trần thái tông, tân bình	10.8175853	106.6348191
2104	112740	8.79	81	5.0	5.0	3.0	False			False		số 1	gò vấp	tin thường	07/11/2023	số 1, gò vấp	10.8254204	106.690633
2105	111204	0.015	80			2.0	False			True			bình tân	tin thường	23/10/2023	bình tân	10.7703708	106.5996353
2106	110948	4.0	55	2.0	2.0	2.0	True			False		trần thị điệu 	quận 9	tin thường	18/10/2023	trần thị điệu , quận 9	10.8397	106.77093
2107	109924	3.1	54	1.0			False			False		nguyễn xiển	quận 9	tin thường	07/10/2023	nguyễn xiển, quận 9	10.8397	106.77093
2108	107876	2.75	40	3.0		2.0	False			False		lê văn sỹ	phú nhuận	tin thường	13/09/2023	lê văn sỹ, phú nhuận	10.7927793	106.6703227
2109	106596	7.38	108	4.0	4.0	3.0	True	đông		False			tân phú	tin thường	29/08/2023	tân phú	10.7914967	106.6278431
2110	105316	3.85	90	3.0	2.0	2.0	True	đông-bắc		True		lê văn việt	quận 9	tin thường	16/08/2023	lê văn việt, quận 9	10.845042	106.7787342
2111	94820	9.5	78	4.0	4.0		True			False			bình thạnh	tin thường	14/04/2023	bình thạnh	10.8017639	106.7110322
2112	104804	4.95	60			1.0	True			False			bình tân	tin thường	10/08/2023	bình tân	10.7703708	106.5996353
2113	103268	0.39	124				False			False			củ chi	tin thường	26/07/2023	củ chi	11.0370567	106.5024104
2114	102756	1.35	100				False			False			nhà bè	tin thường	20/07/2023	nhà bè	10.6956953	106.7395591
2115	101220	5.7	53	2.0		1.0	True			False			quận 11	tin thường	05/07/2023	quận 11	10.7658124	106.6474946
2116	100708	0.95	53	2.0	2.0		True			False			hóc môn	tin thường	29/06/2023	hóc môn	10.878345	106.5763531
2117	98148		24	2.0	2.0	2.0	True			False			quận 3	tin thường	31/05/2023	quận 3	10.778639	106.6870156
2118	97124	6.2	56	3.0	3.0	4.0	True			False			bình thạnh	tin thường	19/05/2023	bình thạnh	10.8017639	106.7110322
2119	96612	3.75	71	3.0	1.0		True			False			bình chánh	tin thường	11/05/2023	bình chánh	10.6644881	106.5704726
2120	95844	4.78	46	3.0	2.0	2.0	False			False		số 1	gò vấp	tin thường	02/05/2023	số 1, gò vấp	10.8254204	106.690633
2121	95076	6.7	55	2.0	2.0	2.0	True			False		số 1	quận 7	tin thường	17/04/2023	số 1, quận 7	10.7375481	106.7302238
2122	80485	4.85	45	2.0	2.0	2.0	False			True		xô viết nghệ tĩnh	bình thạnh	tin thường	28/10/2022	xô viết nghệ tĩnh, bình thạnh	10.8020476	106.7112775
2123	80997	8.5	52	4.0	3.0	3.0	True			False		nguyễn đình chính	phú nhuận	tin thường	31/10/2022	nguyễn đình chính, phú nhuận	10.7961407	106.6789759
2124	87653	5.3	32	3.0	3.0	2.0	False	đông-nam		False			tân bình	tin thường	28/12/2022	tân bình	10.802583	106.6521157
2125	93541	4.7	80	4.0	3.0	1.0	True			False			bình tân	tin thường	28/03/2023	bình tân	10.7703708	106.5996353
2126	93029	4.25	44	2.0	2.0		True			False			bình tân	tin thường	22/03/2023	bình tân	10.7703708	106.5996353
2127	91749	7.3	192				False			False		163/19	thủ đức	tin thường	08/03/2023	163/19, thủ đức	10.8298295	106.7617899
2128	90725	19.0	102				False			False			tân phú	tin thường	24/02/2023	tân phú	10.7914967	106.6278431
2129	90469	8.7	65			2.0	False			True		trường sa	quận 3	tin thường	22/02/2023	trường sa, quận 3	10.7851751	106.6805269
2130	89701	5.9	41	3.0	3.0	2.0	False	đông		False		nguyễn thái sơn	gò vấp	tin thường	13/02/2023	nguyễn thái sơn, gò vấp	10.8164785	106.680541
2131	89445	19.0	105	2.0	2.0	2.0	True			False		hoàng hoa thám	bình thạnh	tin thường	09/02/2023	hoàng hoa thám, bình thạnh	10.80905	106.6856488
2132	88677	12.8	72	7.0	7.0	5.0	True			False		nơ trang long	bình thạnh	tin thường	29/01/2023	nơ trang long, bình thạnh	10.8216037	106.7061254
2133	88421	9.0	112			1.0	True			False			bình tân	tin thường	11/01/2023	bình tân	10.7703708	106.5996353
2134	88165	3.3	32	3.0	3.0	3.0	True			True		mã lò	bình tân	tin thường	05/01/2023	mã lò, bình tân	10.7595344	106.6056798
2135	86885	8.5	84	4.0	4.0	4.0	True			False		quang trung	gò vấp	tin thường	19/12/2022	quang trung, gò vấp	10.8386889	106.6493726
2136	81253	6.5	60	2.0	2.0	1.0	True			True		phạm văn bạch	tân bình	tin thường	01/11/2022	phạm văn bạch, tân bình	10.8182101	106.637979
2137	86373	3.0	51	1.0	1.0	6.0	False			False		tạ quang bửu	quận 8	tin thường	14/12/2022	tạ quang bửu, quận 8	10.7324304	106.6513555
2138	85861	4.6	40	2.0	2.0	2.0	True			False			quận 7	tin thường	09/12/2022	quận 7	10.7375481	106.7302238
2139	85605	4.45	58	3.0	2.0	1.0	False			False		hương lộ 3	bình tân	tin thường	06/12/2022	hương lộ 3, bình tân	10.8032019	106.6098975
2140	85349	10.0	123				False	đông		False		hcm	bình tân	tin thường	05/12/2022	hcm, bình tân	10.8213703	106.6034106
2141	84837	9.1	120	5.0	5.0	3.0	True			False			bình thạnh	tin thường	30/11/2022	bình thạnh	10.8017639	106.7110322
2142	83301	11.5	93	2.0			False			False		xa lộ hà nội	quận 2	tin thường	16/11/2022	xa lộ hà nội, quận 2	10.79156	106.74948
2143	83045	3.6	90	3.0	2.0		True			False		jamila khang điền	quận 9	tin thường	14/11/2022	jamila khang điền, quận 9	10.8397	106.77093
2144	82277		56	4.0	4.0	2.0	True			False			bình tân	tin thường	08/11/2022	bình tân	10.7703708	106.5996353
2145	82021	7.5	55	4.0	3.0	2.0	True			True			quận 7	tin thường	05/11/2022	quận 7	10.7375481	106.7302238
2146	81509	6.91	53	4.0	4.0	4.0	True			False		quang trung	gò vấp	tin thường	03/11/2022	quang trung, gò vấp	10.8386889	106.6493726
2147	93797	4.48	40	4.0	3.0	2.0	True	tây		False		mã lò	bình tân	tin thường	01/04/2023	mã lò, bình tân	10.7595344	106.6056798
2148	94309	10.5	52	3.0	3.0	3.0	True			True		ba vân	tân bình	tin thường	06/04/2023	ba vân, tân bình	10.795627	106.6407316
2149	101477	5.1	40			1.0	False			False		hòa hảo	quận 11	tin thường	07/07/2023	hòa hảo, quận 11	10.7598971	106.6595038
2150	106341	4.66	88	2.0	2.0		False	đông		False		lò lu	quận 9	tin thường	25/08/2023	lò lu, quận 9	10.8397	106.77093
2151	104805	5.8	80			1.0	True			False			bình tân	tin thường	10/08/2023	bình tân	10.7703708	106.5996353
2152	104293	14.2	80	5.0		3.0	False			True			quận 8	tin thường	04/08/2023	quận 8	10.7217236	106.6296151
2153	102501	5.8	72				False			True			bình tân	tin thường	19/07/2023	bình tân	10.7703708	106.5996353
