Cluster,n_floors,area,id,car_place,wc,bedrooms,Distance to center 1,price
1,2.0,45,120073,0,2.0,2.0,4.931681882994165,4.85
1,2.0,44,120074,1,2.0,2.0,3.5220035364403692,4.8
1,3.0,50,120078,0,4.0,3.0,6.95253408867774,7.1
1,2.0,50,120083,0,2.0,2.0,3.7841598102394385,6.9
1,2.0,48,119910,1,3.0,4.0,6.95253408867774,6.5
0,3.0,94,119912,0,3.0,3.0,6.098963859579167,6.1
0,5.0,20,119914,0,3.0,2.0,8.207788419702208,3.1
1,4.0,64,119915,0,4.0,3.0,5.6820983850030675,6.1
0,2.0,82,119916,0,4.0,3.0,11.280108323040468,1.97
0,2.0,48,119917,0,2.0,2.0,7.275323016403334,2.35
1,3.0,84,119918,1,3.0,2.0,6.820646102240205,4.9
0,3.0,68,119919,1,3.0,3.0,7.822831426744451,2.53
1,2.0,73,119922,0,2.0,3.0,3.6969670821655924,5.7
1,4.0,92,119932,1,4.0,4.0,5.142943264946826,6.55
0,1.0,80,120011,0,2.0,2.0,14.595223518914844,3.9
0,1.0,89,120012,1,3.0,2.0,14.595223518914844,7.5
0,2.0,52,120013,0,1.0,2.0,14.325793065491267,3.2
0,2.0,54,120017,0,1.0,1.0,14.595223518914844,3.388
1,1.0,45,120018,1,2.0,3.0,5.611722590813712,5.5
1,3.0,36,120019,1,4.0,3.0,4.508230607384424,10.0
1,2.0,54,120022,0,3.0,2.0,5.988251327531678,4.08
1,2.0,66,120029,1,2.0,2.0,2.510947305220329,7.4
0,2.0,60,120032,1,2.0,3.0,14.595223518914844,6.15
1,1.0,80,119939,1,4.196912457187094,4.224490093248607,1.5522114445395299,9.1
1,2.0,41,119941,1,2.0,2.0,5.988251327531678,2.9
1,5.0,64,119944,1,4.0,4.0,2.5348803272773193,7.7
1,2.0,60,119955,0,4.0,4.0,5.171297020005938,0.017
1,3.0,40,119964,0,3.0,3.0,4.931681882994165,4.8
1,4.0,28,119969,0,3.0,3.0,4.564879663686903,5.8
1,1.0,69,119970,0,2.0,2.0,13.54240116531919,2.5
1,3.0,40,119977,1,3.554835394209397,3.0,2.180000493002826,6.5
1,2.0,62,119981,0,3.0,4.0,2.027740428681282,5.2
1,3.0,30,119986,0,4.0,3.0,3.8054445829744448,5.15
1,4.0,34,119988,0,4.0,4.0,4.556056933879562,6.5
1,2.0,103,119991,1,4.0,4.0,5.5917203368539,5.5
1,2.0,52,119841,0,6.0,5.0,3.7862127326893864,10.0
1,3.0,52,119849,0,4.0,4.0,4.296836657429152,7.3
1,2.0,96,119850,0,3.0,3.0,6.820646102240205,9.2
1,2.0,110,119851,1,2.0,3.0,8.500217179306416,4.65
1,2.0,55,119854,0,3.0,4.0,8.500217179306416,5.5
0,2.0,88,119855,0,2.0,2.0,14.325793065491267,0.038
1,1.0,125,119667,1,3.0,3.0,4.6473514911419525,5.0
1,2.0,13,119669,1,1.0,1.0,9.639629386990531,1.05
1,2.0,21,119670,0,1.0,2.0,9.639629386990531,1.65
1,2.0,56,119671,0,1.0,2.0,5.988251327531678,3.54
1,1.0,62,119672,0,1.0,1.0,5.988251327531678,4.18
1,4.0,71,119676,1,3.0,4.0,5.988251327531678,5.58
1,2.0,118,119678,0,3.0,4.0,5.988251327531678,5.44
1,2.0,65,119679,0,2.0,3.0,5.5917203368539,3.49
1,2.0,78,119680,1,2.0,2.0,5.5917203368539,5.53
1,3.0,71,119681,1,4.0,4.0,5.5917203368539,3.98
1,2.0,68,119683,0,2.0,2.0,5.5917203368539,4.074
1,2.0,36,119684,0,2.0,2.0,5.5917203368539,3.1
1,2.0,66,119687,1,2.0,3.0,4.2504631311375665,5.82
1,2.0,40,119688,0,2.0,4.0,5.5917203368539,3.2
1,2.0,87,119689,1,3.135570985280067,3.321406052855339,6.199952689542977,4.66
1,3.0,110,119690,1,3.0,5.0,6.199952689542977,5.82
1,2.0,78,119693,1,2.0,3.0,5.237459837162048,4.18
1,2.0,62,119694,0,1.0,1.0,5.5917203368539,3.4
1,3.0,20,119696,1,3.0,2.0,2.16692347350554,2.0
1,2.0,101,119697,1,1.0,3.0,8.500217179306416,4.8
1,2.0,62,119698,1,3.0,2.0,5.988251327531678,5.34
1,2.0,26,119699,1,2.0,1.0,3.1281105161582947,2.7
1,2.0,23,119700,0,1.0,1.0,3.0898206751742823,2.55
1,4.0,48,119703,1,2.0,2.0,5.5917203368539,4.76
1,3.0,40,119704,1,2.0,4.0,3.1281105161582947,4.32
1,2.0,21,119705,0,1.0,1.0,3.0898206751742823,2.2
1,2.0,23,119706,0,1.0,1.0,3.0898206751742823,2.38
1,2.0,56,119707,1,3.0,3.0,3.0898206751742823,4.66
1,2.0,46,119708,1,2.0,2.0,3.9063403512250954,4.2
1,2.0,32,119709,0,1.0,2.0,5.5917203368539,2.95
1,2.0,80,119714,0,3.0,3.0,5.5917203368539,5.82
1,1.0,85,119715,0,2.0,3.0,13.54240116531919,3.1
1,2.0,74,119718,1,1.0,1.0,5.199179637366476,4.37
1,2.0,56,119719,0,2.0,2.0,5.988251327531678,3.5
1,2.0,80,119721,1,2.0,4.0,4.2504631311375665,5.1
1,2.0,40,119722,1,1.0,2.0,5.199179637366476,3.35
1,2.0,80,119723,1,2.0,2.0,5.199179637366476,4.94
1,1.0,64,119725,0,2.0,2.0,8.859585790235597,0.005
1,2.0,73,119731,0,1.0,2.0,5.199179637366476,3.3
1,2.0,38,119732,0,1.0,2.0,5.5917203368539,4.76
1,2.0,45,119733,0,2.0,2.0,5.988251327531678,3.25
1,3.0,61,119734,0,1.0,1.0,5.199179637366476,3.0
1,2.0,77,119735,0,1.0,2.0,5.199179637366476,5.18
1,3.0,21,119736,1,3.0,2.0,5.199179637366476,4.37
1,2.0,60,119781,1,2.0,2.0,4.272764395120498,5.8
1,4.0,45,119782,1,4.0,3.0,8.286363861962172,7.38
0,2.0,26,119783,1,2.0,3.0,5.938288035868262,3.75
1,3.0,30,119785,1,3.0,3.0,5.970140940759336,3.99
1,2.0,55,119790,1,3.0,3.0,5.499785758761167,4.3
1,3.0,32,119791,1,2.0,3.0,5.5917203368539,1.9
1,2.0,86,119792,0,1.0,1.0,10.840459746075222,5.7
0,2.0,25,119793,1,4.0,4.0,5.736606845011842,5.5
0,4.0,55,119794,0,1.0,1.0,11.370094229127632,6.0
1,3.0,31,119796,0,3.0,3.0,5.843133971829019,5.2
1,2.0,60,119799,1,4.0,4.0,6.643870766722011,0.016
1,2.0,91,119807,1,2.0,3.0,5.571107569435144,5.1
0,4.0,45,119824,1,3.0,3.0,9.530954616922903,6.0
1,2.0,80,119825,1,2.0,2.0,5.571107569435144,5.5
0,4.0,36,119832,1,4.0,3.0,8.017774389901337,7.3
0,2.0,46,119837,0,2.0,2.0,7.007370162126788,5.2
0,3.0,53,119840,1,2.8806935154254067,3.0,14.595223518914844,5.1
1,4.0,11,119740,1,2.0,2.0,3.9346085877772365,2.6
1,1.0,48,119741,1,1.0,2.0,2.9851093879770274,5.8
1,2.0,38,119744,0,4.0,3.0,4.80096646077477,9.5
1,1.0,100,119750,1,2.0,3.0,10.874742441366918,1.1
1,3.0,67,119752,1,1.0,1.0,5.5917203368539,4.86
0,4.0,95,119758,1,3.0,3.0,8.017774389901337,11.5
1,3.0,89,119532,1,2.0,4.0,8.500217179306416,3.5
1,1.0,112,119533,1,2.0,3.0,4.460604779842668,9.5
1,2.0,65,119545,0,3.0,3.0,4.2504631311375665,3.83
1,2.0,41,119546,0,1.0,2.0,3.9346085877772365,6.2
1,2.0,48,119550,0,3.0,2.0,5.199179637366476,3.5
0,2.0,75,119555,1,2.0,2.0,14.325793065491267,3.7
1,3.0,60,119560,0,1.0,2.0,7.313475589094324,2.5
0,2.0,70,119570,0,4.0,5.0,9.34263437971472,6.3
1,2.0,63,119571,1,3.0,3.0,7.860398738341731,7.3
1,3.0,44,119579,1,3.0,4.0,8.500217179306416,4.08
0,1.0,63,119580,0,1.0,2.0,14.325793065491267,4.6
0,1.0,80,119583,0,2.0,2.0,14.595223518914844,3.9
1,2.0,69,119584,0,2.0,4.0,8.859585790235597,5.2
1,2.0,30,119588,1,2.0,2.0,6.166730985363409,3.1
1,3.0,60,119590,1,2.0,2.0,3.621824095278485,6.0
1,1.0,61,119592,0,1.0,2.0,9.43539415646605,0.009
1,2.0,70,119593,1,2.5322956804242502,3.0,6.698934242580003,4.95
1,2.0,93,119623,1,3.0,3.0,8.33007658870596,4.074
1,2.0,91,119625,0,1.0,2.0,5.5917203368539,5.05
