Cluster,n_floors,area,id,car_place,wc,bedrooms,Distance to center 1,price
1,3.0,80,92008,1,4.0,4.0,5.237459837162048,5.0
1,4.0,60,92520,1,5.0,2.918322299568676,1.9519882845305325,3.9
1,1.0,44,111208,1,2.0872101138892685,2.63562921606753,4.285089719649691,3.25
1,1.0,80,110696,0,3.0,2.0,5.6820983850030675,0.012
1,1.0,48,109672,1,2.465832158379868,2.931746970782432,5.6820983850030675,4.45
0,3.0,60,108392,1,4.0,5.0,13.298645264275892,4.8
1,2.0,110,107368,1,3.0,3.0,4.045560894737591,4.62
1,2.0,50,104808,1,4.0,4.0,5.6820983850030675,6.0
1,2.0,25,94824,1,2.0,2.0,5.041578530490791,3.8
1,1.0,60,102504,0,4.235662455284023,2.9838774900609204,5.6820983850030675,4.7
1,2.0,50,96360,1,4.0,4.0,1.1487921592845483,7.0
0,3.0,25,96104,1,4.0,3.0,7.209409090591671,4.25
1,1.0,80,95848,1,3.125592467033095,3.291559100827849,5.6820983850030675,4.8
1,1.0,100,95592,0,2.7286733681412643,3.4029583893752897,3.997144255785806,5.0
1,2.0,90,95336,1,3.0,3.0,5.351019866917213,8.1
0,1.0,32,95080,0,2.0,2.0,7.209409090591671,4.75
1,3.0,44,114536,0,3.0,2.0,8.286363861962172,5.48
1,2.0,32,98409,1,2.0,1.0,5.227162593063946,3.05
1,5.0,50,97897,1,5.0,6.0,3.4918073302422106,9.0
1,2.0,60,96361,0,2.0,2.0,4.190797281872453,2.78
1,2.0,90,95849,0,5.0,7.0,5.6820983850030675,5.3
1,2.0,52,95337,1,3.0,4.0,5.351019866917213,5.1
0,3.0,91,95081,1,3.0,4.0,13.298645264275892,5.95
1,3.0,90,91497,0,2.0,2.233254585566256,0.7603810829252989,0.02
0,2.0,68,80233,1,3.0,4.0,8.47226150043727,10.8
1,2.0,80,88425,1,3.606451140968145,3.725776796445809,5.6820983850030675,6.8
0,2.0,80,88169,0,2.1448213027691487,3.116687760578754,14.595223518914844,4.5
1,2.0,69,86377,0,2.0,2.0,4.520927492471093,5.1
0,2.0,53,85097,0,4.0,3.0,14.595223518914844,4.5
1,4.0,53,83049,1,2.0,2.0,3.071620516121898,9.79
1,1.0,48,82537,1,2.0,2.0,2.5348803272773193,4.4
1,2.0,120,81513,0,4.0,5.0,8.286363861962172,0.009
1,3.0,65,92266,1,2.347069246545157,5.0,7.370779157051139,4.3
1,1.0,40,91498,0,2.0,2.0,11.98393328896634,0.68
1,2.0,26,85610,0,4.0,4.0,5.351019866917213,5.7
1,3.0,90,84842,0,2.485172551722412,2.0,3.315052659492902,0.03
1,1.0,26,84586,0,2.0503270221215057,2.0,6.903623819156436,2.25
1,2.0,103,82538,0,2.0,2.0,3.7159826169994785,9.4
1,1.0,42,81514,0,2.0,2.0,3.5439684889952074,5.8
1,2.0,100,101737,0,2.587719664457085,2.838572065887916,3.3257955385127396,2.4
0,2.0,60,113001,1,3.0,3.0,14.089648165338325,5.8
1,2.0,70,107625,1,2.0,2.0,1.677970518020691,6.8
1,2.0,32,105577,0,2.138446546650079,2.2348925975268874,5.351019866917213,2.4
1,2.0,44,104553,1,6.0,4.0,5.351019866917213,6.0
0,1.0,41,104297,0,2.0,3.0,13.298645264275892,3.0
1,2.0,58,101993,0,3.0,3.0,3.209703711544828,6.7
0,2.0,117,93546,1,6.0,4.0,13.298645264275892,12.0
1,1.0,60,84331,1,2.0,2.0,5.351019866917213,3.65
0,2.0,22,84075,0,2.287113408074631,2.3659899452242947,11.227171035740415,3.4
1,2.0,70,82539,0,1.7776484160248744,2.052336021644555,3.2716300059299144,0.003
0,2.0,68,82283,0,4.0,3.0,13.298645264275892,7.5
1,1.0,90,82027,0,2.0,2.0,5.6820983850030675,6.5
0,3.0,56,81515,0,5.0,4.0,5.697432448260359,6.8
1,2.0,64,94058,1,5.0,4.0,8.286363861962172,8.0
1,2.0,25,109674,1,2.0,2.0,5.351019866917213,3.8
0,1.0,68,108394,1,2.089470406789491,2.914977991485899,13.298645264275892,3.56
1,1.0,78,107882,1,3.0,2.0,2.754708545013582,5.3
1,2.0,33,105578,1,2.4136793942588395,2.0,1.8977748332950528,4.2
1,1.0,42,103018,1,2.620171495147417,2.0,5.458846219878293,4.6
1,2.0,120,102506,1,3.2503081807507552,4.015424183743459,5.6820983850030675,6.5
1,2.0,64,96362,1,2.0,3.0,6.643870766722011,5.5
1,1.0,80,95850,0,2.760889846669892,3.009965997051075,5.041578530490791,4.0
1,4.0,50,84843,0,2.0,3.0,1.1487921592845483,6.0
0,2.0,85,104313,0,5.0,5.0,14.595223518914844,0.012
1,2.0,80,102521,0,1.0,2.0,11.98393328896634,0.43
1,1.0,85,101241,0,2.0,2.0,3.315052659492902,5.7
0,2.0,55,99193,0,1.7507058204132229,2.6237900299661447,13.298645264275892,3.25
1,1.0,64,97913,1,2.0,2.0,5.351019866917213,2.82
0,1.0,46,96121,0,2.0,2.0,7.209409090591671,5.6
1,4.0,25,94329,1,4.0,3.0,2.8626001820248423,6.5
1,1.0,62,94073,1,3.4630009791394154,3.1101971973087967,5.6820983850030675,4.7
1,1.0,60,111481,0,2.098429941774293,2.593231927026721,5.571107569435144,2.9
1,2.0,120,100218,0,3.285333302291445,2.4960611207928927,7.640660442342352,0.012
1,1.0,52,97914,0,2.0,3.0,5.351019866917213,5.4
0,3.0,100,93306,0,2.0,3.0,12.470637698298068,0.015
1,1.0,30,92282,0,3.0,2.0,3.9307268364801593,2.7
1,3.0,18,91002,1,2.0,2.0,1.1487921592845483,1.95
1,2.0,48,89210,1,4.0,4.0,5.6820983850030675,6.1
1,2.0,58,114297,1,2.80177481911257,3.0530083083638644,5.6820983850030675,4.6
1,3.0,72,88698,1,3.0,4.0,5.351019866917213,6.2
1,1.0,50,86650,1,2.4495577371970025,2.938630530474,5.6820983850030675,4.4
1,1.0,60,85882,1,2.0,3.0,5.351019866917213,4.8
1,1.0,130,85626,0,2.619128586287008,3.019961930961267,8.286363861962172,2.0
1,5.0,71,84858,1,5.0,5.0,1.1487921592845483,11.8
0,2.0,87,84090,0,2.0,3.0,14.595223518914844,0.009
0,5.0,27,103034,1,3.0,3.0,11.227171035740415,4.0
0,2.0,90,103802,0,2.0,3.0,11.370094229127632,0.017
0,3.0,67,82811,0,2.0,2.0,13.192030356241988,0.008
0,2.0,68,93051,0,2.0,2.0,14.595223518914844,0.01
1,2.0,70,91259,1,4.269451286289602,3.0,1.1487921592845483,9.5
1,5.0,40,88443,0,3.4007705077512727,3.089041605167912,3.209703711544828,6.0
1,1.0,40,86139,1,2.0,2.0,8.286363861962172,1.75
0,4.0,63,85883,0,5.0,4.0,7.209409090591671,8.6
1,1.0,51,84603,1,2.0,2.0,2.180000493002826,5.7
1,2.0,36,81531,1,4.0,3.0,3.0898206751742823,3.9
1,1.0,58,80507,0,2.032974026213286,2.663599358160322,8.286363861962172,3.3
0,1.0,75,80251,1,2.0,2.0,7.474949675986465,6.75
1,1.0,39,114298,0,3.0,3.0,1.2800873946458673,4.2
1,4.0,76,111226,1,5.257887021180832,4.0,5.512229627229296,12.0
0,2.0,64,109178,0,2.0,3.0,14.901428232599457,3.8
1,3.0,45,108154,0,3.0,4.0,1.9519882845305325,4.0
0,2.0,58,107386,1,3.0,2.0,15.144193693854302,5.95
1,4.0,25,94843,1,4.0,5.0,4.512283077227826,6.5
1,1.0,64,88700,0,4.8617949584431495,4.126610618050751,5.6820983850030675,9.8
1,1.0,63,87164,0,2.7835881579745454,4.0,1.712958072643888,5.51
0,2.0,54,85884,0,1.0,1.0,7.969963399785323,0.018
1,4.0,45,81020,0,4.0,3.0,1.9519882845305325,4.8
1,2.0,55,114043,1,3.0,4.0,1.1487921592845483,4.8
1,2.0,80,109179,1,2.0,2.0,2.86970044670526,3.5
1,3.0,25,108411,0,2.382064285379216,3.0,2.826725942344779,3.77
1,5.0,52,107387,1,2.909191443690769,2.999682168937721,4.285089719649691,4.6
1,1.0,25,105339,0,2.0,2.0,5.227868524297255,2.8
1,2.0,100,103291,0,4.04569336597224,4.0,5.6820983850030675,0.015
1,3.0,60,99195,0,2.945565890489728,2.0,3.209703711544828,5.8
0,2.0,90,90492,0,4.356925509274359,4.3448627093915055,15.317816028068862,9.75
1,1.0,45,91772,1,2.2463379396272,2.042423698152416,11.98393328896634,0.49
0,1.0,75,111740,1,2.0,3.0,14.089648165338325,5.2
1,5.0,53,109692,1,5.0,4.0,5.274927519594672,7.6
0,2.0,45,109180,1,4.0,4.0,7.757453834116434,6.4
1,5.0,56,107900,1,5.0,4.0,5.142943264946826,7.0
1,3.0,55,106364,0,4.0,4.0,4.680679320030206,6.85
1,2.0,90,104828,0,2.0,4.0,3.3257955385127396,3.9
0,2.0,67,92796,0,2.0,2.0,14.595223518914844,2.6
1,2.0,60,102780,1,2.0,2.0,3.0898206751742823,4.5
0,3.0,101,101244,1,2.0,2.0,11.370094229127632,7.5
1,2.0,70,99708,1,2.0,3.0724896485522843,4.285089719649691,4.2
0,2.0,70,99452,0,2.0,2.0,11.370094229127632,0.022
1,2.0,39,96380,1,3.0,3.0,2.8999539477620346,4.2
0,2.0,71,94076,1,1.0,2.0,11.227171035740415,5.5
0,2.0,53,88957,0,1.0,1.0,14.595223518914844,0.005
1,1.0,66,97149,1,2.208706951733907,2.9061203530302584,3.3257955385127396,3.6
1,1.0,36,96893,0,1.0,2.0,5.351019866917213,2.5
0,1.0,60,94333,1,2.0,2.0,14.595223518914844,3.9
0,2.0,87,93821,0,2.0,3.0,14.595223518914844,0.009
1,2.0,53,92541,0,2.0,2.0,5.512229627229296,6.0
1,1.0,33,90749,1,2.078315500231918,2.4578435641072045,5.6820983850030675,2.88
1,2.0,44,88445,1,2.42746539251367,2.8528471970566014,5.6820983850030675,4.25
1,1.0,70,87933,1,3.0,2.0,5.373726816051314,5.1
0,1.0,93,87421,1,2.0,2.0,14.901428232599457,5.05
1,1.0,80,86653,1,2.542777753813176,3.0,5.6820983850030675,3.2
0,1.0,50,85629,0,1.0,1.0,7.969963399785323,0.019
1,2.0,48,85373,0,2.0,2.0,8.846915332611468,2.15
1,1.0,67,83837,1,2.177605774810784,2.0,5.6820983850030675,3.9
1,2.0,31,82557,1,2.0,2.0,4.856527040449224,3.79
1,4.0,48,81533,1,4.0,3.0,3.548079210390659,4.9
1,1.0,62,80509,1,4.122946402518781,3.0,1.677970518020691,7.95
0,3.0,101,97405,1,2.108049299361086,4.064048576969327,11.370094229127632,7.5
1,3.0,58,84350,1,3.0,3.0,3.7862127326893864,10.5
1,1.0,66,82046,1,2.0,3.0,8.286363861962172,4.2
1,1.0,38,81022,0,2.0,2.0,2.8705083032494345,5.4
0,3.0,68,80254,1,3.0,3.0,7.047163313075301,7.55
1,1.0,65,111997,1,2.0,2.0,7.909015613976479,3.95
1,2.0,55,98941,1,5.0,4.0,3.8326992315687622,4.35
1,5.0,78,107901,0,4.0,5.0,5.6820983850030675,6.68
1,1.0,76,107645,0,2.0,2.0,9.162705038495947,4.0
1,2.0,50,106109,0,2.460433783061097,1.893673504369726,5.351019866917213,0.093
0,3.0,59,105341,0,3.0,4.0,7.209409090591671,2.3
0,2.0,118,103037,0,3.0,3.0,7.969963399785323,0.022
0,3.0,100,101501,0,4.0,3.0,15.056791633026197,6.49
1,4.0,61,101245,0,3.981581832309034,4.0,1.1487921592845483,7.9
0,2.0,84,84606,0,2.0,1.0,11.227171035740415,4.3
1,1.0,33,85374,0,2.0,2.0,1.1487921592845483,1.55
1,2.0,84,98942,0,1.97640590119299,3.0,2.80271556819655,0.005
1,1.0,25,109694,1,2.0,2.0,2.754708545013582,2.59
1,1.0,52,107134,1,2.0,2.0,5.643522772344393,3.35
0,3.0,101,104830,1,2.0,2.0,11.370094229127632,7.5
0,5.0,43,103038,1,3.016178654494892,3.0,7.969963399785323,5.2
0,2.0,70,102270,0,2.0,2.0,12.470637698298068,0.009
1,2.0,36,99710,0,2.0,2.0,5.142943264946826,3.7
1,2.0,30,98686,0,1.0,1.0,4.7091517777997725,0.003
0,2.0,35,98430,0,3.0,2.0,7.209409090591671,3.88
0,2.0,98,98174,0,2.403237482666932,3.210951197193664,15.259905340374102,4.2
0,3.0,55,96638,1,5.0,5.0,7.209409090591671,6.7
1,2.0,52,88446,1,3.0,3.0,5.6820983850030675,4.5
0,2.0,32,87422,0,2.0,2.0,11.227171035740415,3.59
1,2.0,54,87166,1,2.0,3.0,5.6820983850030675,4.0
0,1.0,61,110718,1,2.0,2.816760594819717,13.255622812452717,3.4
1,2.0,56,88703,1,4.0,4.0,5.6820983850030675,7.0
1,3.0,61,93823,0,3.0,2.0,1.7531510507775279,5.8
0,4.0,75,93567,1,5.0,4.0,14.325793065491267,9.0
0,2.0,68,93311,0,2.0,2.0,14.595223518914844,0.005
1,2.0,60,92799,1,3.0,4.0,7.640660442342352,5.2
1,3.0,24,90751,1,4.0,3.0,3.833377188886566,4.99
1,2.0,48,87423,1,3.0,4.0,5.351019866917213,5.0
0,2.0,78,84095,1,2.0610484346638778,3.066408712586759,14.595223518914844,3.85
1,1.0,48,82559,1,2.0,2.0,5.464332997243619,3.0
0,1.0,84,113790,0,2.0,3.0,11.227171035740415,3.55
0,2.0,53,98431,0,1.0,1.0,14.595223518914844,0.003
1,1.0,34,86400,0,2.0,2.0,5.24327245341439,5.9
1,6.0,56,86144,0,1.0,1.0,6.95253408867774,3.0
1,2.0,48,85376,0,2.0,2.0,8.286363861962172,2.35
1,3.0,61,83328,1,3.0,3.0,1.9519882845305325,6.9
1,1.0,60,113791,0,3.0,4.0,8.286363861962172,3.4
0,2.0,52,113279,0,2.27258016247497,2.0,17.859258816140827,4.2
1,4.0,33,112255,1,4.0,3.0,1.03207561225444,5.25
1,4.0,36,110975,1,3.3919113096087163,4.0,4.87696684919491,6.5
1,2.0,57,107647,0,2.0,3.0,5.142943264946826,5.3
1,1.0,49,105343,0,4.0,4.0,5.207638031508673,5.0
1,1.0,50,105087,1,2.7499555732248435,2.0,3.833377188886566,4.9
1,2.0,54,104319,1,4.021780902101463,3.245494594399259,5.6820983850030675,5.65
0,2.0,55,104063,0,1.949255342274412,2.0,14.595223518914844,3.8
1,2.0,56,103295,1,2.0,3.0,11.98393328896634,3.87
1,1.0,88,103039,1,4.0,3.0,2.8999539477620346,10.9
0,2.0,60,102271,0,2.3484508278514493,2.788090514686402,7.209409090591671,3.8
1,1.0,67,96128,0,2.348982053680366,3.0993034902391083,5.577985076202488,4.95
1,2.0,50,100480,0,3.514881438445581,2.0,2.2347349875618887,5.9
1,5.0,64,98944,1,4.98776660721321,5.0,6.534559786216001,8.8
0,2.0,64,98688,1,4.0,3.0,10.012567700423794,7.35
0,2.0,30,98176,0,1.2750164202363057,1.6983064729410826,6.959429415215792,0.006
1,2.0,111,97408,1,3.0,4.0,5.142943264946826,4.3
1,2.0,25,97152,1,2.0,2.0,4.811840596279976,3.78
1,2.0,56,96896,1,4.0,3.0,5.6820983850030675,5.4
0,2.0,129,93568,1,4.0,6.0,14.693480173435425,10.0
0,2.0,75,93312,1,2.0,2.0,13.298645264275892,3.8
1,2.0,70,91520,0,2.2814221780738326,2.0552819438268743,4.182620699945007,0.013
1,3.0,28,103296,0,3.0,3.0,6.368190679746268,3.99
0,2.0,68,106112,0,2.0,2.0,14.595223518914844,0.008
1,1.0,65,113280,1,2.0,2.0,7.860398738341731,4.9
1,1.0,94,84353,0,3.0,3.0,3.3257955385127396,4.95
1,2.0,54,83841,0,3.0,4.0,3.725790547129258,6.5
1,3.0,40,82817,0,3.0,4.0,4.512283077227826,7.6
1,3.0,63,82049,0,5.0,4.0,0.9524122142480429,9.5
1,2.0,38,81281,1,3.0,3.0,3.715173871658887,4.4
0,3.0,62,106880,1,4.0,4.0,14.325793065491267,4.9
1,2.0,45,112512,0,4.0,3.0,3.833377188886566,6.8
0,1.0,65,111488,0,2.0,3.0,7.209409090591671,5.7
1,5.0,45,110208,1,4.260519568513618,4.0,6.794588917964383,5.86
1,5.0,76,108928,1,4.0,5.0,5.6820983850030675,5.88
1,2.0,20,107648,1,3.0,2.0,5.134372928243537,2.99
1,4.0,54,87169,1,3.229315755989674,4.0,6.368190679746268,5.8
1,2.0,100,88193,1,2.508646514033485,2.0,5.6820983850030675,4.35
0,2.0,68,93825,0,2.0,2.0,14.595223518914844,2.7
1,3.0,90,100225,1,4.0,5.0,7.640660442342352,0.013
0,2.0,50,98945,1,4.0,3.0,13.00123440312854,5.6
0,3.0,64,98689,0,2.5619505521328745,3.042329212784912,9.22909654221742,4.8
1,2.0,50,98433,1,4.0,4.0,5.6820983850030675,5.9
1,2.0,110,97409,1,2.624966285996925,3.7088852096716978,3.3257955385127396,5.5
1,2.0,48,97153,1,3.0,3.0,2.1975867530270055,5.8
1,2.0,32,96129,1,4.0,3.0,0.8754704240076502,5.9
1,4.0,83,95361,0,3.2614158534149498,3.2521426502013866,5.870679888237634,5.0
0,1.0,45,92801,0,1.0,2.0,7.641603662074878,3.65
0,3.0,34,91521,0,2.955022592194203,3.0,7.209409090591671,5.0
1,1.0,69,91265,1,5.0,5.0,1.677970518020691,6.2
1,1.0,75,90241,0,3.0,4.0,5.351019866917213,7.2
1,1.0,32,89729,0,2.0744534257113383,2.362104242681234,5.6820983850030675,2.98
1,1.0,52,103041,0,2.0,3.0,2.1975867530270055,5.1
1,2.0,40,86402,1,1.0,1.0,4.592789526240333,4.05
1,5.0,59,85890,1,1.0,1.0,1.1487921592845483,6.65
1,2.0,12,85634,0,1.0,1.0,9.603270798565221,1.9
1,3.0,76,84866,0,5.0,4.0,2.180000493002826,11.8
1,1.0,60,84354,0,2.0,2.0,5.351019866917213,4.4
1,2.0,55,83842,0,1.0,1.0,5.043478952150383,5.3
0,1.0,45,83586,0,2.0,2.0,11.227171035740415,1.95
0,2.0,55,81538,1,1.0,1.0,14.595223518914844,0.007
1,1.0,43,111745,1,2.0,2.0,5.373726816051314,4.98
1,2.0,60,103297,1,3.0,2.0,1.1487921592845483,5.0
1,3.0,95,110721,0,4.0,4.0,5.200283003564136,9.5
0,2.0,105,107649,0,3.0,4.0,8.403027144593187,4.3
1,2.0,60,107137,0,3.0,3.0,8.859585790235597,3.7
1,1.0,55,106369,0,2.0,2.0,7.589866366233428,0.005
1,2.0,60,104321,1,4.0,4.0,5.6820983850030675,5.9
0,4.0,56,92802,1,5.0,5.0,11.227171035740415,9.7
0,2.0,55,103810,0,1.949255342274412,2.0,14.595223518914844,3.8
1,2.0,100,100226,1,1.894084744565127,2.4248636078126813,7.640660442342352,0.001
1,1.0,32,99714,1,2.3271218146507087,2.0,5.351019866917213,3.6
1,1.0,36,98434,1,2.114404529017704,2.6190595528717977,5.6820983850030675,3.5
1,1.0,15,97410,0,2.0,2.0,3.833377188886566,2.7
1,4.0,31,93826,0,2.0,2.0,6.643870766722011,3.95
0,1.0,50,89986,0,1.0,1.0,7.183117214653096,2.0
1,2.0,126,89218,0,2.0,3.0,3.315052659492902,0.07
1,3.0,35,88706,0,3.7811101153883744,3.4787288776612586,4.87696684919491,8.0
1,2.0,33,88194,0,1.0,2.0,3.4918073302422106,3.85
1,1.0,15,105602,1,2.0,1.0,4.098580856825448,1.35
1,1.0,50,89731,0,1.0,2.0,5.88952867396305,1.8
1,1.0,24,87683,0,2.5343046106160934,1.0,4.6260423115839515,3.55
1,1.0,15,87427,0,2.0,2.0,4.680679320030206,2.7
1,1.0,33,86147,1,2.0,2.0,1.1487921592845483,1.65
1,1.0,38,85635,1,2.0,2.0,7.640660442342352,1.55
1,2.0,82,80515,0,1.0,3.0,5.351019866917213,9.0
1,3.0,42,114050,0,2.0,2.0,5.843133971829019,4.5
0,2.0,67,106114,1,2.0,2.0,14.595223518914844,0.005
1,3.0,35,111234,1,3.0,3.0,2.86970044670526,2.9
0,1.0,60,107906,0,2.0,3.0,7.209409090591671,4.2
0,3.0,53,107394,0,4.0,6.0,5.539377720858371,4.95
1,2.0,34,90243,1,2.08647486699954,2.5253324540566378,5.6820983850030675,3.15
1,2.0,45,90755,0,2.8582886622281576,2.8720970418157696,1.9519882845305325,4.8
1,2.0,30,104067,0,1.2121797494175377,1.6975768997328713,3.266450835772779,0.005
1,2.0,76,109187,1,3.0,4.0,1.9519882845305325,5.9
1,2.0,92,108675,0,2.0,3.0,3.833377188886566,3.9
0,3.0,55,108163,1,5.0,4.0,14.089648165338325,6.5
1,1.0,35,105347,0,2.0,2.0,4.383205064169645,2.3
1,3.0,38,104835,0,3.0,4.0,5.351019866917213,4.5
1,1.0,52,103811,1,2.0,2.0,0.5668074122401355,7.0
1,2.0,80,102787,1,2.718421361746284,3.400287986425494,4.429967357890394,5.3
1,1.0,102,100739,0,2.0,2.0,7.589866366233428,2.38
1,2.0,32,99715,0,2.0,2.0,5.373726816051314,3.4
1,2.0,80,97923,0,2.449951445170369,2.6295489328272383,3.315052659492902,2.25
1,1.0,32,96643,1,2.0,2.0,1.9519882845305325,3.75
0,3.0,60,92291,1,2.0,3.0,13.298645264275892,5.4
1,4.0,44,112515,1,4.196997283388952,4.0,1.1487921592845483,8.1
1,1.0,68,90756,0,2.319143429910814,2.0,1.9519882845305325,4.0
0,3.0,100,100740,0,2.0,3.0,12.470637698298068,0.015
1,1.0,42,99716,1,2.1895303879632646,2.7152495112687256,1.9519882845305325,3.7
0,2.0,68,98436,1,2.0,2.0,14.595223518914844,0.005
1,3.0,72,97156,1,2.0,3.0,5.512229627229296,5.0
1,3.0,47,93828,1,3.0,4.0,8.286363861962172,5.1
0,4.0,86,93060,1,5.0,6.0,14.325793065491267,12.5
0,1.0,55,92292,0,1.0,1.0,14.595223518914844,0.007
0,2.0,41,91268,1,4.0,6.0,7.1171378243653844,6.8
0,2.0,100,89220,1,3.146314026482482,2.4985086371379337,11.370094229127632,0.33
1,2.0,45,114563,0,2.2091976896440326,1.83298900322062,4.383205064169645,0.013
1,3.0,110,88196,1,3.769199687748521,4.468862764876925,0.7603810829252989,9.0
1,2.0,70,87940,0,2.0,3.0,5.88952867396305,2.0
1,1.0,32,87428,0,2.0,2.0,1.1487921592845483,3.1
1,2.0,21,86916,0,1.0,2.0,5.351019866917213,1.8
1,2.0,65,86404,1,2.135048169000281,2.0,5.6820983850030675,3.0
0,3.0,71,84868,1,4.025198537710049,4.01464731600556,7.209409090591671,8.5
1,2.0,40,84356,0,6.0,5.0,3.833377188886566,7.9
1,4.0,57,80516,1,2.0,4.0,5.351019866917213,7.0
1,1.0,45,102788,0,2.0,2.0,5.351019866917213,3.85
1,2.0,53,86405,0,4.0,4.0,4.939699151605155,9.5
0,2.0,69,85637,0,2.0,2.164530495591724,11.227171035740415,0.552
1,2.0,40,82053,0,3.0,3.0,3.9719536246459386,5.4
1,4.0,52,80773,1,4.0,4.0,2.754708545013582,5.0
1,4.0,60,80261,1,4.0,3.0,7.640660442342352,4.7
1,4.0,78,113796,1,5.0,4.0,5.512229627229296,8.5
0,1.0,24,112516,0,2.018284035116068,3.0,7.679538634023318,1.5
1,1.0,40,103812,1,2.0,2.0,5.351019866917213,3.9
1,1.0,71,110980,1,2.0,3.0,4.429967357890394,4.8
1,2.0,45,109700,0,3.0,4.0,3.833377188886566,4.9
0,2.0,67,109444,1,2.0,2.0,14.595223518914844,0.005
1,1.0,64,107652,1,5.235799176296945,3.0,7.909015613976479,4.85
1,4.0,30,106884,0,2.933102836365292,3.0,3.4918073302422106,4.9
1,2.0,10,104324,0,3.226668689079969,1.5254185745035107,5.6820983850030675,0.025
1,6.0,110,86917,1,4.262246297866623,5.229694893962741,3.209703711544828,12.5
1,1.0,53,87429,1,2.0,2.0,5.274927519594672,5.89
1,2.0,28,108677,0,3.0,3.0,3.833377188886566,4.37
1,2.0,84,108165,1,2.371691948766428,3.198085996623411,8.859585790235597,4.2
0,2.0,38,105349,1,2.0,2.0,7.209409090591671,4.54
1,2.0,88,104069,1,4.0,3.0,1.9519882845305325,10.5
1,4.0,62,103301,1,4.0,4.0,8.500217179306416,5.3
1,1.0,60,102533,0,1.0,2.0,5.6820983850030675,3.3
1,4.0,81,100997,0,4.201930345106062,7.0,3.209703711544828,7.6
1,1.0,68,99717,0,3.4589790849308075,3.4443409110200136,5.351019866917213,6.5
1,4.0,52,87685,1,3.0,4.0,5.351019866917213,7.99
0,2.0,70,94085,1,2.0,2.0,11.227171035740415,2.45
1,1.0,62,90757,1,2.0,2.0,1.9519882845305325,7.0
1,2.0,72,90245,1,5.0,4.0,5.6820983850030675,7.7
0,2.0,57,110469,0,4.0,4.0,8.519133424367157,5.55
0,2.0,41,110981,0,3.0,3.0,5.6596571934196005,4.7
0,1.0,55,92806,0,1.0,2.0,14.595223518914844,1.25
1,2.0,116,91014,1,4.0,4.0,6.340711776280758,8.5
1,1.0,85,90758,1,2.584984359971283,3.0,1.9519882845305325,4.8
0,2.0,70,88710,0,2.0,2.0,12.470637698298068,3.15
0,2.0,46,87942,0,3.0,3.0,14.595223518914844,5.3
1,2.0,58,85638,1,4.0,3.0,11.98393328896634,0.45
1,3.0,68,112005,0,4.0,4.0,5.351019866917213,7.79
0,4.0,40,85382,1,5.0,5.0,7.209409090591671,7.3
0,1.0,38,83590,0,2.0,2.0,11.227171035740415,1.7
1,2.0,57,80262,1,3.0,2.0,1.4825916022244854,6.2
1,1.0,65,97670,1,3.0,3.0,3.725790547129258,5.5
0,2.0,90,113798,1,4.0,4.0,14.595223518914844,0.013
1,3.0,40,112262,0,4.0,3.0,3.833377188886566,7.3
0,2.0,60,110470,0,1.0,2.0,8.6830950579875,3.4
1,1.0,45,109958,1,2.0,3.0,5.6820983850030675,4.9
1,2.0,36,108934,0,3.0,3.0,8.286363861962172,4.6
0,2.0,110,107654,0,2.247643768877368,3.488868709462112,17.859258816140827,4.99
1,2.0,50,98438,1,3.865417192344165,3.1774502630638777,5.6820983850030675,5.5
1,2.0,64,106374,0,1.0,2.0,7.589866366233428,5.0
1,1.0,50,104582,0,2.0,3.0,7.640660442342352,1.8
1,2.0,64,103558,0,2.117350244026855,3.0,1.1487921592845483,3.4
1,1.0,50,102534,1,2.0,2.0,5.351019866917213,5.0
0,2.0,73,100742,0,2.0,2.0,12.470637698298068,0.012
1,2.0,60,100486,0,2.092057966376848,2.456507206783656,7.231900560215816,2.27
1,1.0,60,114054,1,2.0,2.0,5.571107569435144,3.1
1,1.0,51,80263,1,2.003302291619982,2.0,6.486437116985553,1.0
1,1.0,85,90503,1,2.0,3.0,5.351019866917213,6.0
0,2.0,131,95623,1,4.0,4.0,13.298645264275892,12.0
1,1.0,50,95367,0,2.0,3.0,5.351019866917213,5.5
0,2.0,68,92295,0,2.0,2.0,14.595223518914844,0.007
0,2.0,25,91271,1,2.0,1.0,7.760969538859813,5.9
1,2.0,33,90759,0,2.103688356649928,2.0,1.9519882845305325,3.3
1,2.0,75,80775,0,2.0,3.0,5.88952867396305,2.3
0,2.0,87,88967,0,3.0,3.0,14.595223518914844,0.01
1,2.0,56,87943,1,4.0,3.0,3.3257955385127396,5.1
1,4.0,50,87687,1,3.0,4.0,2.16692347350554,6.7
1,2.0,67,86919,0,2.0,2.0,3.209703711544828,11.5
0,1.0,48,86407,1,2.0,2.0,14.517638074639526,3.9
0,1.0,38,86151,0,2.0,2.0,7.760969538859813,1.7
0,1.0,68,84103,0,1.0,1.0,7.969963399785323,0.017
0,2.0,118,83335,0,3.0,3.0,11.370094229127632,0.033
1,1.0,36,98439,1,2.12702185820449,2.6082041104813487,5.6820983850030675,3.45
1,5.0,71,112519,1,6.0,5.0,2.1975867530270055,7.8
0,1.0,90,86408,0,4.0,4.0,10.530487092065322,5.05
0,4.0,68,85384,1,5.0,4.0,7.209409090591671,9.5
0,3.0,87,82312,1,2.0,2.0,13.298645264275892,8.7
0,2.0,67,81544,0,2.0,2.0,14.595223518914844,0.002
