id,price,area,bedrooms,wc,n_floors,car_place,house_orientation,furniture,facade,legal,street,district,type,date,address,latitude,longitude
121356,0.79,57,2.0,2.0,1.0,0,,cơ bản,0,sổ đỏ/ sổ hồng,tân kiên,bình chánh,tin thường,11/10/2024,"tân kiên, bình chánh",10.7138202,106.5893264
115827,2.6,16,4.0,3.0,3.0,0,,,0,sổ đỏ/ sổ hồng,lý thường kiệt,quận 10,tin thường,22/07/2024,"lý thường kiệt, quận 10",10.7671266,106.6591211
115833,3.0,32,4.0,2.07776497355681,5.0,1,,,0,sổ đỏ/ sổ hồng,,quận 6,tin thường,22/07/2024,quận 6,10.745886,106.6392921
115834,4.6,38,3.0,4.0,3.0,1,,,0,sổ đỏ/ sổ hồng,tân hóa,quận 6,tin thường,22/07/2024,"tân hóa, quận 6",10.7550202,106.6374474
115837,3.45,76,4.0,4.0,4.0,1,,,0,sổ đỏ/ sổ hồng,tân chánh hiệp,quận 12,tin thường,22/07/2024,"tân chánh hiệp, quận 12",10.8678527,106.6231544
115839,3.95,64,2.0,2.0,1.0,1,,,0,sổ đỏ/ sổ hồng,đường đinh xuân nghi,bình tân,tin thường,22/07/2024,"đường đinh xuân nghi, bình tân",10.7701658,106.6210149
121251,0.007,30,1.8058566325483425,1.360620843166362,1.0,1,,,0,,số 7,gò vấp,tin thường,06/10/2024,"số 7, gò vấp",10.8416385,106.6779368
121252,0.125,25,3.0,2.6244893356705195,2.0,0,tây,,0,,123 phu dong,bình chánh,mã tin,06/10/2024,"123 phu dong, bình chánh",10.69541,106.59128
121247,4.7,70,3.0,2.0,1.0,1,đông,,0,,phú thọ hoà,tân phú,tin thường,06/10/2024,"phú thọ hoà, tân phú",10.7847065,106.6269418
121248,4.7,80,2.0,2.0,1.0,1,đông,,0,,phú trung,tân phú,tin thường,06/10/2024,"phú trung, tân phú",10.7765239,106.6420126
121244,6.8,35,2.0,2.0,1.0,0,,,0,sổ đỏ/ sổ hồng,vĩnh khánh,quận 4,tin thường,06/10/2024,"vĩnh khánh, quận 4",10.7630913,106.702281
121245,5.4,64,2.0,2.0,1.0,1,tây nam,"2 giường, 2 nệm, 2 máy lạnh, bếp hồng ngoại điện từ 3in1, quạt, 1máy nước nóng lạnh, 2 tủ quần áo mini",0,sổ đỏ/ sổ hồng,chuyên dùng,quận 7,mã tin,06/10/2024,"chuyên dùng, quận 7",10.7046837,106.740484
121243,5.15,56,3.0,3.0,2.0,1,,,0,sổ đỏ/ sổ hồng,phan huy ích,gò vấp,tin thường,06/10/2024,"phan huy ích, gò vấp",10.8373485,106.6362851
121225,5.9,20,2.0,3.0,4.0,1,,,0,sổ đỏ/ sổ hồng,3/2,quận 10,tin thường,04/10/2024,"3/2, quận 10",10.7770084,106.6811613
121217,5.3,75,3.0,2.0,2.0,1,,,0,sổ đỏ/ sổ hồng,số 6,thủ đức,tin thường,03/10/2024,"số 6, thủ đức",10.8298295,106.7617899
121196,2.35,16,2.0,2.1191670021660802,3.0,1,,,0,sổ đỏ/ sổ hồng,đường cách mạng tháng tám,quận 10,tin thường,02/10/2024,"đường cách mạng tháng tám, quận 10",10.7792292,106.6772818
121200,8.4,65,4.0,4.0,1.0,0,,full nt,0,sổ đỏ/ sổ hồng,lê văn sỹ,tân bình,tin thường,02/10/2024,"lê văn sỹ, tân bình",10.7959425,106.6660257
121202,5.8,66,2.0,2.0,1.0,1,,,0,sổ đỏ/ sổ hồng,võ văn kiệt,bình tân,tin thường,02/10/2024,"võ văn kiệt, bình tân",10.7187345,106.6048726
121203,5.78,70,2.0,2.0,1.0,1,,,0,sổ đỏ/ sổ hồng,tăng bạt hổ,bình thạnh,tin thường,02/10/2024,"tăng bạt hổ, bình thạnh",10.8109552,106.6939936
121204,5.8,70,2.0,2.0,2.0,1,,,0,sổ đỏ/ sổ hồng,nguyễn văn đậu,bình thạnh,tin thường,02/10/2024,"nguyễn văn đậu, bình thạnh",10.8123441,106.6930962
121205,5.7,52,3.0,3.0,3.0,1,,,0,sổ đỏ/ sổ hồng,bình trưng,quận 2,tin thường,02/10/2024,"bình trưng, quận 2",10.8306347,106.7010953
121208,4.2,30,4.0,4.0,4.0,0,,full,0,sổ đỏ/ sổ hồng,lê văn sỹ,tân bình,tin thường,03/10/2024,"lê văn sỹ, tân bình",10.7959425,106.6660257
121169,3.45,48,2.0,2.0,1.0,1,,,0,sổ đỏ/ sổ hồng,liên khu 5,bình tân,tin thường,02/10/2024,"liên khu 5, bình tân",10.8001476,106.5839086
121184,4.95,48,3.0,3.0,2.0,0,,,0,sổ đỏ/ sổ hồng,hương lộ 2,bình tân,tin thường,02/10/2024,"hương lộ 2, bình tân",10.7673403,106.5976493
121177,0.007,55,2.0,2.0,1.0,0,,,0,hợp đồng mua bán,hồ học lãm,bình tân,tin thường,02/10/2024,"hồ học lãm, bình tân",10.7218104,106.6112097
121182,2.7,27,1.0,2.0,1.0,1,,,0,sổ đỏ/ sổ hồng,tân tạo,bình tân,tin thường,02/10/2024,"tân tạo, bình tân",10.7610471,106.58872
121154,4.65,38,3.0,2.0,2.0,1,,,0,sổ đỏ/ sổ hồng,lê đức thọ,gò vấp,tin thường,02/10/2024,"lê đức thọ, gò vấp",10.8295183,106.6818975
121157,6.85,56,3.0,3.0,2.0,0,,,0,sổ đỏ/ sổ hồng,nguyễn hữu cảnh,bình thạnh,tin thường,02/10/2024,"nguyễn hữu cảnh, bình thạnh",10.7892164,106.7138262
121165,5.99,130,3.0,3.0,1.0,0,,,0,sổ đỏ/ sổ hồng,phan anh,tân phú,tin thường,02/10/2024,"phan anh, tân phú",10.770408,106.622263
121130,10.2,64,5.0,5.0,2.0,0,,,0,sổ đỏ/ sổ hồng,nguyễn văn quỳ,quận 7,tin thường,02/10/2024,"nguyễn văn quỳ, quận 7",10.7402847,106.73585
121131,2.0,52,2.432952229749775,1.5771942148933165,1.0,1,,,0,sổ đỏ/ sổ hồng,bình chiểu,thủ đức,tin thường,02/10/2024,"bình chiểu, thủ đức",10.8778137,106.7323493
121133,6.3,64,2.0,2.0,3.0,1,,,0,sổ đỏ/ sổ hồng,trường thọ,thủ đức,tin thường,02/10/2024,"trường thọ, thủ đức",10.836088,106.7567252
121136,6.0,29,4.0,4.0,3.0,0,,,0,sổ đỏ/ sổ hồng,nguyễn tiểu la,quận 10,tin thường,02/10/2024,"nguyễn tiểu la, quận 10",10.7595866,106.6672386
121139,2.9,33,1.0,1.0,2.0,0,,,0,sổ đỏ/ sổ hồng,số 1,quận 9,tin thường,02/10/2024,"số 1, quận 9",10.8164747,106.7932921
121113,4.95,58,3.0,2.0,3.0,0,,,0,sổ đỏ/ sổ hồng,võ văn kiệt,quận 6,tin thường,02/10/2024,"võ văn kiệt, quận 6",10.7363524,106.6378568
121083,7.0,85,3.0,1.0,2.0,1,,,0,sổ đỏ/ sổ hồng,nguyễn hữu cảnh,bình thạnh,tin thường,01/10/2024,"nguyễn hữu cảnh, bình thạnh",10.7892164,106.7138262
121085,1.8,59,2.0,2.0,1.0,0,,,0,hợp đồng mua bán,nguyễn xiển,quận 9,tin thường,01/10/2024,"nguyễn xiển, quận 9",10.8397,106.77093
121087,6.5,73,3.0,2.0,2.0,1,,,0,sổ đỏ/ sổ hồng,nơ trang long,bình thạnh,tin thường,01/10/2024,"nơ trang long, bình thạnh",10.8239658,106.7069973
121118,5.0,48,4.0,4.0,5.0,1,,,0,sổ đỏ/ sổ hồng,trương phước phan,bình tân,tin thường,02/10/2024,"trương phước phan, bình tân",10.7728443,106.6141073
121090,5.5,35,2.0,2.0,2.0,0,,,0,sổ đỏ/ sổ hồng,nghĩa phát,tân bình,tin thường,01/10/2024,"nghĩa phát, tân bình",10.7838647,106.6559153
121093,5.5,47,3.0,4.0,3.0,0,,,0,sổ đỏ/ sổ hồng,tân quý,tân phú,tin thường,01/10/2024,"tân quý, tân phú",10.7941456,106.6222286
121095,9.0,45,3.0,3.0,4.0,1,,,0,sổ đỏ/ sổ hồng,nguyễn trãi,quận 5,tin thường,01/10/2024,"nguyễn trãi, quận 5",10.7553138,106.6730839
121099,10.0,100,3.0,2.0,2.0,0,đông,,0,sổ đỏ/ sổ hồng,bình trưng,quận 2,tin thường,01/10/2024,"bình trưng, quận 2",10.8306347,106.7010953
121004,6.3,55,4.0,3.0,4.0,0,,,0,sổ đỏ/ sổ hồng,số 1,tân phú,tin thường,01/10/2024,"số 1, tân phú",10.7914967,106.6278431
121006,8.0,60,3.0,3.0,3.0,0,,,0,sổ đỏ/ sổ hồng,số 1,tân phú,tin thường,01/10/2024,"số 1, tân phú",10.7914967,106.6278431
121009,2.75,43,2.0,2.0,2.0,0,nam,,0,sổ đỏ/ sổ hồng,tân chánh hiệp,quận 12,tin thường,01/10/2024,"tân chánh hiệp, quận 12",10.8678527,106.6231544
121016,6.4,91,3.0,3.0,3.0,0,,,0,sổ đỏ/ sổ hồng,tôn thất thuyết,quận 4,tin thường,01/10/2024,"tôn thất thuyết, quận 4",10.7530057,106.6913165
121023,5.35,60,4.0,2.8995148702760862,3.0,1,,,0,sổ đỏ/ sổ hồng,đường đất mới,bình tân,tin thường,01/10/2024,"đường đất mới, bình tân",10.85778,106.74111
121027,6.3,64,2.0,2.0,3.0,1,,,0,sổ đỏ/ sổ hồng,trường thọ,thủ đức,tin thường,01/10/2024,"trường thọ, thủ đức",10.836088,106.7567252
121028,4.8,50,2.0,2.742546512611747,2.0,1,,,0,sổ đỏ/ sổ hồng,tân quý,tân phú,tin thường,01/10/2024,"tân quý, tân phú",10.7941456,106.6222286
121032,6.7,106,2.0,2.0,1.0,1,,,0,sổ đỏ/ sổ hồng,lê văn quới,bình tân,tin thường,01/10/2024,"lê văn quới, bình tân",10.776182,106.6109757
121033,5.009,54,3.0,3.0,2.0,0,,,0,sổ đỏ/ sổ hồng,đường nguyễn văn khối,gò vấp,tin thường,01/10/2024,"đường nguyễn văn khối, gò vấp",10.8435958,106.6493725
121034,0.0,80,2.0,2.0,2.0,0,,,0,hợp đồng mua bán,số 5,quận 9,tin thường,01/10/2024,"số 5, quận 9",10.8164747,106.7932921
121046,4.78,36,4.0,4.0,2.0,1,,,0,sổ đỏ/ sổ hồng,nguyễn văn nghi,gò vấp,tin thường,01/10/2024,"nguyễn văn nghi, gò vấp",10.822776,106.6881632
121050,0.015,68,2.0,1.0,1.0,0,,,0,sổ đỏ/ sổ hồng,bàu cát,tân bình,tin thường,01/10/2024,"bàu cát, tân bình",10.7925784,106.6419952
121053,4.55,37,3.0,3.0,2.0,1,,,0,sổ đỏ/ sổ hồng,bùi minh trực,quận 8,tin thường,01/10/2024,"bùi minh trực, quận 8",10.7360726,106.6526066
121054,5.2,73,2.0,3.0,2.0,1,,,0,sổ đỏ/ sổ hồng,liên khu 2-10,bình tân,tin thường,01/10/2024,"liên khu 2-10, bình tân",10.7853595,106.601389
121057,5.35,96,4.0,3.0,3.0,1,,,0,sổ đỏ/ sổ hồng,liên khu 2-10,bình tân,tin thường,01/10/2024,"liên khu 2-10, bình tân",10.7853595,106.601389
121077,3.539,50,2.0,3.0,1.0,1,,,0,sổ đỏ/ sổ hồng,lê văn sỹ,quận 3,tin thường,01/10/2024,"lê văn sỹ, quận 3",10.7868668,106.6797258
121078,3.59,56,4.0,3.0,2.0,1,đông nam,,0,sổ đỏ/ sổ hồng,lê văn thọ,gò vấp,tin thường,01/10/2024,"lê văn thọ, gò vấp",10.8388125,106.6577193
118674,0.0,0,3.0,2.9133750546962807,2.0,0,,,0,sổ đỏ/ sổ hồng,số 1,quận 9,tin thường,09/09/2024,"số 1, quận 9",10.8164747,106.7932921
118681,0.0,0,3.0,2.9133750546962807,2.0,0,,,0,sổ đỏ/ sổ hồng,số 1,quận 9,tin thường,09/09/2024,"số 1, quận 9",10.8164747,106.7932921
120899,0.0,100,1.0,1.0,2.0,0,,,0,sổ đỏ/ sổ hồng,số 4,quận 4,tin thường,30/09/2024,"số 4, quận 4",10.7607328,106.7075519
120906,9.5,56,5.0,5.0,2.0,0,,,0,sổ đỏ/ sổ hồng,ung văn khiêm,bình thạnh,tin thường,30/09/2024,"ung văn khiêm, bình thạnh",10.8099275,106.7126155
120909,6.0,84,2.0,2.0,1.0,0,,,0,sổ đỏ/ sổ hồng,nguyễn xiển,quận 9,tin thường,30/09/2024,"nguyễn xiển, quận 9",10.8397,106.77093
120911,4.95,33,3.0,4.0,3.0,1,,,0,sổ đỏ/ sổ hồng,đường cách mạng tháng tám,quận 10,tin thường,30/09/2024,"đường cách mạng tháng tám, quận 10",10.7792292,106.6772818
121000,0.03,100,2.3253849519352228,1.0,3.0,0,,,0,sổ đỏ/ sổ hồng,số 4,quận 4,tin thường,01/10/2024,"số 4, quận 4",10.7607328,106.7075519
120924,5.35,54,2.0,2.0,1.0,0,,,0,sổ đỏ/ sổ hồng,đường nguyễn văn khối,gò vấp,tin thường,30/09/2024,"đường nguyễn văn khối, gò vấp",10.8435958,106.6493725
120949,6.7,46,3.0,3.0,1.0,1,,,0,sổ đỏ/ sổ hồng,nguyễn thị thập,quận 7,tin thường,30/09/2024,"nguyễn thị thập, quận 7",10.7386703,106.7120731
120954,3.9,30,2.0,2.0,2.0,1,,,0,sổ đỏ/ sổ hồng,lê thị bạch cát,quận 11,tin thường,30/09/2024,"lê thị bạch cát, quận 11",10.7647392,106.6507927
120956,5.4,20,2.0,3.0,3.0,0,,,0,sổ đỏ/ sổ hồng,tô hiến thành,quận 10,tin thường,30/09/2024,"tô hiến thành, quận 10",10.7719744,106.6599532
120958,5.8,48,3.224336300418,2.9990970131096533,1.0,1,đông bắc,,0,sổ đỏ/ sổ hồng,bùi thị xuân,tân bình,tin thường,30/09/2024,"bùi thị xuân, tân bình",10.7984631,106.6626441
120961,5.4,20,2.0,3.0,3.0,0,,,0,sổ đỏ/ sổ hồng,tô hiến thành,quận 10,tin thường,30/09/2024,"tô hiến thành, quận 10",10.7719744,106.6599532
120967,3.6,33,2.0,2.0,2.0,0,,,0,sổ đỏ/ sổ hồng,đường kênh tân hoá,tân phú,tin thường,30/09/2024,"đường kênh tân hoá, tân phú",10.7680027,106.6355945
120971,6.9,65,2.0,3.0,3.0,0,,,0,sổ đỏ/ sổ hồng,dương tử giang,quận 5,tin thường,30/09/2024,"dương tử giang, quận 5",10.754153,106.6555509
120977,3.9,50,4.0,2.0,2.0,1,,,0,sổ đỏ/ sổ hồng,bình trưng,quận 2,tin thường,30/09/2024,"bình trưng, quận 2",10.8306347,106.7010953
120991,1.82,12,3.0,2.0,4.0,1,,,0,sổ đỏ/ sổ hồng,tô hiến thành,quận 10,tin thường,01/10/2024,"tô hiến thành, quận 10",10.7719744,106.6599532
120993,1.8,12,3.0,2.0,4.0,1,,,0,sổ đỏ/ sổ hồng,tô hiến thành,quận 10,tin thường,01/10/2024,"tô hiến thành, quận 10",10.7719744,106.6599532
118995,7.0,85,4.0,4.0,5.0,1,,,0,sổ đỏ/ sổ hồng,số 1,bình chánh,tin thường,12/09/2024,"số 1, bình chánh",10.6913936,106.5840281
120796,5.9,54,4.0,3.0,3.0,0,,,0,sổ đỏ/ sổ hồng,phạm văn chiêu,gò vấp,tin thường,28/09/2024,"phạm văn chiêu, gò vấp",10.8537373,106.6642851
120802,5.35,25,3.0,3.0,5.0,1,,,0,sổ đỏ/ sổ hồng,hoàng hoa thám,bình thạnh,tin thường,28/09/2024,"hoàng hoa thám, bình thạnh",10.80905,106.6856488
120804,1.45,32,2.0,2.0,2.0,0,tây nam,,0,hợp đồng mua bán,cao lỗ,quận 8,tin thường,28/09/2024,"cao lỗ, quận 8",10.7347025,106.6798035
120812,5.8,64,4.0,4.0,4.0,0,,,0,sổ đỏ/ sổ hồng,số 4,bình tân,tin thường,29/09/2024,"số 4, bình tân",10.7703708,106.5996353
120817,6.7,60,4.0,3.0,4.0,0,,,0,sổ đỏ/ sổ hồng,bưng ông thoàn,quận 9,tin thường,29/09/2024,"bưng ông thoàn, quận 9",10.8104151,106.7975667
120877,5.89,63,2.0,2.0,2.0,1,,,0,sổ đỏ/ sổ hồng,đinh bộ lĩnh,bình thạnh,tin thường,30/09/2024,"đinh bộ lĩnh, bình thạnh",10.8133658,106.7095582
120819,3.8,30,2.0,2.0,1.0,0,,,0,sổ đỏ/ sổ hồng,nguyễn văn nghi,gò vấp,tin thường,29/09/2024,"nguyễn văn nghi, gò vấp",10.822776,106.6881632
120878,2.5,107,1.0,1.0,2.0,0,,,0,sổ đỏ/ sổ hồng,xuân thới sơn 2,hóc môn,tin thường,30/09/2024,"xuân thới sơn 2, hóc môn",10.8770551,106.5823173
120821,3.23,17,2.0,3.0,3.0,1,,,0,sổ đỏ/ sổ hồng,đường nguyên hồng,bình thạnh,tin thường,29/09/2024,"đường nguyên hồng, bình thạnh",10.77306,106.75444
120824,5.0,46,3.0,2.0,2.0,0,{var:huongid},,0,sổ đỏ/ sổ hồng,trần xuân soạn,quận 7,tin thường,29/09/2024,"trần xuân soạn, quận 7",10.751721,106.6984938
120825,4.3,48,3.0,3.0,3.0,1,,,0,sổ đỏ/ sổ hồng,mã lò,bình tân,tin thường,29/09/2024,"mã lò, bình tân",10.7595344,106.6056798
120828,3.55,35,2.0,2.0,3.0,0,,,0,sổ đỏ/ sổ hồng,nguyễn văn lượng,gò vấp,tin thường,29/09/2024,"nguyễn văn lượng, gò vấp",10.8396022,106.6804903
120831,3.7,31,3.0,3.0,2.0,1,,,0,sổ đỏ/ sổ hồng,nguyễn văn công,gò vấp,tin thường,29/09/2024,"nguyễn văn công, gò vấp",10.8166252,106.6763871
120836,11.8,88,5.0,6.0,3.0,1,,,0,sổ đỏ/ sổ hồng,lê văn lương,quận 7,tin thường,29/09/2024,"lê văn lương, quận 7",10.7257545,106.698196
120837,8.0,80,4.0,5.0,4.0,1,,cơ bản,0,sổ đỏ/ sổ hồng,1979 huỳnh tấn phát,nhà bè,tin thường,29/09/2024,"1979 huỳnh tấn phát, nhà bè",10.6980725,106.7389145
120838,4.39,63,3.0,3.0,2.0,1,,,0,sổ đỏ/ sổ hồng,đường nguyễn văn khối,gò vấp,tin thường,29/09/2024,"đường nguyễn văn khối, gò vấp",10.8435958,106.6493725
120842,4.97,72,2.0,2.0,2.0,0,{var:huongid},,0,hợp đồng mua bán,nguyễn xiển,quận 9,tin thường,29/09/2024,"nguyễn xiển, quận 9",10.8397,106.77093
120843,4.97,72,2.0,2.0,2.0,0,,,0,hợp đồng mua bán,nguyễn xiển,quận 9,tin thường,29/09/2024,"nguyễn xiển, quận 9",10.8397,106.77093
120862,5.2,38,3.0,2.0,2.0,0,,,0,sổ đỏ/ sổ hồng,đường cách mạng tháng tám,quận 10,tin thường,29/09/2024,"đường cách mạng tháng tám, quận 10",10.7792292,106.6772818
120865,4.98,43,3.0,2.0,2.0,0,,,0,sổ đỏ/ sổ hồng,huỳnh văn nghệ,tân bình,tin thường,29/09/2024,"huỳnh văn nghệ, tân bình",10.8284499,106.6419327
120725,11.9,100,4.901325879491832,1.0,2.0,0,,,0,sổ đỏ/ sổ hồng,tân quý,tân phú,tin thường,28/09/2024,"tân quý, tân phú",10.7941456,106.6222286
120729,3.5,42,2.0,1.0,1.0,0,,,0,sổ đỏ/ sổ hồng,bình trưng,quận 2,tin thường,28/09/2024,"bình trưng, quận 2",10.8306347,106.7010953
120730,2.5,28,2.0,2.0,2.0,0,,,0,sổ đỏ/ sổ hồng,trương phước phan,bình tân,tin thường,28/09/2024,"trương phước phan, bình tân",10.7728443,106.6141073
120741,5.2,26,4.0,3.0,2.0,0,,,0,sổ đỏ/ sổ hồng,lê hồng phong,quận 10,tin thường,28/09/2024,"lê hồng phong, quận 10",10.769337,106.6737017
120753,3.0,27,2.0,2.0,1.0,1,,,0,sổ đỏ/ sổ hồng,lê văn thọ,gò vấp,tin thường,28/09/2024,"lê văn thọ, gò vấp",10.8388125,106.6577193
120760,5.3,29,3.0,4.0,2.0,1,,,0,sổ đỏ/ sổ hồng,tô hiến thành,quận 10,tin thường,28/09/2024,"tô hiến thành, quận 10",10.7719744,106.6599532
120762,2.3,26,1.0,1.0,1.0,0,,,0,sổ đỏ/ sổ hồng,âu cơ,tân bình,tin thường,28/09/2024,"âu cơ, tân bình",10.7751932,106.6477608
120764,2.2,34,1.0,1.0,1.0,0,tây,bàn giao theo cđt,0,hợp đồng mua bán,,thủ đức,tin thường,28/09/2024,thủ đức,10.8298295,106.7617899
120770,7.5,69,3.0,4.0,4.0,1,,,0,sổ đỏ/ sổ hồng,đặng văn bi,thủ đức,tin thường,28/09/2024,"đặng văn bi, thủ đức",10.8406385,106.7656211
120780,9.3,80,4.159169838442912,4.356804273713426,3.0,0,,,0,sổ đỏ/ sổ hồng,sơn kỳ,tân phú,tin thường,28/09/2024,"sơn kỳ, tân phú",10.8040522,106.6206836
120781,4.55,40,3.0,3.0,2.0,0,,,0,sổ đỏ/ sổ hồng,phan anh,bình tân,tin thường,28/09/2024,"phan anh, bình tân",10.7722032,106.6218333
120785,3.75,35,2.0,2.0,1.0,0,,,0,sổ đỏ/ sổ hồng,đường chiến lược,bình tân,tin thường,28/09/2024,"đường chiến lược, bình tân",10.7617595,106.6127143
120788,4.1,100,1.0,1.0,2.0,1,,,0,sổ đỏ/ sổ hồng,tân chánh hiệp,quận 12,tin thường,28/09/2024,"tân chánh hiệp, quận 12",10.8678527,106.6231544
120791,8.7,76,4.0,5.0,2.0,0,,,0,sổ đỏ/ sổ hồng,số 3,quận 6,tin thường,28/09/2024,"số 3, quận 6",10.745886,106.6392921
120794,5.8,52,3.0,4.0,3.0,1,,,0,sổ đỏ/ sổ hồng,bình trưng,quận 2,tin thường,28/09/2024,"bình trưng, quận 2",10.8306347,106.7010953
120710,2.9,36,2.0,2.042181368267086,2.0,0,,,0,sổ đỏ/ sổ hồng,phạm văn chiêu,gò vấp,tin thường,27/09/2024,"phạm văn chiêu, gò vấp",10.8537373,106.6642851
120712,2.9,36,2.0,2.042181368267086,2.0,0,,,0,sổ đỏ/ sổ hồng,phạm văn chiêu,gò vấp,tin thường,27/09/2024,"phạm văn chiêu, gò vấp",10.8537373,106.6642851
120716,3.85,11,3.0,3.0,1.0,1,,,0,sổ đỏ/ sổ hồng,phạm văn đồng,gò vấp,tin thường,27/09/2024,"phạm văn đồng, gò vấp",10.8185798,106.688051
120719,7.0,83,3.0,2.0,2.0,1,,,0,sổ đỏ/ sổ hồng,nguyễn thượng hiền,bình thạnh,tin thường,27/09/2024,"nguyễn thượng hiền, bình thạnh",10.8150491,106.6878297
120720,3.99,28,2.0,2.0,2.0,1,tây nam,,0,sổ đỏ/ sổ hồng,quang trung,gò vấp,tin thường,27/09/2024,"quang trung, gò vấp",10.8380478,106.6521633
120630,6.4,31,2.0,3.0,3.0,0,,,0,sổ đỏ/ sổ hồng,nguyễn tri phương,quận 10,tin thường,27/09/2024,"nguyễn tri phương, quận 10",10.767749,106.6670229
120641,4.0,44,3.0,2.491787769357142,3.0,1,,,0,sổ đỏ/ sổ hồng,mã lò,bình tân,tin thường,27/09/2024,"mã lò, bình tân",10.7595344,106.6056798
120654,3.75,36,2.0,2.0,2.0,1,,,0,sổ đỏ/ sổ hồng,nguyễn văn đậu,bình thạnh,tin thường,27/09/2024,"nguyễn văn đậu, bình thạnh",10.8123441,106.6930962
120655,5.46,62,4.0,4.0,2.0,0,,,0,sổ đỏ/ sổ hồng,phạm văn chí,quận 6,tin thường,27/09/2024,"phạm văn chí, quận 6",10.7431804,106.6438301
120657,3.8,33,2.0,1.0,1.0,0,,,0,sổ đỏ/ sổ hồng,nguyễn văn trỗi,phú nhuận,tin thường,27/09/2024,"nguyễn văn trỗi, phú nhuận",10.7959666,106.6750376
120661,3.39,32,2.0,2.0,2.0,1,,,0,sổ đỏ/ sổ hồng,đường nguyễn văn khối,gò vấp,tin thường,27/09/2024,"đường nguyễn văn khối, gò vấp",10.8435958,106.6493725
120663,5.9,58,4.0,4.0,4.0,1,,,0,sổ đỏ/ sổ hồng,chu văn an,bình thạnh,tin thường,27/09/2024,"chu văn an, bình thạnh",10.8107503,106.7069253
120671,5.9,70,4.0,6.0,2.0,0,,,0,sổ đỏ/ sổ hồng,quốc lộ 1a,bình tân,tin thường,27/09/2024,"quốc lộ 1a, bình tân",10.769218,106.5928689
120682,11.9,100,4.900847296187857,3.7878994925833895,4.0,0,tây nam,,0,sổ đỏ/ sổ hồng,tây thạnh,tân phú,tin thường,27/09/2024,"tây thạnh, tân phú",10.812483,106.6237735
120688,12.4,80,4.832016734244407,4.086404740622121,3.0,0,tây nam,,0,sổ đỏ/ sổ hồng,tây thạnh,tân phú,tin thường,27/09/2024,"tây thạnh, tân phú",10.812483,106.6237735
120698,4.8,37,2.0,2.851955897602735,1.0,0,,,0,sổ đỏ/ sổ hồng,lạc long quân,tân bình,tin thường,27/09/2024,"lạc long quân, tân bình",10.7895843,106.6521496
120699,3.4,56,3.0,1.0,1.0,0,,,0,sổ đỏ/ sổ hồng,lưu hữu phước,quận 8,tin thường,27/09/2024,"lưu hữu phước, quận 8",10.7211563,106.6328438
120702,5.3,45,2.0,2.0,2.0,1,,,0,sổ đỏ/ sổ hồng,cách mạng tháng tám,tân bình,tin thường,27/09/2024,"cách mạng tháng tám, tân bình",10.7926968,106.6537942
120703,10.5,120,4.0,4.0,2.0,1,,,0,sổ đỏ/ sổ hồng,số 7,bình chánh,tin thường,27/09/2024,"số 7, bình chánh",10.7057611,106.6460087
120704,8.3,115,3.0,3.0,1.0,1,,,0,sổ đỏ/ sổ hồng,đỗ xuân hợp,quận 9,tin thường,27/09/2024,"đỗ xuân hợp, quận 9",10.8397,106.77093
120709,3.755,100,3.0,2.0,2.0,0,,,0,sổ đỏ/ sổ hồng,nguyễn xiển,quận 9,tin thường,27/09/2024,"nguyễn xiển, quận 9",10.8397,106.77093
119857,5.5,95,3.0,2.0,1.0,1,,,0,sổ đỏ/ sổ hồng,tân chánh hiệp,quận 12,tin thường,20/09/2024,"tân chánh hiệp, quận 12",10.8678527,106.6231544
119859,7.2,38,2.0,2.0,2.0,0,,,0,sổ đỏ/ sổ hồng,hồ thị kỷ,quận 10,tin thường,20/09/2024,"hồ thị kỷ, quận 10",10.7665974,106.6764087
119870,10.0,30,3.0,4.0,4.0,1,,,0,sổ đỏ/ sổ hồng,đường nguyễn thị minh khai,quận 1,tin thường,20/09/2024,"đường nguyễn thị minh khai, quận 1",10.7736977,106.6895653
119873,4.5,80,2.0,2.0,2.0,0,đông nam,,0,sổ đỏ/ sổ hồng,nguyễn xiển,quận 9,tin thường,20/09/2024,"nguyễn xiển, quận 9",10.8397,106.77093
119878,6.15,51,3.0,4.0,3.0,1,,,0,sổ đỏ/ sổ hồng,linh đông,thủ đức,tin thường,20/09/2024,"linh đông, thủ đức",10.8483113,106.7471122
119895,2.6,21,2.0,2.0,1.0,0,,,0,sổ đỏ/ sổ hồng,phạm thế hiển,quận 8,tin thường,20/09/2024,"phạm thế hiển, quận 8",10.7506531,106.6891707
119896,3.0,21,2.0,2.0,2.0,0,,,0,sổ đỏ/ sổ hồng,tùng thiện vương,quận 8,tin thường,20/09/2024,"tùng thiện vương, quận 8",10.7443164,106.6560583
119899,7.3,52,4.0,4.0,3.0,0,,,0,sổ đỏ/ sổ hồng,nguyễn trọng tuyển,phú nhuận,tin thường,20/09/2024,"nguyễn trọng tuyển, phú nhuận",10.797322,106.6787104
119900,5.8,31,3.0,3.0,4.0,0,,,0,sổ đỏ/ sổ hồng,nguyễn tiểu la,quận 10,tin thường,20/09/2024,"nguyễn tiểu la, quận 10",10.7595866,106.6672386
119901,4.3,48,4.0,2.469433450781041,3.0,1,,,0,sổ đỏ/ sổ hồng,tân tạo,bình tân,tin thường,20/09/2024,"tân tạo, bình tân",10.7610471,106.58872
