id	price	area	bedrooms	wc	n_floors	car_place	house_orientation	furniture	facade	legal	street	district	type	date	location2
102468	1.95	100				False			False			thủ đức	tin thường	18/07/2023	mức giá
91461	7.5	90				True			False			tân bình	tin thường	03/03/2023	thành phố hồ chí minh
92485	3.0	30	2.0	2.0	2	True			False		trần thị nghĩ	gò vấp	tin thường	16/03/2023	cityland trần thị nghỉ, quận gò vấp, tp. hcm
106053	0.6	45				False			False		trần đại nghĩa	bình chánh	tin thường	23/08/2023	amazing city phố trần đại nghĩa - bình chánh
113733	16.0	100	4		4	False			True			bình tân	tin thường	16/11/2023	mức giá
113221	1.5	12	1.0	1.0	1	False			True		số 1	quận 7	tin thường	24/11/2023	đường số 17 phường tân thuận tây
112197	2.9	91	2.0	2.0		False	đông-nam		False			tân bình	tin thường	01/11/2023	chung cư phúc yên, số 31-33 phan huy ích, phường 15, quận tân bình.
110405	6.7	63	4.0	5.0	4	True			False		số 8	gò vấp	tin thường	12/10/2023	đường số 8
110149	4.25	82	2		1	True			False		tân thới nhất	quận 12	tin thường	10/10/2023	tân thới nhất - q12
108613	2.55	62				True			False		nguyễn xí	bình thạnh	tin thường	22/09/2023	nguyễn xí - p13 - bình thạnh
108101	6.7	35	3		4	True			False			quận 3	tin thường	15/09/2023	thành phố hồ chí minh
106821	6.2	98	1			False			True			thủ đức	tin thường	31/08/2023	mức giá
93765	8.6	88	5.0	5.0	3	True			False			gò vấp	tin thường	01/04/2023	mức giá
105285	4.2	18	3.0	3.0	4	True	đông-bắc		False			phú nhuận	tin thường	15/08/2023	mức giá
103749	32.0	128			3	True			False			quận 1	tin thường	29/07/2023	mức giá
102469	1.5	24	3			False			False		nguyễn tất thành	quận 4	tin thường	18/07/2023	504 nguyễn tất thành, phường 18, quận 4, tp.hcm
100421	4.8	53	3.0	4.0	2	True			False		lò lu	quận 9	tin thường	27/06/2023	đường lò lu, phường trường thạnh, q9
99397	4.5	60	3.0	2.0	3	True			False		mã lò	bình tân	tin thường	14/06/2023	mã lò bình hưng hòa a bình tân
98885	4.45	55	2.0	2	1	True			False			quận 11	tin thường	09/06/2023	mức giá
98117	6.1	40	8.0	8.0	5	True			False			bình thạnh	tin thường	30/05/2023	mức giá
80966	6.1	59	4.0	4.0	3	True			False			gò vấp	tin thường	31/10/2022	mức giá
81478	5.8	66	3	2	1	True			False			quận 9	tin thường	03/11/2022	mức giá
89414	4.5	39	3.0	3.0	2	False			False		tây thạnh	tân phú	tin thường	09/02/2023	tây thạnh, p.tây thạnh, tân phú
98886	4.66	88	2.0	2.0		False	đông		False		lò lu	quận 9	tin thường	09/06/2023	đường lò lu, phường trường thạnh, quận 9, tp. hcm
97094	2.8	21			3	False			False			tân bình	tin thường	18/05/2023	mức giá
96070	4.85	57	2.0	2.0	1	True			True			tân phú	tin thường	05/05/2023	mức giá
95558	5.5	51	3.0	3.0	3	True			True		tân hương	tân phú	tin thường	26/04/2023	tân hương, tân quý, tân phú
95302	4.3	44	3.0	3.0	3	True	đông-bắc		False		quang trung	gò vấp	tin thường	19/04/2023	quang trung
91718	1.95	50	1.0	1.0		False			False			quận 9	tin thường	08/03/2023	đường võ chí công, phường phú hữu, q9
90950	2.0	50	4.0	2.0	2	False			False			nhà bè	tin thường	27/02/2023	1716 huỳnh tấn phát tt nhà bè tphcm
90694	3.0	32	2.0	2.0		False			False		phan văn trị	gò vấp	tin thường	24/02/2023	phan văn tri
89158	5.3	54	2.0	2.0		True			False			gò vấp	tin thường	07/02/2023	mức giá
81734	9.5	111				True			True			quận 9	tin thường	04/11/2022	mức giá
88646	13.8	80	4.0	4.0	4	True			False		hồ văn huê	phú nhuận	tin thường	27/01/2023	hồ văn huê, p9, phú nhuận
88390	11.9	128			2	False			True			bình tân	tin thường	10/01/2023	mức giá
87110	4.6	82	3	3	1	False			True			thủ đức	tin thường	21/12/2022	mức giá
86086	4.8	65	2.0	1.0		True	bắc		False		lý thường kiệt	gò vấp	tin thường	11/12/2022	nhà lý thường kiệt, phường 7, gò vấp
85062	5.5	17	3		4	True			False		cách mạng tháng 8	quận 10	tin thường	01/12/2022	cách mạng tháng tám, phường 15 quận 10.
84550	1.7	36	2.0	2.0	1	False			False			quận 8	tin thường	28/11/2022	mức giá
84038	4.0	60			3	False			False			tân bình	tin thường	22/11/2022	thành phố hồ chí minh
81990	8.9	52	4.0	3.0	3	True			False		nguyễn trung trực	bình thạnh	tin thường	06/11/2022	nguyễn trung trực, phường 5, quận bình thạnh, hồ chí minh
100678	5.7	90				True	nam		False		số 8	gò vấp	tin thường	29/06/2023	đường số 8
101446	4.35	38	3.0	3.0	3	False	bắc		False		phú thọ hòa	tân phú	tin thường	07/07/2023	phú thọ hòa - phường phú thọ hòa - quận tân phú
114502	6.18	72	6.0	5.0	3	True	tây-bắc		False			bình tân	tin thường	06/12/2023	thành phố hồ chí minh
85831	5.9	56	2.0	2.0	1	True			False		lê văn việt	quận 9	tin thường	07/12/2022	lê văn việt, phường tăng nhơn phú a, thủ đức
85319	40.0	95	4.0	5.0	5	False			False		đỗ xuân hợp	quận 2	tin thường	03/12/2022	đường đỗ xuân hợp, phường an phú, thành phố thủ đức, thành phố hồ chí minh
85063	3.3	110	2	3	3	True			True			bình tân	tin thường	01/12/2022	mức giá
83783	1.9	33	2.0	2.0	1	False			False			phú nhuận	tin thường	21/11/2022	mức giá
83015	4.65	48	2.0		2	True			False		lý thánh tông	tân phú	tin thường	14/11/2022	đường lý thánh tông
82759	3.45	87	3.0	2.0		False			False			quận 9	tin thường	12/11/2022	đường võ chí công, phường phú hữu, q9
81991	5.9	52	4.0	4.0	2	True			False		dương văn dương	tân phú	tin thường	06/11/2022	dương văn dương, phường tân quý, quận tân phú, hồ chí minh
81479	4.6	50	3	2	3	False			False			tân bình	tin thường	03/11/2022	mức giá
80711	6.6	72	4.0	3.0		True			False		hương lộ 2	bình tân	tin thường	29/10/2022	hương lộ 2, btđ a, bình tân
114758	4.9	56	2.0	2.0	5	True			True		hồng lạc	tân bình	tin thường	01/12/2023	hồng lạc, p.10, tân bình
113734	10.0	80	2.0	2.0	1	False			True			tân bình	tin thường	16/11/2023	thành phố hồ chí minh
102214	2.15	73			2	False			False			bình tân	tin thường	15/07/2023	mức giá
113478	2.75	43	2	2	2	False			True			bình tân	tin thường	21/11/2023	mức giá
111430	12.7	100	5	5	2	True			True			bình tân	tin thường	24/10/2023	mức giá
110150	3.9	67	3	3	1	False			False		tân thới nhất	quận 12	tin thường	09/10/2023	tân thới nhất - q12
109894	12.5	80			2	False			True			bình tân	tin thường	07/10/2023	mức giá
108358	29.5	140			4	True			True		đặng văn bi	thủ đức	tin thường	20/09/2023	đường đặng văn bi, phường bình thọ, quận thủ đức, tp hcm
105542	2.35	90				False			False			thủ đức	tin thường	17/08/2023	mức giá
86087	12.5	70	4		4	False			False			quận 10	tin thường	11/12/2022	thành phố hồ chí minh
86343	8.8	56	4.0	3.0	2	True			True			gò vấp	tin thường	13/12/2022	mức giá
97095	1.85	32	1.0	1.0		False			False			bình chánh	tin thường	18/05/2023	mức giá
104519	5.95	75	4.0	3	2	True			False			quận 6	tin thường	07/08/2023	mức giá
103751	3.7	43	2	2	1	False			False			tân bình	tin thường	29/07/2023	mức giá
103239	3.68	30	3.0	4.0	2	False			False		mai văn ngọc	phú nhuận	tin thường	26/07/2023	mai văn ngọc
102471	13.5	89	4.0		2	False			True		số 9	gò vấp	tin thường	18/07/2023	đường số 9
101191	1.5	24	3			False			False		nguyễn tất thành	quận 4	tin thường	06/07/2023	504 nguyễn tất thành, phường 18, quận 4, tp.hcm
100935	9.6	48	3.0	3.0		True			True		nguyễn thị huỳnh	phú nhuận	tin thường	03/07/2023	nguyễn thị huỳnh
99655	9.0	40	2		4	False			False			tân bình	tin thường	16/06/2023	mức giá
99399	10.0	95	11.0	12.0	4	True	nam		True		dương đức hiền	tân phú	tin thường	14/06/2023	dương đức hiền
96583	0.56	75	2.0	2.0		False			False			hóc môn	tin thường	11/05/2023	mức giá
96327	3.3	40	2		2	True			False			quận 9	tin thường	06/05/2023	mức giá
95559	1.6	24	3			False			False		nguyễn tất thành	quận 4	tin thường	26/04/2023	504 nguyễn tất thành, phường 18, quận 4, tp.hcm
95047	6.5	40	3.0	3.0	2	False			False			quận 10	tin thường	17/04/2023	thành phố hồ chí minh
94791	8.0	80	4.0	3.0	2	True			False			gò vấp	tin thường	15/04/2023	mức giá
94535	6.6	52	4.0	5.0	3	True			False			gò vấp	tin thường	10/04/2023	mức giá
93767	4.5	42	4.0	3.0	3	True			True			tân bình	tin thường	01/04/2023	mức giá
92487	14.0	100				False			True			quận 7	tin thường	16/03/2023	tân phong, quận 7
88391	3.5	40			1	True			False			bình tân	tin thường	10/01/2023	mức giá
87623	0.72	125	3	3		True			True			hóc môn	tin thường	27/12/2022	mức giá
87367	3.32	25	5.0	5.0	6	True	đông-nam		False			quận 10	tin thường	23/12/2022	mức giá
105287	4.66	88	2.0	2.0		False	đông		False		lò lu	quận 9	tin thường	15/08/2023	đường lò lu, phường trường thạnh, quận 9, tp. hcm, -dự án-, -dự án-
106311	1.95	100				False			False			bình chánh	tin thường	25/08/2023	mức giá
83016	11.4	188	4		1	False			True			thủ đức	tin thường	14/11/2022	mức giá
93512	3.8	58			2	True			False			quận 12	tin thường	28/03/2023	hcm
92232	3.0	80	5	3	1	True			True			quận 8	tin thường	14/03/2023	mức giá
86600	6.6	48	4.0	3.0	2	True			False			bình thạnh	tin thường	15/12/2022	mức giá
85832	3.8	53	3.0	2.0	2	True			False		nam hòa	quận 9	tin thường	07/12/2022	nam hòa, phường phước long a, thủ đức
85064	6.5	50	8		5	False			False			tân bình	tin thường	01/12/2022	mức giá
84296	7.1	33	3.0	3.0		False			False			quận 3	tin thường	26/11/2022	hẻm 404 nguyễn đình chiểu, phường 4, quận 3
81992	19.0	250			1	False	đông-nam		True		hồ văn tư	thủ đức	tin thường	06/11/2022	đường hồ văn tư, phường trường thọ, quận thủ đức, thành phố thủ đức.
81224	25.0	324	38.0	40.0	2	False			False			quận 7	tin thường	01/11/2022	q7
80200	6.87	65	4.0	4.0	3	True	tây-nam		False		phan huy ích	gò vấp	tin thường	26/10/2022	phan huy ích gò vấp
112455	1.85	18	1.0	1.0	1	True			True			gò vấp	tin thường	03/11/2023	thành phố hồ chí minh
111687	8.0	105			1	False			True			bình tân	tin thường	25/10/2023	mức giá
109383	5.8	55	3.0	4.0	2	True			False			bình thạnh	tin thường	02/10/2023	mức giá
108359	4.85	120	3.0	2.0	2	False	nam		True			bình tân	tin thường	20/09/2023	thành phố hồ chí minh
108103	5.2	75	5.0	4.0	4	True			False		đỗ xuân hợp	quận 9	tin thường	09/09/2023	đỗ xuân hợp, phước long b, tp. thủ đức , hcm
107847	6.2	60	3.0	4.0	2	True			False		trường chinh	tân bình	tin thường	13/09/2023	trường chinh, p.14, tân bình
107591	2.1	12	1.0	2.0	1	True			False			bình thạnh	tin thường	11/09/2023	mức giá
99400	5.5	85	2.0		2	False			False		phạm văn chiêu	gò vấp	tin thường	14/06/2023	phạm văn chiêu
101192	4.8	81	2.0	2.0	1	True			False		trường chinh	tân bình	tin thường	06/07/2023	trường chinh, p.13, tân bình
110920	6.7	36	4	3	3	True			False			bình thạnh	tin thường	19/10/2023	mức giá
87369	4.6	65	2.0	2.0		True			True		lưu chí hiếu	tân phú	tin thường	23/12/2022	lưu chí hiếu, tây thạnh, tân phú
84553	7.25	44	3.0	3.0	2	False	đông-bắc		False		cách mạng tháng 8	quận 10	tin thường	28/11/2022	cách mạng tháng 8, phường 13, quận 10, tphcm
82761	7.9	75	4		3	True			True			tân bình	tin thường	12/11/2022	mức giá
81225	5.6	76		1.0		False			True			quận 12	tin thường	01/11/2022	mức giá
80201	6.86	65	4.0	4.0	3	True	bắc		False		phan huy ích	gò vấp	tin thường	26/10/2022	phan huy ích gò vấp
114504	3.65	22	2.0	2.0	1	False			True			phú nhuận	tin thường	06/12/2023	mức giá
114248	11.5	60	4	5	2	False			True			bình tân	tin thường	10/11/2023	mức giá
113480	4.78	33	4.0	5.0	5	False			True			tân bình	tin thường	21/11/2023	thành phố hồ chí minh
108104	4.66	88	2.0	2.0		False	đông		False		lò lu	quận 9	tin thường	16/09/2023	đường lò lu, phường trường thạnh, quận 9, tp. hcm, -dự án-, -dự án-
107592	4.9	62			1	False			True			bình tân	tin thường	11/09/2023	thành phố hồ chí minh
106824	4.5	28	4	4	2	True			False			phú nhuận	tin thường	31/08/2023	mức giá
105800	2.4	38	2.0	2.0	1	True	đông-nam		True		bạch đằng	bình thạnh	tin thường	21/08/2023	bạch đằng, p.24, bình thạnh
104520	6.0	48	2.0	2		False			True			quận 5	tin thường	07/08/2023	mức giá
102984	6.5	42				False			True			quận 4	tin thường	22/07/2023	thành phố hồ chí minh
102472	3.0	48			1	True			False		tân thành	tân phú	tin thường	18/07/2023	vườn lài p tân thành quận tân phú tphcm
87881	2.4	22	1	1	2	True			False			tân bình	tin thường	30/12/2022	mức giá
88649	7.6899999999999995	44	7.0	7.0	2	True			True			bình thạnh	tin thường	27/01/2023	ql13, p26, q.bình thạnh
107337	4.98	64	4.0	3.0	3	True	tây		False			tân phú	tin thường	08/09/2023	thành phố hồ chí minh
105801	4.99	62	3		3	True			True			bình tân	tin thường	21/08/2023	an lạc, bình tân
105289	1.35	100				False			False			bình chánh	tin thường	15/08/2023	mức giá
104777	5.6	54	4.0	3	2	True			False			quận 6	tin thường	09/08/2023	mức giá
103753	5.7	52	2	2	1	False			False			tân bình	tin thường	29/07/2023	mức giá
102217	16.5	84	4.0			False			False			quận 6	tin thường	15/07/2023	mức giá
101961	7.2	120				False	đông-bắc		True			quận 8	tin thường	13/07/2023	đất đẹp vuông vức không lỗi phong thủy 120 m2 sổ riêng mặt tiền đường lớn 30m ngay trung tâm quận 8
89417	15.0	168			1	True			False			bình tân	tin thường	09/02/2023	mức giá
97353	3.4	39	1.0	1.0		False			False		an dương vương	quận 5	tin thường	22/05/2023	290 an dương vương, p.4, quận 5, tp. hcm
96073	5.7	129	2		1	True			False		số 1	thủ đức	tin thường	05/05/2023	đường số 18, phường linh trung, quận thủ đức, tp hcm
95561	5.1	100			1	True			False		hương lộ 13	bình tân	tin thường	26/04/2023	gần ngã 3 hương lộ 3 - bờ bao tân thắng
95305	11.0	138			3	True			True			bình thạnh	tin thường	19/04/2023	thành phố hồ chí minh
94025	7.99	60	5.0	5.0	4	False			False		số 3	gò vấp	tin thường	04/04/2023	đường số 3
92489	3.4	56	2.0	2.0	2	True			True			quận 2	tin thường	16/03/2023	mức giá
91209	4.7	90	2.0	2.0		False			True		tân thới nhất	quận 12	tin thường	02/03/2023	tân thới nhất - quận 12
89673	4.6	25	2.0	3.0	2	True			False			tân bình	tin thường	14/02/2023	mức giá
109129	8.35	94	3.0	3.0		False			True			bình thạnh	tin thường	28/09/2023	mức giá
88394	3.65	108				False			False			tân phú	tin thường	10/01/2023	mức giá
99914	4.9	42	2.0	2.0	1	True			False			phú nhuận	tin thường	20/06/2023	mức giá
98634	2.9	28	2.0	2.0	1	False			True		trường chinh	tân bình	tin thường	06/06/2023	trường chinh, p.14, tân bình
94538	3.4	40	2.0	2.0	1	True			True		thạch lam	tân phú	tin thường	10/04/2023	thạch lam, phú thạnh, tân phú
94026	3.7	116				False			False			quận 9	tin thường	04/04/2023	thành phố hồ chí minh
93258	6.2	48			4	False			True			bình tân	tin thường	25/03/2023	mức giá
93002	2.1	65	2.0	2.0		False			False		đỗ xuân hợp	quận 9	tin thường	22/03/2023	đường đỗ xuân hợp, phường phước long b, q9
91466	7.3	54	3.0	2	1	False			False		nguyễn thị mình khai	quận 1	tin thường	03/03/2023	nguyễn thị minh khai, quận 1, tphcm
89674	7.7	72	4.0	6.0	3	True			False			gò vấp	tin thường	14/02/2023	mức giá
89162	12.5	230	3			True			False		số 1	quận 9	tin thường	07/02/2023	đường 138, phường tân phú, quận 9, tp hcm
88650	4.2	44	3.0	2.0	1	True			True		vườn lài	tân phú	tin thường	27/01/2023	vườn lài, phú thọ hòa, tân phú
86602	6.7	48	4.0	3.0	12	True			False			bình thạnh	tin thường	15/12/2022	mức giá
109641	3.8	25	2.0	2.0	2	True	đông		False			gò vấp	tin thường	04/10/2023	mức giá
85834	23.0	128	5.0	5.0	2	False			True		bành văn trân	tân bình	tin thường	07/12/2022	bành văn trân, phường 7, tân bình
84042	6.0	53	2.0	2.0		True			False		phan huy ích	tân bình	tin thường	22/11/2022	phan huy ich
83018	6.6	72	2	2	1	False			False			tân phú	tin thường	15/11/2022	mức giá
81738	23.5	131	33.0	33.0	6	False	tây		True		huỳnh tấn phát	quận 7	tin thường	04/11/2022	đường huỳnh tấn phát phường phú thuận quận 7
81226	3.99	32	2.0	2.0	2	False			False		trần văn ơn	tân phú	tin thường	01/11/2022	trần văn ơn, tân sơn nhì, tân phú, hồ chí minh, -dự án-
80202	6.85	64	4.0	4.0	3	True	tây-nam		False		phan huy ích	gò vấp	tin thường	26/10/2022	phan huy ích gò vấp
113993	33.6	210	4.0	4.0		False	đông-bắc		True			nhà bè	tin thường	13/11/2023	nguyễn hữu thọ, phước kiển, nhà bè, tp.hcm
110921	7.5	54	4.0	5.0	5	False			False		tân hòa đông	bình tân	tin thường	19/10/2023	tân hòa đông, bình trị đông, bình tân, hồ chí minh, -dự án-
110153	3.5	67	2.0	2.0		True			False		lã xuân oai	quận 9	tin thường	09/10/2023	lã xuân oai, tăng nhơn phú a, tp. thủ đức
103498	31.0	80			8	False			True			quận 1	tin thường	27/07/2023	mức giá
103754	10.8	64	6.0	7.0	4	True			False		phạm văn chiêu	gò vấp	tin thường	28/07/2023	phạm văn chiêu p14, gò vấp
83275	3.0	48			1	True			True			bình tân	tin thường	16/11/2022	mức giá
93259	7.97	96	2.0	1.0		False	bắc		False			thủ đức	tin thường	25/03/2023	69/1, số 8
92491	10.7	80	5.0	6.0	2	True			True		huỳnh tấn phát	quận 7	tin thường	16/03/2023	huỳnh tấn phát quận 7
92235	4.85	42	3.0	3.0	3	True			False			bình thạnh	tin thường	14/03/2023	bình thạnh
89419	10.2	108				False			False			bình tân	tin thường	09/02/2023	mức giá
86603	1.7	40	2	2	1	False			False			quận 9	tin thường	15/12/2022	mức giá
86091	8.8	80	5		4	False			True			bình tân	tin thường	11/12/2022	mức giá
84555	3.95	40	4.0	3.0	2	True			False		nguyễn văn công	gò vấp	tin thường	28/11/2022	nguyễn văn công, p3, gò vấp
84299	0.655	100				False			False			bình chánh	tin thường	26/11/2022	mức giá
82507	17.7	150			4	True			False			tân bình	tin thường	10/11/2022	mức giá
104778	3.5	42	2		1	False			True			tân bình	tin thường	09/08/2023	mức giá
81227	3.2	21	2.0	2.0	2	True			False			bình thạnh	tin thường	01/11/2022	bình thạnh, hồ chí minh
80971	9.6	64	2.0	2.0		True			False			tân bình	tin thường	31/10/2022	thành phố hồ chí minh
113994	13.0	240	3.0	4.0	1	False			False		số 3	thủ đức	tin thường	13/11/2023	đường số 35, phường hiệp bình chánh, quận thủ đức, tp hcm
106314	3.32	38	5.0	5.0	3	False			False			phú nhuận	tin thường	25/08/2023	p.12, huỳnh văn bánh
105034	0.68	100				False			True			bình chánh	tin thường	12/08/2023	mức giá
94539	7.7	68	5.0	6.0	5	False			True		quang trung	gò vấp	tin thường	10/04/2023	quang trung
94795	4.25	62	3.0	2.0	1	False	đông-nam		False		số 2	gò vấp	tin thường	15/04/2023	đường số 2
106827	2.25	80				False			False			quận 12	tin thường	31/08/2023	mức giá
113483	9.4	80			1	False			True			bình tân	tin thường	21/11/2023	mức giá
112203	5.9	60	3.0	4.0	2	True			False			bình thạnh	tin thường	01/11/2023	mức giá
111179	4.7	65	2.0	3.0	1	True			False		trần văn quang	tân bình	tin thường	21/10/2023	trần văn quang, p.10, tân bình
110155	11.5	85	7.0	7.0	5	True			False		nguyễn văn nghi	gò vấp	tin thường	09/10/2023	nguyễn văn khối
109899	5.35	40	2.0	2.0	1	True	đông-bắc		True			gò vấp	tin thường	07/10/2023	mức giá
108875	5.8	53	4.0	4.0	4	True			False		nguyễn xí	bình thạnh	tin thường	26/09/2023	đường nguyễn xí
108363	6.2	70	4.0	3.0	3	True			True		số 4	quận 9	tin thường	20/09/2023	đường 475 phước long b quận 9 cũ,
106315	5.3	64			2	False			False			bình tân	tin thường	25/08/2023	mức giá
95051	1.5	24	3			False			False			quận 4	tin thường	17/04/2023	504, đường nguyễn tất thành, phường 18, quận 4, tphcm
105547	1.95	80				False			False			thủ đức	tin thường	17/08/2023	mức giá
105291	13.38	78	5.0	4.0	5	False	tây-nam		True			tân phú	tin thường	15/08/2023	thành phố hồ chí minh
103755	12.0	46	4		3	True			False		nguyễn trọng tuyển	phú nhuận	tin thường	28/07/2023	91/22c nguyễn trọng tuyển
103243	4.66	88	2.0	2.0	21	False	đông		False		lò lu	quận 9	tin thường	26/07/2023	đường lò lu, phường trường thạnh, quận 9, tp. hcm, -dự án-, -dự án-
101707	4.79	53	4		3	True			False			quận 9	tin thường	11/07/2023	thành phố hồ chí minh
100683	5.1	59	2.0	2.0	2	True			False		số 8	gò vấp	tin thường	29/06/2023	đường số 8
98123	5.2	49	2.0	2.0	1	False	đông-nam		False			gò vấp	tin thường	30/05/2023	mức giá
95563	5.1	100			1	False			True		hương lộ 13	bình tân	tin thường	26/04/2023	gần ngã 3 hương lộ 3 - bờ bao tân thắng
95307	3.6	56	1.0	1.0	38	True	nam		False		hoàng hữu nam	quận 9	tin thường	19/04/2023	hoàng hữu nam, long bình, quận 9, tp. thủ đức, tp. hồ chí minh
114251	22.5	185			3	True			False			bình tân	tin thường	10/11/2023	mức giá
114507	5.8	52	5.0	6.0	4	False			False		nguyễn văn nghi	gò vấp	tin thường	05/12/2023	nguyễn văn khối
88140	1.0	44	2.0	2.0		True	nam		False		bình mỹ	củ chi	tin thường	04/01/2023	bình mỹ, củ chi
99148	2.35	60	2.0	2.0		False			False			quận 4	tin thường	13/06/2023	mức giá
96332	14.2	91	5.0		1	True			False			tân phú	tin thường	06/05/2023	mức giá
95308	4.7	34	5.0	3.0	3	False	đông		False			bình thạnh	tin thường	19/04/2023	mức giá
94540	3.65	64	3.0	2.0	1	False			False			bình tân	tin thường	10/04/2023	thành phố hồ chí minh
93004	1.7	24				False			False			quận 4	tin thường	22/03/2023	504, đường nguyễn tất thành, phường 18, quận 4, tp.hcm
92236	4.8	53	5.0	5.0	3	True			False		huỳnh tấn phát	quận 7	tin thường	14/03/2023	huỳnh tấn phát, quận 7
89420	4.5	54			1	True			False			bình tân	tin thường	09/02/2023	mức giá
88652	9.5	40	3.0	3.0	3	False			False		nơ trang long	bình thạnh	tin thường	27/01/2023	nơ trang long, p11, q.bình thạnh
86604	5.45	37	3.0	4.0		False			False		vạn kiếp	bình thạnh	tin thường	15/12/2022	125// vạn kiếp
80204	6.9	49	5.0	5.0	5	True	tây-nam		False		số 9	gò vấp	tin thường	26/10/2022	đường số 9 p8 gò vấp
86348	7.3	45	4.0	4.0	4	True			False		phạm văn chiêu	gò vấp	tin thường	13/12/2022	phạm văn chiêu
86092	11.8	80	4	3	4	False			True			bình tân	tin thường	11/12/2022	mức giá
85836	17.5	90	3	4	4	False			True			bình tân	tin thường	07/12/2022	mức giá
85324	4.8	110	3.0	3.0	2	False			False		song hành	quận 12	tin thường	03/12/2022	song hành - trung mỹ tây - quận 12
83276	9.4	69	13.0		6	False			False			tân phú	tin thường	16/11/2022	mức giá
82764	6.25	48	4.0	4.0	3	False			False		nguyễn văn trỗi	phú nhuận	tin thường	12/11/2022	nguyễn văn trỗi, phường 12, quận phú nhuận, hồ chí minh
82508	7.4	76	4	3	2	True			True			quận 9	tin thường	10/11/2022	mức giá
82252	8.9	46	4.0	4.0		True			False			phú nhuận	tin thường	09/11/2022	trần huy liệu, phường 15, quận phú nhuận, hồ chí minh
81996	4.4	38	3.0	3.0	2	True			False		hoàng ngọc phách	tân phú	tin thường	06/11/2022	hoàng ngọc phách, phường phú thọ hòa, quận tân phú, hồ chí minh
80716	23.0	144	2.0	2.0	1	False	bắc		True		số 4	quận 7	tin thường	29/10/2022	đường 49 phường tân quy quận 7
101708	13.5	40	3		3	False			True			tân bình	tin thường	10/07/2023	mức giá
80717	12.5	70	4.0	5.0	4	False			True		số 4	tân bình	tin thường	29/10/2022	đường số 4, phường 10, tân bình, tphcm
86605	7.15	38	5.0	4.0	3	False			False		phan xích long	phú nhuận	tin thường	15/12/2022	524/10 phan xích long
85837	17.55	110				False			True			bình tân	tin thường	07/12/2022	mức giá
84557	2.55	60	4.0	3.0	2	False			True			bình tân	tin thường	28/11/2022	đường đoàn phú tử phường an lạc a , quận bình tân
83533	4.8	25	2.0	2.0	2	False			False			bình thạnh	tin thường	18/11/2022	bình thạnh, hồ chí minh
82765	2.2	42				False			False			quận 4	tin thường	12/11/2022	504, đường nguyễn tất thành, phường 18, quận 4, tp.hcm
81997	5.1	95	2.0	2.0	1	True			False			gò vấp	tin thường	06/11/2022	mức giá
81741	7.1	58	4.0	4.0	2	True			False		lê trọng tấn	tân phú	tin thường	05/11/2022	lê trọng tấn, phường sơn kỳ, quận tân phú, hồ chí minh
81485	1.8900000000000001	40	2.0	2.0	1	True			False			bình thạnh	tin thường	03/11/2022	mức giá
113996	4.9	56	4.0	3.0	2	True			True			tân bình	tin thường	13/11/2023	thành phố hồ chí minh
103244	4.35	50	3.0	2.0	1	False			False			gò vấp	tin thường	26/07/2023	mức giá
112972	0.85	60	3.0	2.0	1	False	đông-nam		False			bình chánh	tin thường	29/11/2023	mức giá
111948	10.0	51	7.0	7.0	4	True			False			quận 2	tin thường	27/10/2023	mức giá
110668	6.8	68	4.0	3.0	3	False			False			thủ đức	tin thường	16/10/2023	bình thọ, tp. thủ đức
110412	6.65	62	3.0	2.0	2	True	đông		False		trần văn quang	tân bình	tin thường	12/10/2023	trần văn quang p10 tân bình
109900	3.4	60	4.0	2.0		True			False		tỉnh lộ 43	thủ đức	tin thường	07/10/2023	đường tỉnh lộ 43.phường bình chiểu. tp thủ đức
109388	4.6	60	3	4	3	False			False			quận 9	tin thường	02/10/2023	mức giá
109132	1.74	46	4.0	3.0	2	False			False			bình thạnh	tin thường	28/09/2023	mức giá
106316	9.5	176			1	True			False			bình tân	tin thường	25/08/2023	mức giá
118473	6.5	39	2.0	1.0	2	False			True	sổ đỏ/ sổ hồng	số 5	quận 7	tin thường	06/09/2024	đường 53, tân quy
118384	2.35	21	2.0	1.0	2	False			False	sổ đỏ/ sổ hồng	nguyễn kiệm	gò vấp	tin thường	05/09/2024	đường nguyễn kiệm, 3
118385	2.35	21	2.0	1.0	2	False			False	sổ đỏ/ sổ hồng	nguyễn kiệm	gò vấp	tin thường	05/09/2024	đường nguyễn kiệm, 3
118386	17.0	200	2.0	2.0		False			True	sổ đỏ/ sổ hồng	đặng thúc vịnh	hóc môn	tin thường	05/09/2024	đường đặng thúc vịnh, hóc môn
118387	8.8	33	2.0	3.0	3	True			True	sổ đỏ/ sổ hồng	trần tuấn khải	quận 5	tin thường	05/09/2024	đường trần tuấn khải, 5
118388	13.0	100	21.0	12.0	4	False			True	sổ đỏ/ sổ hồng	lê liễu	tân phú	tin thường	05/09/2024	đường lê liễu, tân quý
118391	4.95	49	2.0	2.0	2	False			False	sổ đỏ/ sổ hồng		phú nhuận	tin thường	05/09/2024	đường chiến thắng, 9
118398	20.5	256	2.0	2.0		False			True	sổ đỏ/ sổ hồng	lê văn khương	quận 12	tin thường	05/09/2024	đường lê văn khương, thới an
118345	6.0	56	4.0	5.0	4	True			False	sổ đỏ/ sổ hồng	2  số 6	bình tân	tin thường	05/09/2024	đường 6, bình hưng hòa a
