id	price	area	bedrooms	wc	n_floors	car_place	house_orientation	furniture	facade	legal	street	district	type	date	location2
88667	7.8	64	4	3	2	False			True			quận 9	tin thường	29/01/2023	thành phố hồ chí minh
86363	4.5	56	1.0	1.0	2	True			True		lương định của	quận 2	tin thường	14/12/2022	116 lương định của
85595	2.5	54			1	False			False			quận 8	tin thường	06/12/2022	mức giá
85339	1.42	51	2.0	1.0	25	True	đông-nam		True		tạ quang bửu	quận 8	tin thường	05/12/2022	tạ quang bửu, quận 8
84827	2.55	60	4.0	3.0	2	False			True		hương lộ 2	bình tân	tin thường	30/11/2022	hẻm 704 hương lộ 2 phường bình trị đông a , quận bình tân
83291	2.8	52	3.0	3.0	2	True			False			quận 9	tin thường	16/11/2022	bình trưng tây, quận 2, hồ chí minh
82267	6.1	68	4.0	5.0	3	True			False			bình tân	tin thường	08/11/2022	mức giá
81755	4.6	34			1	True			False			bình tân	tin thường	04/11/2022	phường bình hưng hòa, bình tân.
80219	10.0	67	4.0	5.0	2	True			False			gò vấp	tin thường	26/10/2022	mức giá
100699	6.2	77	4.0	3.0	2	False			False			thủ đức	tin thường	28/06/2023	hcm
113243	9.5	51	6.0	7.0	4	True			False			quận 2	tin thường	24/11/2023	quận 2, hồ chí minh
85084	1.63	30	2.0	2.0		False			False			gò vấp	tin thường	01/12/2022	mức giá
84572	10.5	108	5.0	5.0	3	True			False			bình thạnh	tin thường	28/11/2022	mức giá
84316	1.9	50	2.0	2.0	1	False			False			quận 7	tin thường	26/11/2022	mức giá
82012	5.3	75	2.0	1.0	1	True			False			thủ đức	tin thường	06/11/2022	mức giá
81756	3.5	55				False			False			bình tân	tin thường	04/11/2022	mức giá
81500	8.1	58	4.0	4.0	2	True			False		nguyễn trung trực	bình thạnh	tin thường	03/11/2022	nguyễn trung trực, phường 5, quận bình thạnh, hồ chí minh
80732	18.0	60	6.0	6	4	True			True			quận 10	tin thường	29/10/2022	thành phố hồ chí minh
114267	2.55	66	2.0	2.0		False			False			quận 9	tin thường	09/11/2023	đường võ chí công, phường phú hữu, q9
113755	7.5	45	5.0	3.0	2	True			False		nguyễn văn nghi	gò vấp	tin thường	16/11/2023	nguyễn văn luong. quận gv
112219	14.8	102	4		4	True			False		quốc lộ 13	thủ đức	tin thường	01/11/2023	đường quốc lộ 13, phường hiệp bình phước, quận thủ đức, tp hcm
109403	4.5	44	3.0	2.0	3	False	đông-nam		True			gò vấp	tin thường	02/10/2023	mức giá
109147	5.6	66	3.0	3.0		True			False		số 7	thủ đức	tin thường	30/09/2023	đường số 7
107611	9.68	86	4.0	4.0	4	True	tây		True			tân bình	tin thường	11/09/2023	thành phố hồ chí minh
106075	5.5	33	4	5	5	False			True			tân bình	tin thường	23/08/2023	mức giá
105051	12.5	101	3.0	2.0	2	False	đông-nam		True			tân phú	tin thường	12/08/2023	mức giá
104539	24.0	210	8		2	True			False		bình lợi	bình thạnh	tin thường	07/08/2023	bình lợi, phường 13, quận bình thạnh
104027	2.55	75				False			True			bình thạnh	tin thường	01/08/2023	mức giá
102491	5.3	80				True			False			bình tân	tin thường	19/07/2023	mức giá
85340	1.7	56	2	2	1	True			False			bình thạnh	tin thường	05/12/2022	mức giá
96348	4.5	60				True			False			bình tân	tin thường	06/05/2023	mức giá
103004	5.5	55	4.0	4.0	4	True			False		hoàng xuân nhị	tân phú	tin thường	22/07/2023	hoàng xuân nhị, phú trung tân phú
102748	1.95	90				False			False			quận 7	tin thường	20/07/2023	mức giá
101468	8.9	100	5.0	3.0	3	True			False		phan đăng lưu	phú nhuận	tin thường	07/07/2023	phan đăng lưu
100188	5.6	68	4	4	2	True			False			bình tân	tin thường	23/06/2023	mức giá
98396	4.3	53	1.0	1.0	2	True	tây-nam		False		trịnh đình trọng	tân phú	tin thường	04/06/2023	trịnh đình trọng
97372	6.78	60	3.0	2.0	3	True			False			quận 10	tin thường	21/05/2023	mức giá
97116	4.4	47	4.0	3.0	3	True			False			bình tân	tin thường	19/05/2023	mức giá
96860	3.6	40	4.0	3	2	True			True			tân phú	tin thường	16/05/2023	mức giá
86876	1.55	48	2.0	2.0	1	False			True			quận 8	tin thường	19/12/2022	đường lê bôi phường 7 , quận 8
95580	13.32	333				False	nam		False			quận 9	tin thường	25/04/2023	mức giá
94044	6.0	56	4	4	2	True			False			bình tân	tin thường	05/04/2023	mức giá
93532	7.3	48	5.0	6.0	4	True			False			phú nhuận	tin thường	28/03/2023	mức giá
91228	4.8	64	3.0	3.0	1	True			True			bình tân	tin thường	03/03/2023	mức giá
88412	4.95	64	4.0	4.0	4	False			True			quận 9	tin thường	11/01/2023	hồ chí minh
87900	8.9	54	3.0	4.0	3	True			False		hoàng văn thụ	tân bình	tin thường	31/12/2022	hoàng văn thụ, p.2, tân bình
87644	4.92	47	3	2.0	2	False			False			quận 7	tin thường	29/12/2022	quận 7
87132	2.7	55	3	2		False			True			quận 12	tin thường	22/12/2022	thành phố hồ chí minh
105052	3.4	31	3.0	2.0	2	False			True		tân sơn nhì	tân phú	tin thường	12/08/2023	tân sơn nhì, p. tân sơn nhì, tân phú
84317	10.0	60			5	True			False			phú nhuận	tin thường	26/11/2022	phạm văn hai, phú nhuận
89437	5.19	120	1.0	1.0		False			True			quận 9	tin thường	09/02/2023	hồ chí minh
88413	6.6	48	4.0	3.0	3	True			False			bình thạnh	tin thường	11/01/2023	mức giá
88157	2.4	92	3.0	2.0		False			False			bình tân	tin thường	30/12/2022	căn hộ tecco town
87901	3.2	34	4.0		3	True			True			bình tân	tin thường	31/12/2022	đường số 18b
87645	5.38	50	4	2.0		True			False			quận 7	tin thường	29/12/2022	quận 7
87389	4.4	48	2.0	2.0	1	True			False		tân kỳ tân quý	tân phú	tin thường	24/12/2022	tân kỳ tân quý, tân quý, tân phú
86621	8.5	90	2.0	2.0		False			False		nguyễn hữu cảnh	bình thạnh	tin thường	15/12/2022	92 nguyễn hữu cảnh, phường 22, bình thạnh, thành phố hồ chí minh
84573	4.8	72	4.0	3.0	2	False			True		trung mỹ tây	quận 12	tin thường	28/11/2022	trung mỹ tây - quận 12 - tp hồ chí minh
82269	2.7	50	3.0	3.0	2	True			True		bình trưng	quận 2	tin thường	08/11/2022	bình trưng tây, quận 2, hồ chí minh
114268	3.0	68	2.0	2.0		False			False			quận 9	tin thường	09/11/2023	đường võ chí công, phường phú hữu, q9
114012	16.0	93	4.0	5.0	5	True			False		số 8	thủ đức	tin thường	13/11/2023	đường số 8, phường trường thọ, quận thủ đức, tp hcm
112220	11.0	71			5	True			False			tân bình	tin thường	01/11/2023	mức giá
111964	4.8	27	2.0	3.0	3	True			False		cô giang	phú nhuận	tin thường	27/10/2023	cô giang, p.2, q. phú nhuận
109916	4.2	45	2.0	2.0	1	True			False			phú nhuận	tin thường	07/10/2023	mức giá
108380	7.9	56	6.0	7.0	3	False			False		lê quang định	bình thạnh	tin thường	20/09/2023	lê quang định
107612	12.38	90	5.0	4.0	5	False	nam		False			tân phú	tin thường	10/09/2023	thành phố hồ chí minh
105820	0.645	98				False			True			củ chi	tin thường	22/08/2023	thị trấn củ chi, huyện củ chi
105564	2.75	17	3.0	2.0	3	True			False		lê trực	bình thạnh	tin thường	17/08/2023	đường lê trực, phường 7, quận bình thạnh
90717	8.1	56	4.0	5.0	5	False			True		thống nhất	gò vấp	tin thường	24/02/2023	thống nhất
91485	9.8	95	6		4	True			True			bình thạnh	tin thường	02/03/2023	thành phố hồ chí minh
114781	3.35	35	2.0	2.0	2	False			False		số 1	thủ đức	tin thường	07/12/2023	đường số 16 phường hiệp bình chánh - tp.thủ đức
114269	9.8	88	5	4	2	True			False		võ văn kiệt	bình tân	tin thường	09/11/2023	võ văn kiệt, an lạc, bình tân
113757	10.3	64	3.0		3	True			False		tân sơn nhì	tân phú	tin thường	16/11/2023	tân sơn nhì, tân phú
112733	4.2	45	2.0	2.0	1	True			False			bình thạnh	tin thường	07/11/2023	mức giá
112221	7.0	178	4.0	3.0	1	True			False		số 4	thủ đức	tin thường	01/11/2023	đường số 4 phường linh tây tp thủ đức
111709	7.0	90			1	True			False			bình tân	tin thường	26/10/2023	mức giá
111453	8.7	94	9.0	6.0	4	True			False			tân bình	tin thường	24/10/2023	mức giá
108637	0.65	130				True			True			củ chi	tin thường	23/09/2023	phước hiệp, củ chi
107613	3.3	22	2.0	3.0	2	False			False		nguyễn văn đậu	bình thạnh	tin thường	11/09/2023	nguyễn văn đậu
105053	0.793	136				False			True			củ chi	tin thường	12/08/2023	mức giá
102493	6.0	74			1	False			False			bình tân	tin thường	19/07/2023	mức giá
101725	0.545	96	3.0	2.0	1	False			False		trần thị ngần	củ chi	tin thường	08/07/2023	trần thị cẩm
97885	8.5	62	4.0	5.0	4	True	tây-nam		False		số 59	gò vấp	tin thường	26/05/2023	đường số 59
97373	6.0	55	6.0	5.0	3	True			True			quận 5	tin thường	21/05/2023	mức giá
96605	6.65	45	4.0	5.0	4	True	tây-nam		False		số 1	gò vấp	tin thường	11/05/2023	đường số 19
94045	5.5	56				True			False			bình tân	tin thường	05/04/2023	mức giá
82526	5.85	34	3.0	3.0	1	False			False		hoàng văn thụ	phú nhuận	tin thường	10/11/2022	hoàng văn thụ, phường 15, quận phú nhuận, hồ chí minh
84318	4.5	68	2.0	2.0	1	True			False			gò vấp	tin thường	26/11/2022	mức giá
108126	4.9	64	2.0	2.0	1	True	nam		False			bình tân	tin thường	16/09/2023	mức giá
106334	11.0	45	5	4	6	True			False		tô hiến thành	quận 10	tin thường	25/08/2023	tô hiến thành
104286	4.8	28	2	3	3	False			True			quận 1	tin thường	03/08/2023	mức giá
101214	4.6	64	4.0	4.0	1	False	tây		False		nguyễn xí	bình thạnh	tin thường	06/07/2023	nguyễn xí, phường 11, quận bình thạnh, tp.hcm
100446	2.6	80				False			False			quận 10	tin thường	27/06/2023	mức giá
97886	2.4	20	2.0	2.0	1	False			False		số 59	gò vấp	tin thường	26/05/2023	đường số 59
97630	3.99	32	2.0	2.0	1	False	bắc		False		số 59	gò vấp	tin thường	25/05/2023	đường số 59
97374	10.95	90	5.0	4.0	3	True			True			quận 2	tin thường	20/05/2023	mức giá
93278	1.5	47	2.0	2.0	1	True			False			bình thạnh	tin thường	25/03/2023	q.bình thạnh
84574	3.2	40	3.0	2.0	2	False			False			gò vấp	tin thường	28/11/2022	mức giá
91998	7.0	60	6.0	6.0	4	True			True		cây keo	thủ đức	tin thường	11/03/2023	đường cây keo, phường tam phú, quận thủ đức, tp hcm
90718	8.0	135				False			True			bình tân	tin thường	24/02/2023	mức giá
89950	7.5	50	1.0	1.0		True			False			quận 2	tin thường	16/02/2023	the metropole thủ thiêm, quận 2
88670	6.5	60	2.0	3.0	2	False			False			bình thạnh	tin thường	29/01/2023	mức giá
87902	4.8	42	2.0	3.0	1	False			False		phạm văn chiêu	gò vấp	tin thường	31/12/2022	phạm văn chiêu
87646	9.3	118	3	3.0	5	True			False			quận 7	tin thường	29/12/2022	quận 7
85342	13.0	201	4	4	1	True			False		kha vạn cân	thủ đức	tin thường	05/12/2022	đường kha vạn cân, phường linh chiểu, quận thủ đức, tp hcm
85086	4.75	29	3.0	4.0	3	False	đông		False		nguyễn văn đậu	bình thạnh	tin thường	01/12/2022	nguyễn văn đậu, phường 6, bình thạnh
109150	3.0	49	3.0	3.0	3	True			False			quận 2	tin thường	29/09/2023	mức giá
109662	13.8	150	6.0	7.0	3	True			True			bình thạnh	tin thường	04/10/2023	mức giá
86111	8.0	60			5	True			False			tân bình	tin thường	10/12/2022	mức giá
93279	4.75	52	2.0	2.0	3	False			True		thống nhất	gò vấp	tin thường	25/03/2023	thống nhất
93023	4.5	44	2	2	1	True			False			bình tân	tin thường	22/03/2023	mức giá
92767	7.98	56	4.0	5.0	5	True	đông-nam		False		quang trung	gò vấp	tin thường	20/03/2023	quang trung
91231	1.6	50	1.0	1.0		True	bắc		False		phạm hữu lầu	quận 7	tin thường	06/03/2023	đường phạm hữu lầu, phú mỹ, quận 7, thành phố hồ chí minh, việt nam
90719	2.85	40	2.0	2.0		False	nam		False			quận 12	tin thường	24/02/2023	mức giá
89695	5.8	36	5.0	3.0	2	True			False			tân bình	tin thường	14/02/2023	mức giá
88671	8.6	100	2.0	1.0	1	True			True			gò vấp	tin thường	29/01/2023	mức giá
87903	5.0	222	5.0	6.0	3	False			True		tô ngọc vân	quận 12	tin thường	31/12/2022	tô ngọc vân
87647	8.0	100		3.0	4	True			False			quận 7	tin thường	29/12/2022	quận 7
86367	1.6	36	2	2	2	False			False			quận 8	tin thường	14/12/2022	mức giá
84319	1.3	30	2.0	2.0	1	False			False			quận 10	tin thường	26/11/2022	mức giá
110430	11.0	77	4.0	4.0	2	False			True		chu văn an	bình thạnh	tin thường	12/10/2023	chu văn an
82783	8.6	54	4.0	5.0	3	True			False		trần cao vân	phú nhuận	tin thường	12/11/2022	trần cao vân, phường 12, quận phú nhuận, hồ chí minh
82015	6.0	60	4.0	4.0	3	False			True		hoàng hoa thám	tân bình	tin thường	05/11/2022	đường hoàng hoa thám gần chợ
81247	0.8	100				False			False			bình chánh	tin thường	01/11/2022	mức giá
80991	6.78	76	3.0	2.0	1	True	tây-nam		False			phú nhuận	tin thường	31/10/2022	mức giá
80223	7.36	50	4.0	5.0	2	True			True		đỗ thúc tịnh	gò vấp	tin thường	06/10/2022	đỗ thúc tịnh
112478	5.59	43			4	True			False			quận 11	tin thường	03/11/2023	mức giá
112222	5.9	88	3.0		3	True			True			tân phú	tin thường	01/11/2023	thành phố hồ chí minh
111454	11.3	84	4	4	4	False			True			bình tân	tin thường	24/10/2023	mức giá
110942	3.25	50	2.0	2.0	1	True			True		cn1	tân phú	tin thường	18/10/2023	cn1, sơn kỳ, tân phú
110686	7.6	37	5		5	False			False			quận 10	tin thường	16/10/2023	thành phố hồ chí minh
94047	6.95	66	3.0	3.0	2	True			False			quận 7	tin thường	05/04/2023	mức giá
94303	12.95	180				True			True			phú nhuận	tin thường	06/04/2023	thành phố hồ chí minh
81760	5.5	43	3.0	4.0	2	False			False		lũy bán bích	tân phú	tin thường	04/11/2022	lũy bán bích, phường hòa thạnh, quận tân phú, hồ chí minh
81248	5.0	50	4	4		True			False			tân bình	tin thường	01/11/2022	thành phố hồ chí minh
80480	7.0	170				False			False			thủ đức	tin thường	27/10/2022	mức giá
80224	7.36	50	4.0	5.0	2	True			True		đỗ thúc tịnh	gò vấp	tin thường	06/10/2022	đỗ thúc tịnh
114271	4.4	74	3.0	2.0	1	False			False			tân bình	tin thường	09/11/2023	thành phố hồ chí minh
113759	17.5	80	4.0	4.0	2	False			True			quận 2	tin thường	16/11/2023	quận 2, hồ chí minh
112479	6.4	84	3.0		3	False			False			tân phú	tin thường	03/11/2023	thành phố hồ chí minh
111711	10.0	51	6.0	6.0	4	True			False			quận 2	tin thường	26/10/2023	quận 2, hồ chí minh
110175	4.75	43	4.0	5.0	4	False			False		nơ trang long	bình thạnh	tin thường	09/10/2023	đường nơ trang long, phường 13, bình thạnh
109919	5.2	71	2.0	2.0	1	True			True			tân phú	tin thường	07/10/2023	mức giá
97887	5.0	78	2	2	1	False			False		thạnh mỹ lợi	quận 2	tin thường	26/05/2023	phường thạnh mỹ lợi, quận 2
108127	25.0	128	15.0	15.0	5	False	nam		True			quận 6	tin thường	16/09/2023	mức giá
107615	1.75	100				False			False			nhà bè	tin thường	11/09/2023	mức giá
104799	3.7	48			1	True			False			bình tân	tin thường	10/08/2023	mức giá
104031	3.2	41	2.0	2.0	1	False			True		số 30	gò vấp	tin thường	01/08/2023	151b đường số 30, gò vấp
103775	6.0	80	4.0	3.0	1	False			False			gò vấp	tin thường	28/07/2023	mức giá
103007	4.25	70	3.0	2.0		False			False			quận 9	tin thường	22/07/2023	đường song hành, phường phú hữu, q9
102751	5.68	50	3	3	2	False			False			quận 8	tin thường	20/07/2023	mức giá
102495	6.5	64			2	False			False			bình tân	tin thường	19/07/2023	mức giá
100447	5.5	50	2	2	2	True			False		bình thới	quận 11	tin thường	27/06/2023	bình thới, phường 14, quận 11
98655	5.6	36	4	3	2	False			False			phú nhuận	tin thường	07/06/2023	mức giá
82784	4.7	30	2.0	2.0		True			False		nguyễn đình chính	phú nhuận	tin thường	12/11/2022	nguyễn đình chính, phường 11, quận phú nhuận, hồ chí minh
84832	6.7	52	4.0	4.0	4	True			False			bình thạnh	tin thường	30/11/2022	mức giá
92768	4.3	36	2.0	2.0	1	True			True			phú nhuận	tin thường	20/03/2023	mức giá
98400	2.95	33		2	2	False			True		âu cơ	quận 11	tin thường	04/06/2023	âu cơ, quận 11
98144	6.0	39			4	False			False		nguyễn đình chiểu	quận 3	tin thường	31/05/2023	nguyễn đình chiểu, quận 3
97888	0.55	40	2.0	3.0		True			False		rạch hóc môn	hóc môn	tin thường	27/05/2023	hóc môn tphcm
97376	11.45	55	4.0	4.0	3	False			True			quận 5	tin thường	20/05/2023	mức giá
97120	5.6	56	3.0	2.0	1	True			True			gò vấp	tin thường	19/05/2023	mức giá
94816	10.0	126				False			True		số 7	thủ đức	tin thường	14/04/2023	đường số 7, phường hiệp bình chánh, quận thủ đức, tp hcm
94560	2.7	38	1.0	1.0		False			True			thủ đức	tin thường	10/04/2023	phường trường thọ, tp thủ đức
94304	3.3	75	2.0	1.0		False			False			quận 12	tin thường	06/04/2023	trần thị hè - hiệp thành - quận 12
94048	8.0	80	4.0	5.0	3	True			False			quận 7	tin thường	05/04/2023	mức giá
91232	2.2	80	2.0	2.0		True	bắc		False		phạm hữu lầu	quận 7	tin thường	06/03/2023	đường phạm hữu lầu, phú mỹ, quận 7, thành phố hồ chí minh, việt nam
85600	7.8	56	5.0	5.0	2	True			False			quận 5	tin thường	06/12/2022	thành phố hồ chí minh
90976	8.7	68	4.0	5.0	3	True			False		trần thánh tông	tân bình	tin thường	27/02/2023	trần thánh tông, p.15, tân bình
90464	3.1	27	2.0	2	1	False			True			gò vấp	tin thường	22/02/2023	mức giá
88672	11.9	120	3.0	3.0	1	True			False		lê văn thọ	gò vấp	tin thường	29/01/2023	lê văn thọ
88160	4.5	40	2.0	2.0	1	False			True			gò vấp	tin thường	05/01/2023	mức giá
87904	5.9	43	4	3	2	False			False			phú nhuận	tin thường	31/12/2022	mức giá
87136	4.2	41	2.0	3.0	1	True			False		trịnh đình trọng	tân phú	tin thường	22/12/2022	trịnh đình trọng, tân phú.
86880	6.0	80	2.0	2.0		True			False			tân phú	tin thường	19/12/2022	mức giá
86112	15.8	185			1	False			True		lê văn khương	quận 12	tin thường	10/12/2022	lê văn khương quận 12 thành phố hồ chí minh
100448	2.25	75				False			False			bình thạnh	tin thường	27/06/2023	mức giá
100704	6.5	70	3		2	False			False			tân bình	tin thường	28/06/2023	mức giá
84833	2.15	48	4.0	3.0	2	False			True			bình tân	tin thường	30/11/2022	hẻm 428 chiến lược phường tân tạo quận bình tân
82785	6.1	56	3.0	4.0	2	True			False		nguyễn duy	bình thạnh	tin thường	12/11/2022	nguyễn duy, phường 3, quận bình thạnh, hồ chí minh
81761	4.9	40	3.0	3.0	2	False			False		lý thánh tông	tân phú	tin thường	04/11/2022	lý thánh tông, phường tân thới hòa, quận tân phú, hồ chí minh
81505	3.8	33	2.0	2.0	1	True			False		huỳnh văn bánh	phú nhuận	tin thường	03/11/2022	huỳnh văn bánh, phường 11, quận phú nhuận, hồ chí minh
80225	7.3	50	4.0	5.0	2	True			True		đỗ thúc tịnh	gò vấp	tin thường	06/10/2022	đỗ thúc tịnh
114784	16.0	80	4.0	4.0	4	True			True			quận 2	tin thường	07/12/2023	quận 2, hồ chí minh
112992	5.0	40	3.0	3.0	1	True			False			tân bình	tin thường	28/11/2023	mức giá
111712	3.6	37	4	3	1	False			False			gò vấp	tin thường	26/10/2023	mức giá
110432	6.6	55	6.0	3.0	2	True			False		tân quý	tân phú	tin thường	12/10/2023	gò dầu tân quý tân phú
102240	4.65	100			2	True			False			quận 7	tin thường	16/07/2023	mức giá
109408	11.0	54			3	False			False		đề thám	quận 1	tin thường	02/10/2023	đề thám, phường phạm ngũ lão, quận 1
106848	1.95	28	2.0	2.0	2	True			False		bờ bao tân thắng	tân phú	tin thường	31/08/2023	bờ bao tân thắng, sơn kỳ, tân phú
106336	7.5	50	3	4	4	False			False		lý thái tổ	quận 10	tin thường	25/08/2023	lý thái tổ
105568	7.5	84	5.0	7.0	4	True			False			thủ đức	tin thường	17/08/2023	mức giá
105312	1.9	56			2	True	đông-bắc		True			thủ đức	tin thường	15/08/2023	mức giá
102752	10.2	86	6.0	5.0		True			False			tân bình	tin thường	20/07/2023	mức giá
85601	6.2	42	3.0	3.0	1	False			False			quận 5	tin thường	06/12/2022	thành phố hồ chí minh
85857	4.99	131	13.0	13.0	1	False			False			quận 12	tin thường	09/12/2022	mức giá
94561	18.5	155	1.0	1.0		False	bắc		True		hoàng hữu nam	quận 9	tin thường	10/04/2023	đường hoàng hữu nam, long bình, quận 9, thủ đức, tp. hcm
104289	6.3	90		4		True			False			quận 9	tin thường	03/08/2023	mức giá
102753	4.66	88	2.0	2.0		False	đông		True		lò lu	quận 9	tin thường	20/07/2023	đường lò lu, phường trường thạnh, quận 9, tp. hcm, -dự án-
101473	4.5	44	4.0	3.0	2	True			False		nguyễn sơn	tân phú	tin thường	07/07/2023	nguyễn sơn, phú thạnh, tân phú
100449	6.9	66	3.0	2.0	1	True			False		võ văn ngân	thủ đức	tin thường	27/06/2023	đường võ văn ngân, phường linh chiểu, quận thủ đức, tp hcm
97633	4.3	70	3.0	3.0	2	False			False		quang trung	quận 9	tin thường	25/05/2023	đường quang trung, phường tăng nhơn phú b
97121	2.0	30			2	True			False		trường chinh	tân bình	tin thường	19/05/2023	trường chinh, tân bình
95841	4.8	40	3.0	2.0	1	True	nam		False			bình thạnh	tin thường	02/05/2023	mức giá
94049	5.6	70			2	True			False			bình tân	tin thường	05/04/2023	mức giá
87649	4.7	76				False			False			bình tân	tin thường	28/12/2022	mức giá
93793	9.9	70	4.0	5.0	4	True	đông-bắc		True		số 59	gò vấp	tin thường	01/04/2023	đường số 59
93281	5.4	27	3.0	3.0	4	True			False			quận 10	tin thường	25/03/2023	mức giá
93025	4.6	64	2	3	1	True			False			bình tân	tin thường	22/03/2023	mức giá
90977	7.5	60	4	3	4	True			False		nguyễn thị thập	quận 7	tin thường	27/02/2023	đường nguyễn thị thập, quận 7
89697	5.4	42	3.0	3.0	1	False	đông-bắc		False		lê quang định	gò vấp	tin thường	13/02/2023	nhà lê quang định, phường 1, gò vấp.
89441	2.15	53	1.0	1.0		False			False			quận 9	tin thường	21/10/2022	đường võ chí công, phường phú hữu, q9
88929	2.0	58	2.0	1.0		True			True			hóc môn	tin thường	03/02/2023	ấp 7, xuân thới thượng, huyện hóc môn,tphcm.
88673	6.0	60	2.0	2.0		True			False		dương quảng hàm	gò vấp	tin thường	29/01/2023	dương quảng hàm gò vấp thành phố hồ chí minh
88417	8.0	60	8.0	8.0	5	True			True			quận 5	tin thường	11/01/2023	thành phố hồ chí minh
104545	1.85	80				False			False			bình tân	tin thường	07/08/2023	mức giá
104801	4.8	56			1	True			False			bình tân	tin thường	10/08/2023	mức giá
82786	7.2	42	3.0	3.0	2	True			False		trần cao vân	phú nhuận	tin thường	12/11/2022	trần cao vân, phường 12, quận phú nhuận, hồ chí minh
92002	4.5	84	3.0	3.0	2	True			False		lê trọng tấn	tân phú	tin thường	13/03/2023	lê trọng tấn, tây thạnh, tân phú
88674	17.5	76	8.0	8.0	4	False			True		lạc long quân	quận 11	tin thường	29/01/2023	lạc long quân quận 11 thành phố hồ chí minh
88418	5.85	36	3.0	3.0	3	True			False			bình thạnh	tin thường	11/01/2023	bình thanh, hồ chí minh
88162	14.6	60	4.0	5.0	3	True			False			phú nhuận	tin thường	05/01/2023	mức giá
87906	6.12	43	3.0	3.0	2	False	đông-nam		False			gò vấp	tin thường	31/12/2022	mức giá
87650	7.7	80			2	True			True			bình thạnh	tin thường	28/12/2022	mức giá
86626	3.0	51	1.0	1.0	26	False			True		tạ quang bửu	quận 8	tin thường	16/12/2022	856 tạ quang bửu
81762	4.6	33	2.0	2.0	1	True			False		lê văn sĩ	phú nhuận	tin thường	04/11/2022	lê văn sỹ, phường 13, quận phú nhuận, hồ chí minh
80738	5.2	66	2		4	True			False			tân phú	tin thường	29/10/2022	mức giá
80226	12.7	75	4.0	5.0	5	True			True		quang trung	gò vấp	tin thường	07/09/2022	đường quang trung gò vấp
114785	4.55	48	4.0	5.0	2	True			False			bình tân	tin thường	07/12/2023	mức giá
114273	4.35	64			1	True			False			bình tân	tin thường	09/11/2023	mức giá
113505	8.7	41	3	3	4	False			True			quận 10	tin thường	20/11/2023	thành phố hồ chí minh
111713	2.85	25	2	3	2	False			False			gò vấp	tin thường	26/10/2023	mức giá
111201	2.2	60	2.0	2.0	2	True			False		lã xuân oai	quận 9	tin thường	20/10/2023	lã xuân oai, tăng nhơn phú a, tp. thủ đức
110689	4.9	50	4.0	3.0	2	True			False		lê quang định	bình thạnh	tin thường	16/10/2023	lê quang định, bình thạnh, tp hồ chí minh
94562	7.3	100				True			False		số 9	thủ đức	tin thường	10/04/2023	đường số 9, phường linh trung, quận thủ đức, tp hcm
104546	26.0	445			4	True			True		số 3	thủ đức	tin thường	07/08/2023	đường số 36, phường linh đông, quận thủ đức, tp hcm
112738	13.5	72	6.0	6.0	5	True			False			tân phú	tin thường	07/11/2023	mức giá
112226	5.19	56				True			False			tân bình	tin thường	01/11/2023	thành phố hồ chí minh
111970	3.2800000000000002	87	3.0	2.0		False			False			quận 9	tin thường	27/10/2023	đường võ chí công, phường phú hữu, q9
111458	4.65	28	2.0	3.0	2	True			True			bình thạnh	tin thường	24/10/2023	mức giá
109154	14.0	280			4	True			False			bình tân	tin thường	29/09/2023	mức giá
108130	12.68	80	5.0	5.0	5	False	bắc		True			quận 6	tin thường	16/09/2023	phường tân tạo a, quận bình tân, tp. hcm
107874	5.38	78	3.0	2.0	2	True			False		số 1	quận 9	tin thường	13/09/2023	đường 12 , phước bình , tp. thủ đức
106338	5.85	49	4.0	4.0	2	True			False		bạch đằng	bình thạnh	tin thường	25/08/2023	bạch đằng
95842	5.99	58	4.0	3.0	4	False	đông-nam		False		số 8	gò vấp	tin thường	02/05/2023	đường số 8
103010	0.535	187	3.0	2.0		True			False			củ chi	tin thường	22/07/2023	mức giá
101730	0.55	44	3.0	2.0	1	True			True			bình chánh	tin thường	11/07/2023	mức giá
101474	7.8	58	4.0	4.0	2	True			False		nguyễn văn đậu	bình thạnh	tin thường	07/07/2023	đường nguyễn văn đậu, phường 7, quận bình thạnh, tp. hcm
100450	1.35	99	3.0	3.0		False			False			quận 9	tin thường	27/06/2023	mức giá
98146	4.9	52	3.0	2.0	1	True			False			gò vấp	tin thường	31/05/2023	mức giá
97378	5.4	140	3.0	2.0		True			True			quận 9	tin thường	22/05/2023	mức giá
96866	8.6	93	3.0	2.0	2	False			False		quang trung	gò vấp	tin thường	16/05/2023	quang trung
96354	5.5	51	4.0	3.0	2	False	đông-nam		False			gò vấp	tin thường	06/05/2023	mức giá
113762	18.5	60	8.0	5.0	4	True			True			tân phú	tin thường	16/11/2023	mức giá
114274	6.8	65	4.0	5.0	3	True			False		đặng văn bi	thủ đức	tin thường	09/11/2023	đặng văn bin , trường thọ
92259	4.5	30			3	True			True			quận 11	tin thường	14/03/2023	thành phố hồ chí minh
102243	17.0	88	5.0	5.0	4	True			True			quận 2	tin thường	16/07/2023	khu đô thị apak, q2, tp.hcm
100963	3.4	52			1	True			False		hương lộ 2	bình tân	tin thường	03/07/2023	hương lộ 2
100707	4.5	36	3		3	False			False			quận 3	tin thường	24/06/2023	mức giá
95843	4.5	52	2.0	3.0	2	False			False			bình thạnh	tin thường	02/05/2023	mức giá
